taxon	locus	pi1	pi2
caluya-camiguin_sur	locus354	0.0	0.0
lubang-mindoro_n	locus354	0.0	0.0
maestre_de_campo-mindoro_s	locus354	0.0	0.0
masbate-panay_ne	locus354	0.0	0.0
negros-panay_sw	locus354	0.0	0.0
caluya-camiguin_sur	locus355	0.0	0.0
lubang-mindoro_n	locus355	0.0	0.0
maestre_de_campo-mindoro_s	locus355	0.0	0.0
masbate-panay_ne	locus355	0.0	0.0
negros-panay_sw	locus355	0.0	0.0
caluya-camiguin_sur	locus356	0.0	0.0
lubang-mindoro_n	locus356	0.0	0.0
maestre_de_campo-mindoro_s	locus356	0.0	0.0
masbate-panay_ne	locus356	0.0	0.0
negros-panay_sw	locus356	0.0	0.0
caluya-camiguin_sur	locus357	0.0	0.0
lubang-mindoro_n	locus357	0.0	0.0
maestre_de_campo-mindoro_s	locus357	0.0	0.0
masbate-panay_ne	locus357	0.0	0.0
negros-panay_sw	locus357	0.0	0.0
caluya-camiguin_sur	locus358	0.0	0.0
lubang-mindoro_n	locus358	0.0	0.0
maestre_de_campo-mindoro_s	locus358	0.0	0.0
masbate-panay_ne	locus358	0.0	0.0
negros-panay_sw	locus358	0.0	0.0
caluya-camiguin_sur	locus359	0.0	0.0
lubang-mindoro_n	locus359	0.0	0.0
maestre_de_campo-mindoro_s	locus359	0.0	0.0
masbate-panay_ne	locus359	0.0	0.0
negros-panay_sw	locus359	0.0	0.0
caluya-camiguin_sur	locus360	0.0	0.0
lubang-mindoro_n	locus360	0.0	0.0
maestre_de_campo-mindoro_s	locus360	0.0	0.0
masbate-panay_ne	locus360	0.0	0.0
negros-panay_sw	locus360	0.0	0.0
caluya-camiguin_sur	locus361	0.0	0.0
lubang-mindoro_n	locus361	0.0	0.0
maestre_de_campo-mindoro_s	locus361	0.0	0.0
masbate-panay_ne	locus361	0.0	0.0
negros-panay_sw	locus361	0.0	0.0
caluya-camiguin_sur	locus362	0.0	0.0
lubang-mindoro_n	locus362	0.0	0.0
maestre_de_campo-mindoro_s	locus362	0.0	0.0
masbate-panay_ne	locus362	0.0	0.0
negros-panay_sw	locus362	0.0	0.0
caluya-camiguin_sur	locus363	0.0	0.0
lubang-mindoro_n	locus363	0.0	0.0
maestre_de_campo-mindoro_s	locus363	0.0	0.0
masbate-panay_ne	locus363	0.0	0.0
negros-panay_sw	locus363	0.0	0.0
caluya-camiguin_sur	locus364	0.0	0.0
lubang-mindoro_n	locus364	0.0	0.0
maestre_de_campo-mindoro_s	locus364	0.0	0.0
masbate-panay_ne	locus364	0.0	0.0
negros-panay_sw	locus364	0.0	0.0
caluya-camiguin_sur	locus365	0.0	0.0
lubang-mindoro_n	locus365	0.0	0.0
maestre_de_campo-mindoro_s	locus365	0.0	0.0
masbate-panay_ne	locus365	0.0	0.0
negros-panay_sw	locus365	0.0	0.0
caluya-camiguin_sur	locus366	0.0	0.0
lubang-mindoro_n	locus366	0.0	0.0
maestre_de_campo-mindoro_s	locus366	0.0	0.0
masbate-panay_ne	locus366	0.0	0.0
negros-panay_sw	locus366	0.0	0.0
caluya-camiguin_sur	locus367	0.0	0.0
lubang-mindoro_n	locus367	0.0	0.0
maestre_de_campo-mindoro_s	locus367	0.0	0.0
masbate-panay_ne	locus367	0.0	0.0
negros-panay_sw	locus367	0.0	0.0
caluya-camiguin_sur	locus368	0.0	0.0
lubang-mindoro_n	locus368	0.0	0.0
maestre_de_campo-mindoro_s	locus368	0.0	0.0
masbate-panay_ne	locus368	0.0	0.0
negros-panay_sw	locus368	0.0	0.0
caluya-camiguin_sur	locus369	0.0	0.0
lubang-mindoro_n	locus369	0.0	0.0
maestre_de_campo-mindoro_s	locus369	0.0	0.0
masbate-panay_ne	locus369	0.0	0.0
negros-panay_sw	locus369	0.0	0.0
caluya-camiguin_sur	locus370	0.0	0.0
lubang-mindoro_n	locus370	0.0	0.0
maestre_de_campo-mindoro_s	locus370	0.0	0.0
masbate-panay_ne	locus370	0.0	0.0
negros-panay_sw	locus370	0.0	0.00555555555556
caluya-camiguin_sur	locus371	0.0	0.0
lubang-mindoro_n	locus371	0.0	0.0
maestre_de_campo-mindoro_s	locus371	0.0	0.0
masbate-panay_ne	locus371	0.0	0.0
negros-panay_sw	locus371	0.0	0.0
caluya-camiguin_sur	locus372	0.0	0.0
lubang-mindoro_n	locus372	0.0168539325843	0.0
maestre_de_campo-mindoro_s	locus372	0.0	0.0
masbate-panay_ne	locus372	0.0	0.0
negros-panay_sw	locus372	0.0	0.0
caluya-camiguin_sur	locus373	0.0	0.0
lubang-mindoro_n	locus373	0.0	0.0
maestre_de_campo-mindoro_s	locus373	0.0	0.0
masbate-panay_ne	locus373	0.0	0.0
negros-panay_sw	locus373	0.0	0.0
caluya-camiguin_sur	locus374	0.0	0.0
lubang-mindoro_n	locus374	0.0	0.0
maestre_de_campo-mindoro_s	locus374	0.0	0.0
masbate-panay_ne	locus374	0.0	0.0
negros-panay_sw	locus374	0.0	0.0
caluya-camiguin_sur	locus375	0.0	0.0
lubang-mindoro_n	locus375	0.0	0.0
maestre_de_campo-mindoro_s	locus375	0.0	0.0
masbate-panay_ne	locus375	0.0	0.0
negros-panay_sw	locus375	0.0	0.0
caluya-camiguin_sur	locus376	0.0	0.0
lubang-mindoro_n	locus376	0.0	0.0
maestre_de_campo-mindoro_s	locus376	0.0	0.0
masbate-panay_ne	locus376	0.0	0.0
negros-panay_sw	locus376	0.0	0.0
caluya-camiguin_sur	locus377	0.0	0.0
lubang-mindoro_n	locus377	0.0	0.0
maestre_de_campo-mindoro_s	locus377	0.0	0.0
masbate-panay_ne	locus377	0.0	0.0
negros-panay_sw	locus377	0.0	0.0
caluya-camiguin_sur	locus378	0.0	0.0
lubang-mindoro_n	locus378	0.0	0.0
maestre_de_campo-mindoro_s	locus378	0.0	0.0
masbate-panay_ne	locus378	0.0	0.0
negros-panay_sw	locus378	0.0	0.0
caluya-camiguin_sur	locus379	0.0	0.0
lubang-mindoro_n	locus379	0.0	0.0
maestre_de_campo-mindoro_s	locus379	0.0	0.0
masbate-panay_ne	locus379	0.0	0.0
negros-panay_sw	locus379	0.0	0.0
caluya-camiguin_sur	locus380	0.0	0.0
lubang-mindoro_n	locus380	0.0	0.0
maestre_de_campo-mindoro_s	locus380	0.0	0.0
masbate-panay_ne	locus380	0.0	0.0
negros-panay_sw	locus380	0.0	0.0
caluya-camiguin_sur	locus381	0.0	0.0
lubang-mindoro_n	locus381	0.0	0.0
maestre_de_campo-mindoro_s	locus381	0.0	0.0
masbate-panay_ne	locus381	0.0	0.0
negros-panay_sw	locus381	0.0	0.0
caluya-camiguin_sur	locus382	0.0	0.0
lubang-mindoro_n	locus382	0.0	0.0
maestre_de_campo-mindoro_s	locus382	0.0	0.0
masbate-panay_ne	locus382	0.0	0.0
negros-panay_sw	locus382	0.0	0.0
caluya-camiguin_sur	locus383	0.0	0.0
lubang-mindoro_n	locus383	0.0	0.0
maestre_de_campo-mindoro_s	locus383	0.0	0.0
masbate-panay_ne	locus383	0.0	0.0
negros-panay_sw	locus383	0.0	0.0
caluya-camiguin_sur	locus384	0.0	0.0
lubang-mindoro_n	locus384	0.0	0.0
maestre_de_campo-mindoro_s	locus384	0.0	0.0
masbate-panay_ne	locus384	0.0	0.0
negros-panay_sw	locus384	0.0	0.0
caluya-camiguin_sur	locus385	0.0	0.0
lubang-mindoro_n	locus385	0.0	0.0
maestre_de_campo-mindoro_s	locus385	0.0	0.0
masbate-panay_ne	locus385	0.0	0.0
negros-panay_sw	locus385	0.0	0.0
caluya-camiguin_sur	locus386	0.0	0.0
lubang-mindoro_n	locus386	0.0	0.0
maestre_de_campo-mindoro_s	locus386	0.0	0.0
masbate-panay_ne	locus386	0.0	0.0
negros-panay_sw	locus386	0.0	0.0
caluya-camiguin_sur	locus387	0.00609756097561	0.0
lubang-mindoro_n	locus387	0.0	0.0
maestre_de_campo-mindoro_s	locus387	0.0	0.0
masbate-panay_ne	locus387	0.0	0.0
negros-panay_sw	locus387	0.0	0.0
caluya-camiguin_sur	locus388	0.0	0.0
lubang-mindoro_n	locus388	0.0	0.0
maestre_de_campo-mindoro_s	locus388	0.0	0.0
masbate-panay_ne	locus388	0.0	0.0
negros-panay_sw	locus388	0.0	0.0
caluya-camiguin_sur	locus389	0.0	0.0119047619048
lubang-mindoro_n	locus389	0.0	0.0
maestre_de_campo-mindoro_s	locus389	0.0	0.0
masbate-panay_ne	locus389	0.0	0.0
negros-panay_sw	locus389	0.0	0.0
caluya-camiguin_sur	locus390	0.0	0.0
lubang-mindoro_n	locus390	0.0	0.0
maestre_de_campo-mindoro_s	locus390	0.0	0.0
masbate-panay_ne	locus390	0.0	0.0
negros-panay_sw	locus390	0.0	0.0
caluya-camiguin_sur	locus391	0.0	0.0
lubang-mindoro_n	locus391	0.0	0.0
maestre_de_campo-mindoro_s	locus391	0.0	0.0
masbate-panay_ne	locus391	0.0	0.0
negros-panay_sw	locus391	0.0	0.0
caluya-camiguin_sur	locus392	0.00444444444444	0.0
lubang-mindoro_n	locus392	0.0	0.0
maestre_de_campo-mindoro_s	locus392	0.0	0.0
masbate-panay_ne	locus392	0.0	0.0
negros-panay_sw	locus392	0.0	0.0
caluya-camiguin_sur	locus393	0.0	0.0
lubang-mindoro_n	locus393	0.0	0.0
maestre_de_campo-mindoro_s	locus393	0.0	0.0
masbate-panay_ne	locus393	0.0	0.0
negros-panay_sw	locus393	0.0	0.0
caluya-camiguin_sur	locus394	0.0	0.0
lubang-mindoro_n	locus394	0.0	0.0
maestre_de_campo-mindoro_s	locus394	0.0	0.0
masbate-panay_ne	locus394	0.0	0.0
negros-panay_sw	locus394	0.0	0.0
caluya-camiguin_sur	locus395	0.0	0.0
lubang-mindoro_n	locus395	0.0	0.0
maestre_de_campo-mindoro_s	locus395	0.0	0.0
masbate-panay_ne	locus395	0.0	0.0
negros-panay_sw	locus395	0.00749063670412	0.0
caluya-camiguin_sur	locus396	0.0	0.0
lubang-mindoro_n	locus396	0.0	0.0
maestre_de_campo-mindoro_s	locus396	0.0	0.0
masbate-panay_ne	locus396	0.0	0.0
negros-panay_sw	locus396	0.0	0.0
caluya-camiguin_sur	locus397	0.0	0.0
lubang-mindoro_n	locus397	0.0	0.0
maestre_de_campo-mindoro_s	locus397	0.0	0.0
masbate-panay_ne	locus397	0.0	0.0
negros-panay_sw	locus397	0.0	0.0
caluya-camiguin_sur	locus398	0.0	0.0
lubang-mindoro_n	locus398	0.0	0.0
maestre_de_campo-mindoro_s	locus398	0.0	0.0
masbate-panay_ne	locus398	0.0	0.0
negros-panay_sw	locus398	0.0	0.0
caluya-camiguin_sur	locus399	0.0	0.0
lubang-mindoro_n	locus399	0.0	0.0
maestre_de_campo-mindoro_s	locus399	0.0	0.0
masbate-panay_ne	locus399	0.0	0.0
negros-panay_sw	locus399	0.0	0.0
caluya-camiguin_sur	locus400	0.0	0.0
lubang-mindoro_n	locus400	0.0	0.0
maestre_de_campo-mindoro_s	locus400	0.0	0.0
masbate-panay_ne	locus400	0.0	0.0
negros-panay_sw	locus400	0.0	0.0
caluya-camiguin_sur	locus401	0.0	0.0
lubang-mindoro_n	locus401	0.0	0.0
maestre_de_campo-mindoro_s	locus401	0.0	0.0
masbate-panay_ne	locus401	0.0	0.0
negros-panay_sw	locus401	0.0	0.0
caluya-camiguin_sur	locus402	0.0	0.0
lubang-mindoro_n	locus402	0.0	0.0
maestre_de_campo-mindoro_s	locus402	0.0	0.0
masbate-panay_ne	locus402	0.0	0.0
negros-panay_sw	locus402	0.0	0.0
caluya-camiguin_sur	locus403	0.0	0.0
lubang-mindoro_n	locus403	0.0	0.0
maestre_de_campo-mindoro_s	locus403	0.0	0.0
masbate-panay_ne	locus403	0.0	0.0
negros-panay_sw	locus403	0.0	0.0
caluya-camiguin_sur	locus404	0.0	0.0
lubang-mindoro_n	locus404	0.0	0.0
maestre_de_campo-mindoro_s	locus404	0.0	0.0
masbate-panay_ne	locus404	0.0	0.0
negros-panay_sw	locus404	0.0	0.0
caluya-camiguin_sur	locus405	0.0	0.0
lubang-mindoro_n	locus405	0.0	0.0
maestre_de_campo-mindoro_s	locus405	0.0	0.0
masbate-panay_ne	locus405	0.0	0.0
negros-panay_sw	locus405	0.0	0.0
caluya-camiguin_sur	locus406	0.0	0.0
lubang-mindoro_n	locus406	0.0	0.0
maestre_de_campo-mindoro_s	locus406	0.0	0.0
masbate-panay_ne	locus406	0.0	0.0
negros-panay_sw	locus406	0.0	0.0
caluya-camiguin_sur	locus407	0.0	0.0
lubang-mindoro_n	locus407	0.0	0.0
maestre_de_campo-mindoro_s	locus407	0.0	0.0
masbate-panay_ne	locus407	0.0	0.0
negros-panay_sw	locus407	0.0	0.0
caluya-camiguin_sur	locus408	0.0	0.0
lubang-mindoro_n	locus408	0.0	0.0
maestre_de_campo-mindoro_s	locus408	0.0	0.0
masbate-panay_ne	locus408	0.0	0.0
negros-panay_sw	locus408	0.0	0.0
caluya-camiguin_sur	locus409	0.0	0.0
lubang-mindoro_n	locus409	0.0	0.0
maestre_de_campo-mindoro_s	locus409	0.0	0.0
masbate-panay_ne	locus409	0.0	0.0
negros-panay_sw	locus409	0.0	0.0
caluya-camiguin_sur	locus410	0.0	0.0
lubang-mindoro_n	locus410	0.0	0.0
maestre_de_campo-mindoro_s	locus410	0.0	0.0
masbate-panay_ne	locus410	0.0	0.0
negros-panay_sw	locus410	0.0	0.0
caluya-camiguin_sur	locus411	0.0	0.0
lubang-mindoro_n	locus411	0.0	0.0
maestre_de_campo-mindoro_s	locus411	0.0	0.00833333333333
masbate-panay_ne	locus411	0.0	0.0
negros-panay_sw	locus411	0.0	0.0
caluya-camiguin_sur	locus412	0.0	0.0
lubang-mindoro_n	locus412	0.0	0.0
maestre_de_campo-mindoro_s	locus412	0.0	0.0
masbate-panay_ne	locus412	0.0	0.0
negros-panay_sw	locus412	0.0	0.0
caluya-camiguin_sur	locus413	0.0	0.0
lubang-mindoro_n	locus413	0.0	0.0
maestre_de_campo-mindoro_s	locus413	0.0	0.0
masbate-panay_ne	locus413	0.0	0.0
negros-panay_sw	locus413	0.0	0.0
caluya-camiguin_sur	locus414	0.0	0.0
lubang-mindoro_n	locus414	0.0	0.0
maestre_de_campo-mindoro_s	locus414	0.0	0.0
masbate-panay_ne	locus414	0.0	0.0
negros-panay_sw	locus414	0.0	0.0
caluya-camiguin_sur	locus415	0.0	0.0
lubang-mindoro_n	locus415	0.0	0.0
maestre_de_campo-mindoro_s	locus415	0.0	0.0
masbate-panay_ne	locus415	0.0	0.0
negros-panay_sw	locus415	0.0	0.0
caluya-camiguin_sur	locus416	0.0	0.0
lubang-mindoro_n	locus416	0.0	0.0
maestre_de_campo-mindoro_s	locus416	0.0	0.0
masbate-panay_ne	locus416	0.0	0.0
negros-panay_sw	locus416	0.0	0.0
caluya-camiguin_sur	locus417	0.0	0.0
lubang-mindoro_n	locus417	0.0	0.0
maestre_de_campo-mindoro_s	locus417	0.0	0.0
masbate-panay_ne	locus417	0.0	0.0
negros-panay_sw	locus417	0.0	0.00454545454545
caluya-camiguin_sur	locus418	0.0	0.0
lubang-mindoro_n	locus418	0.0	0.0
maestre_de_campo-mindoro_s	locus418	0.0	0.0
masbate-panay_ne	locus418	0.0	0.0
negros-panay_sw	locus418	0.00757575757576	0.0
caluya-camiguin_sur	locus419	0.0	0.0
lubang-mindoro_n	locus419	0.0	0.0
maestre_de_campo-mindoro_s	locus419	0.0	0.0
masbate-panay_ne	locus419	0.0	0.0
negros-panay_sw	locus419	0.0	0.0
caluya-camiguin_sur	locus420	0.0	0.0
lubang-mindoro_n	locus420	0.0	0.0
maestre_de_campo-mindoro_s	locus420	0.0	0.0
masbate-panay_ne	locus420	0.0	0.0
negros-panay_sw	locus420	0.0	0.0
caluya-camiguin_sur	locus421	0.0	0.0
lubang-mindoro_n	locus421	0.0	0.0
maestre_de_campo-mindoro_s	locus421	0.0	0.0
masbate-panay_ne	locus421	0.0	0.0
negros-panay_sw	locus421	0.0	0.0
caluya-camiguin_sur	locus422	0.0	0.0
lubang-mindoro_n	locus422	0.0	0.0
maestre_de_campo-mindoro_s	locus422	0.0	0.0
masbate-panay_ne	locus422	0.0	0.0
negros-panay_sw	locus422	0.0	0.0
caluya-camiguin_sur	locus423	0.0	0.0
lubang-mindoro_n	locus423	0.0	0.0
maestre_de_campo-mindoro_s	locus423	0.0	0.0
masbate-panay_ne	locus423	0.0	0.0
negros-panay_sw	locus423	0.0	0.0
caluya-camiguin_sur	locus424	0.0	0.0
lubang-mindoro_n	locus424	0.0	0.0
maestre_de_campo-mindoro_s	locus424	0.0	0.0
masbate-panay_ne	locus424	0.0	0.0
negros-panay_sw	locus424	0.0	0.0
caluya-camiguin_sur	locus425	0.0	0.0
lubang-mindoro_n	locus425	0.0	0.0
maestre_de_campo-mindoro_s	locus425	0.0	0.0
masbate-panay_ne	locus425	0.0	0.0
negros-panay_sw	locus425	0.0	0.0
caluya-camiguin_sur	locus426	0.0	0.0
lubang-mindoro_n	locus426	0.0	0.0
maestre_de_campo-mindoro_s	locus426	0.0	0.0
masbate-panay_ne	locus426	0.0	0.0
negros-panay_sw	locus426	0.0	0.0
caluya-camiguin_sur	locus427	0.0	0.0
lubang-mindoro_n	locus427	0.0	0.0
maestre_de_campo-mindoro_s	locus427	0.0	0.0
masbate-panay_ne	locus427	0.0	0.0
negros-panay_sw	locus427	0.0	0.0
caluya-camiguin_sur	locus428	0.0	0.0
lubang-mindoro_n	locus428	0.0	0.0
maestre_de_campo-mindoro_s	locus428	0.0	0.0
masbate-panay_ne	locus428	0.0	0.0
negros-panay_sw	locus428	0.0	0.0
caluya-camiguin_sur	locus429	0.0	0.0
lubang-mindoro_n	locus429	0.0	0.0
maestre_de_campo-mindoro_s	locus429	0.0	0.0
masbate-panay_ne	locus429	0.0	0.0
negros-panay_sw	locus429	0.0	0.0
caluya-camiguin_sur	locus430	0.0	0.0
lubang-mindoro_n	locus430	0.0	0.0
maestre_de_campo-mindoro_s	locus430	0.0	0.0
masbate-panay_ne	locus430	0.0	0.0
negros-panay_sw	locus430	0.0	0.0
caluya-camiguin_sur	locus431	0.0	0.0
lubang-mindoro_n	locus431	0.0	0.0
maestre_de_campo-mindoro_s	locus431	0.0	0.0
masbate-panay_ne	locus431	0.0	0.0
negros-panay_sw	locus431	0.0	0.0
caluya-camiguin_sur	locus432	0.0	0.0
lubang-mindoro_n	locus432	0.0	0.0
maestre_de_campo-mindoro_s	locus432	0.0	0.0
masbate-panay_ne	locus432	0.0	0.0
negros-panay_sw	locus432	0.0	0.0
caluya-camiguin_sur	locus433	0.0	0.0
lubang-mindoro_n	locus433	0.0	0.0
maestre_de_campo-mindoro_s	locus433	0.0	0.0
masbate-panay_ne	locus433	0.0	0.0
negros-panay_sw	locus433	0.0	0.0
caluya-camiguin_sur	locus434	0.0	0.0
lubang-mindoro_n	locus434	0.0	0.0
maestre_de_campo-mindoro_s	locus434	0.0	0.0
masbate-panay_ne	locus434	0.0	0.0
negros-panay_sw	locus434	0.0	0.0
caluya-camiguin_sur	locus435	0.0	0.0
lubang-mindoro_n	locus435	0.0	0.0
maestre_de_campo-mindoro_s	locus435	0.0	0.0
masbate-panay_ne	locus435	0.0	0.0
negros-panay_sw	locus435	0.0	0.0
caluya-camiguin_sur	locus436	0.0	0.0
lubang-mindoro_n	locus436	0.0	0.0
maestre_de_campo-mindoro_s	locus436	0.0	0.0
masbate-panay_ne	locus436	0.0	0.0
negros-panay_sw	locus436	0.0	0.0
caluya-camiguin_sur	locus437	0.0	0.00555555555556
lubang-mindoro_n	locus437	0.0	0.0
maestre_de_campo-mindoro_s	locus437	0.0	0.0
masbate-panay_ne	locus437	0.0	0.0
negros-panay_sw	locus437	0.00740740740741	0.0
caluya-camiguin_sur	locus438	0.0	0.0
lubang-mindoro_n	locus438	0.0	0.0
maestre_de_campo-mindoro_s	locus438	0.0	0.0
masbate-panay_ne	locus438	0.0	0.0
negros-panay_sw	locus438	0.0	0.0
caluya-camiguin_sur	locus439	0.0	0.0
lubang-mindoro_n	locus439	0.0	0.0
maestre_de_campo-mindoro_s	locus439	0.0	0.0
masbate-panay_ne	locus439	0.0	0.0
negros-panay_sw	locus439	0.0	0.0
caluya-camiguin_sur	locus440	0.0	0.0
lubang-mindoro_n	locus440	0.0	0.0
maestre_de_campo-mindoro_s	locus440	0.0078431372549	0.0078431372549
masbate-panay_ne	locus440	0.0	0.0
negros-panay_sw	locus440	0.0	0.0
caluya-camiguin_sur	locus441	0.0	0.0
lubang-mindoro_n	locus441	0.0	0.0
maestre_de_campo-mindoro_s	locus441	0.0	0.0
masbate-panay_ne	locus441	0.0	0.0
negros-panay_sw	locus441	0.0	0.00625
caluya-camiguin_sur	locus442	0.0	0.0
lubang-mindoro_n	locus442	0.0	0.0
maestre_de_campo-mindoro_s	locus442	0.0	0.0
masbate-panay_ne	locus442	0.0	0.0
negros-panay_sw	locus442	0.0	0.0
caluya-camiguin_sur	locus443	0.0	0.0
lubang-mindoro_n	locus443	0.0	0.0
maestre_de_campo-mindoro_s	locus443	0.0	0.0
masbate-panay_ne	locus443	0.0	0.0
negros-panay_sw	locus443	0.0	0.0
caluya-camiguin_sur	locus444	0.0	0.0
lubang-mindoro_n	locus444	0.0	0.0
maestre_de_campo-mindoro_s	locus444	0.0	0.0
masbate-panay_ne	locus444	0.0	0.0
negros-panay_sw	locus444	0.0	0.0
caluya-camiguin_sur	locus445	0.0	0.0
lubang-mindoro_n	locus445	0.0	0.0
maestre_de_campo-mindoro_s	locus445	0.0	0.0
masbate-panay_ne	locus445	0.0	0.0
negros-panay_sw	locus445	0.0	0.0
caluya-camiguin_sur	locus446	0.0	0.0
lubang-mindoro_n	locus446	0.0	0.0
maestre_de_campo-mindoro_s	locus446	0.0	0.0
masbate-panay_ne	locus446	0.0	0.0
negros-panay_sw	locus446	0.0	0.0
caluya-camiguin_sur	locus447	0.0	0.0
lubang-mindoro_n	locus447	0.00574712643678	0.0
maestre_de_campo-mindoro_s	locus447	0.0	0.0
masbate-panay_ne	locus447	0.0	0.0
negros-panay_sw	locus447	0.0	0.0
caluya-camiguin_sur	locus448	0.0	0.0
lubang-mindoro_n	locus448	0.0	0.0
maestre_de_campo-mindoro_s	locus448	0.0	0.0
masbate-panay_ne	locus448	0.0	0.0
negros-panay_sw	locus448	0.0	0.0
caluya-camiguin_sur	locus449	0.0	0.0
lubang-mindoro_n	locus449	0.0	0.0
maestre_de_campo-mindoro_s	locus449	0.0	0.0
masbate-panay_ne	locus449	0.0	0.0
negros-panay_sw	locus449	0.0	0.0
caluya-camiguin_sur	locus450	0.0	0.0120481927711
lubang-mindoro_n	locus450	0.0	0.0
maestre_de_campo-mindoro_s	locus450	0.0	0.0
masbate-panay_ne	locus450	0.0	0.0
negros-panay_sw	locus450	0.00803212851406	0.00481927710843
caluya-camiguin_sur	locus451	0.0	0.0
lubang-mindoro_n	locus451	0.0	0.0
maestre_de_campo-mindoro_s	locus451	0.0	0.0
masbate-panay_ne	locus451	0.0	0.0
negros-panay_sw	locus451	0.0	0.0
caluya-camiguin_sur	locus452	0.0	0.0
lubang-mindoro_n	locus452	0.0	0.0
maestre_de_campo-mindoro_s	locus452	0.0	0.0
masbate-panay_ne	locus452	0.0	0.0
negros-panay_sw	locus452	0.0	0.0
caluya-camiguin_sur	locus453	0.0	0.0
lubang-mindoro_n	locus453	0.0	0.0
maestre_de_campo-mindoro_s	locus453	0.0	0.0
masbate-panay_ne	locus453	0.0	0.0
negros-panay_sw	locus453	0.0	0.0
caluya-camiguin_sur	locus454	0.0	0.0
lubang-mindoro_n	locus454	0.0	0.0151515151515
maestre_de_campo-mindoro_s	locus454	0.0	0.0
masbate-panay_ne	locus454	0.0	0.0
negros-panay_sw	locus454	0.0	0.0
caluya-camiguin_sur	locus455	0.0	0.0
lubang-mindoro_n	locus455	0.0	0.0
maestre_de_campo-mindoro_s	locus455	0.0	0.0
masbate-panay_ne	locus455	0.0	0.0
negros-panay_sw	locus455	0.0	0.0
caluya-camiguin_sur	locus456	0.0	0.0
lubang-mindoro_n	locus456	0.0	0.0
maestre_de_campo-mindoro_s	locus456	0.0	0.0
masbate-panay_ne	locus456	0.0	0.0
negros-panay_sw	locus456	0.0	0.0
caluya-camiguin_sur	locus457	0.0	0.0
lubang-mindoro_n	locus457	0.0	0.0
maestre_de_campo-mindoro_s	locus457	0.0	0.0
masbate-panay_ne	locus457	0.0	0.0
negros-panay_sw	locus457	0.0	0.0
caluya-camiguin_sur	locus458	0.0	0.0
lubang-mindoro_n	locus458	0.0	0.0
maestre_de_campo-mindoro_s	locus458	0.0	0.0
masbate-panay_ne	locus458	0.0	0.0
negros-panay_sw	locus458	0.0	0.00470588235294
caluya-camiguin_sur	locus459	0.0	0.0
lubang-mindoro_n	locus459	0.0	0.0
maestre_de_campo-mindoro_s	locus459	0.0	0.0
masbate-panay_ne	locus459	0.0	0.0
negros-panay_sw	locus459	0.0	0.0
caluya-camiguin_sur	locus460	0.0	0.0
lubang-mindoro_n	locus460	0.0	0.0
maestre_de_campo-mindoro_s	locus460	0.0	0.0
masbate-panay_ne	locus460	0.0	0.0
negros-panay_sw	locus460	0.0	0.0
caluya-camiguin_sur	locus461	0.0	0.0
lubang-mindoro_n	locus461	0.0	0.0
maestre_de_campo-mindoro_s	locus461	0.0	0.0
masbate-panay_ne	locus461	0.0	0.0
negros-panay_sw	locus461	0.0	0.0
caluya-camiguin_sur	locus462	0.0	0.0
lubang-mindoro_n	locus462	0.0	0.0
maestre_de_campo-mindoro_s	locus462	0.0	0.0
masbate-panay_ne	locus462	0.0	0.0
negros-panay_sw	locus462	0.0	0.0
caluya-camiguin_sur	locus463	0.0	0.0
lubang-mindoro_n	locus463	0.0	0.0
maestre_de_campo-mindoro_s	locus463	0.0	0.0
masbate-panay_ne	locus463	0.0	0.0
negros-panay_sw	locus463	0.0	0.0
caluya-camiguin_sur	locus464	0.0	0.0
lubang-mindoro_n	locus464	0.0	0.0
maestre_de_campo-mindoro_s	locus464	0.0	0.0
masbate-panay_ne	locus464	0.0	0.0
negros-panay_sw	locus464	0.0	0.0
caluya-camiguin_sur	locus465	0.0	0.0
lubang-mindoro_n	locus465	0.0	0.0
maestre_de_campo-mindoro_s	locus465	0.0	0.0
masbate-panay_ne	locus465	0.0	0.0
negros-panay_sw	locus465	0.0	0.0
caluya-camiguin_sur	locus466	0.0	0.0
lubang-mindoro_n	locus466	0.0	0.0
maestre_de_campo-mindoro_s	locus466	0.0	0.0
masbate-panay_ne	locus466	0.0	0.0
negros-panay_sw	locus466	0.0	0.0
caluya-camiguin_sur	locus467	0.0	0.0
lubang-mindoro_n	locus467	0.0	0.0
maestre_de_campo-mindoro_s	locus467	0.0	0.0
masbate-panay_ne	locus467	0.0	0.0
negros-panay_sw	locus467	0.0	0.0
caluya-camiguin_sur	locus468	0.0	0.0
lubang-mindoro_n	locus468	0.0	0.0
maestre_de_campo-mindoro_s	locus468	0.0	0.0
masbate-panay_ne	locus468	0.0	0.00568181818182
negros-panay_sw	locus468	0.0	0.0
caluya-camiguin_sur	locus469	0.0	0.0
lubang-mindoro_n	locus469	0.0	0.0
maestre_de_campo-mindoro_s	locus469	0.0	0.0
masbate-panay_ne	locus469	0.0	0.0
negros-panay_sw	locus469	0.0	0.0
caluya-camiguin_sur	locus470	0.0	0.0
lubang-mindoro_n	locus470	0.0	0.0
maestre_de_campo-mindoro_s	locus470	0.0	0.0
masbate-panay_ne	locus470	0.0	0.0
negros-panay_sw	locus470	0.0	0.0
caluya-camiguin_sur	locus471	0.0	0.0
lubang-mindoro_n	locus471	0.0	0.0
maestre_de_campo-mindoro_s	locus471	0.0	0.0
masbate-panay_ne	locus471	0.0	0.0
