catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	extract	date	source
KU	305780	CDS	1900	Hemidactylus	frenatus	Philippines	Leyte	False	2006-06-20	ku_gekkonid_tissues.txt
KU	305781	CDS	1901	Hemidactylus	frenatus	Philippines	Leyte	False	2006-06-20	ku_gekkonid_tissues.txt
KU	308814	ELR	1279	Cyrtodactylus	philippinicus	Philippines	Dayog/Luzon	True	2007-03-18	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
		GVAG	257	Cyrtodactylus	philippinicus	Philippines	Sibalom	True		gekkonid_lab_work.txt
KU	328443	DSM	701	Hemidactylus	frenatus	Thailand		False	2003-07-11	ku_gekkonid_tissues.txt
KU	304832	RMB	5953	Gekko	crombota	Philippines	Babuyan claro	False	2006-03-13	ku_gekkonid_tissues.txt
KU	328831	RMB	13772	Hemidactylus	frenatus	Philippines	Luzon	False	2011-01-08	ku_gekkonid_tissues.txt
KU	307058	RMB	6403	Gekko	sp.	Philippines	Panay	False	2006-09-23	ku_gekkonid_tissues.txt
KU	314818	RMB	10259	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-15	ku_gekkonid_tissues.txt
KU	323184	RMB	10705	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-06-22	ku_gekkonid_tissues.txt
KU	305566	CDS	1834	Cyrtodactylus	agusanensis/sumuroi	Philippines	Samar	True	2006-06-16	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	218369	LAC	2569	Phyllodactylus	reissii	Ecuador		False	1990-04-05	ku_gekkonid_tissues.txt
KU	306614	RMB	6628	Cyrtodactylus	philippinicus	Philippines	Mindoro	False	2006-10-24	ku_gekkonid_tissues.txt
KU	310103	RMB	8445	Cyrtodactylus	mamanwa	Philippines	Dinagat	False	2007-08-04	ku_gekkonid_tissues.txt
KU	310102	RMB	8444	Cyrtodactylus	mamanwa	Philippines	Dinagat	False	2007-08-04	ku_gekkonid_tissues.txt
KU	326434	ACD	903	Pseudogekko	compressicorpus	Philippines	Luzon	False	1999-03-11	ku_gekkonid_tissues.txt
KU	320054	RMB	10570	Gekko	mindorensis	Philippines	Luzon	False	2008-07-25	ku_gekkonid_tissues.txt
		LG	6813	Gekko	gecko	West malaysia	Kedah	True		gekkonid_lab_work.txt
KU	305847	CWL	132	Hemidactylus	frenatus	Philippines	Samar	False	2006-06-15	ku_gekkonid_tissues.txt
KU	302759	CDS	641	Hemidactylus	frenatus	Philippines	Semirara	False	2000-11-16	ku_gekkonid_tissues.txt
KU	302555	CDS	640	Cosymbotus	platyurus	Philippines	Semirara	False	2000-11-16	ku_gekkonid_tissues.txt
KU	302682	CDS	643	Gekko	cf. mindorensis	Philippines	Semirara	False	2000-11-14	ku_gekkonid_tissues.txt
KU	302760	CDS	642	Hemidactylus	frenatus	Philippines	Semirara	False	2000-11-16	ku_gekkonid_tissues.txt
KU	307318	RMB	7040	Hemidactylus	frenatus	Solomon islands		False	2006-07-28	ku_gekkonid_tissues.txt
KU	314836	RMB	9223	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-11	ku_gekkonid_tissues.txt
KU	324411	CDS	4841	Hemidactylus	frenatus	Philippines	Bohol	False	2009-08-05	ku_gekkonid_tissues.txt
KU	328399	DSM	721	Gehyra	mutilata	Thailand		False	2003-07-22	ku_gekkonid_tissues.txt
KU	303847	RMB	5570	Cyrtodactylus	philippinicus	Philippines	Lubang	False	2005-12-14	ku_gekkonid_tissues.txt
		RMB	4003	Cyrtodactylus	philippinicus	Philippines	Bulusan	True		gekkonid_lab_work.txt
KU	310798	CDS	2844	Cyrtodactylus	agusanensis/sumuroi	Philippines	Taft/Samar	True	2007-10-17	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303889	ELR	556	Cyrtodactylus	philippinicus	Philippines	Mindoro	False	2006-02-19	ku_gekkonid_tissues.txt
KU	303887	ELR	554	Cyrtodactylus	philippinicus	Philippines	Mindoro	False	2006-02-19	ku_gekkonid_tissues.txt
KU	303888	ELR	555	Cyrtodactylus	philippinicus	Philippines	Mindoro	False	2006-02-19	ku_gekkonid_tissues.txt
KU	311497	KU-FS	17	Gekko	chinensis	China		False	2005-04-11	ku_gekkonid_tissues.txt
KU	311496	KU-FS	16	Gekko	chinensis	China		False	2005-04-11	ku_gekkonid_tissues.txt
KU	311495	KU-FS	15	Gekko	chinensis	China		False	2005-04-11	ku_gekkonid_tissues.txt
KU	311494	KU-FS	14	Gekko	chinensis	China		False	2005-04-11	ku_gekkonid_tissues.txt
KU	311493	KU-FS	13	Gekko	chinensis	China		False	2005-04-11	ku_gekkonid_tissues.txt
KU	309282	RMB	7590	Gekko	palawanensis	Philippines	Palawan	False	2007-03-18	ku_gekkonid_tissues.txt
KU	330799	CDS	5824	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-05-11	ku_gekkonid_tissues.txt
KU	314793	RMB	9086	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-07	ku_gekkonid_tissues.txt
KU	314794	RMB	9087	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-07	ku_gekkonid_tissues.txt
KU	314832	RMB	9084	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-07	ku_gekkonid_tissues.txt
KU	314792	RMB	9085	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-07	ku_gekkonid_tissues.txt
KU	311213	CDS	3463	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-09	ku_gekkonid_tissues.txt
KU	311212	CDS	3462	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-09	ku_gekkonid_tissues.txt
KU	314949	RMB	9080	Gehyra	mutilata	Philippines	Mindanao	False	2008-07-08	ku_gekkonid_tissues.txt
KU	314950	RMB	9081	Gehyra	mutilata	Philippines	Mindanao	False	2008-07-08	ku_gekkonid_tissues.txt
KU	314795	RMB	9088	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-07	ku_gekkonid_tissues.txt
KU	314796	RMB	9089	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-07	ku_gekkonid_tissues.txt
KU	328822	RMB	13659	Gekko	mindorensis	Philippines	Luzon	False	2011-01-02	ku_gekkonid_tissues.txt
KU	328821	RMB	13658	Gekko	mindorensis	Philippines	Luzon	False	2011-01-02	ku_gekkonid_tissues.txt
KU	314007	RMB	9532	Lepidodactylus	balioburius	Philippines	Batan	False	2008-05-31	ku_gekkonid_tissues.txt
KU	314008	RMB	9533	Lepidodactylus	balioburius	Philippines	Batan	False	2008-05-31	ku_gekkonid_tissues.txt
KU	314005	RMB	9530	Lepidodactylus	balioburius	Philippines	Batan	False	2008-05-31	ku_gekkonid_tissues.txt
KU	314006	RMB	9531	Lepidodactylus	balioburius	Philippines	Batan	False	2008-05-31	ku_gekkonid_tissues.txt
KU	328801	RMB	13653	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-01-02	ku_gekkonid_tissues.txt
KU	328800	RMB	13652	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-01-02	ku_gekkonid_tissues.txt
KU	328799	RMB	13651	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-01-02	ku_gekkonid_tissues.txt
KU	328820	RMB	13657	Gekko	mindorensis	Philippines	Luzon	False	2011-01-02	ku_gekkonid_tissues.txt
KU	328819	RMB	13656	Gekko	mindorensis	Philippines	Luzon	False	2011-01-02	ku_gekkonid_tissues.txt
KU	313976	RMB	9538	Gekko	porosus	Philippines	Batan	False	2008-06-01	ku_gekkonid_tissues.txt
KU	313994	RMB	9539	Hemidactylus	frenatus	Philippines	Batan	False	2008-06-01	ku_gekkonid_tissues.txt
KU	311174	CDS	3261	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	311173	CDS	3260	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	309341	CDS	3263	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	311175	CDS	3262	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	311177	CDS	3265	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	311176	CDS	3264	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	311179	CDS	3267	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	311178	CDS	3266	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	303959	ELR	394	Gekko	mindorensis	Philippines	Mindoro	True	2006-02-15	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303877	ELR	395	Gekko	mindorensis	Philippines	Mindoro	False	2006-02-15	ku_gekkonid_tissues.txt
KU	309048	RMB	7460	Gekko	palawanensis	Philippines	Palawan	False	2007-03-14	ku_gekkonid_tissues.txt
KU	323192	RMB	12837	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-06-13	ku_gekkonid_tissues.txt
KU	303956	ELR	390	Gekko	mindorensis	Philippines	Mindoro	True	2006-02-15	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303957	ELR	391	Gekko	mindorensis	Philippines	Mindoro	False	2006-02-15	ku_gekkonid_tissues.txt
KU	303958	ELR	393	Gekko	mindorensis	Philippines	Mindoro	False	2006-02-15	ku_gekkonid_tissues.txt
KU	330777	CDS	6039	Gekko	mindorensis	Philippines	Luzon	False	2011-05-16	ku_gekkonid_tissues.txt
KU	330776	CDS	6038	Gekko	mindorensis	Philippines	Luzon	False	2011-05-16	ku_gekkonid_tissues.txt
KU	330775	CDS	6037	Gekko	mindorensis	Philippines	Luzon	False	2011-05-16	ku_gekkonid_tissues.txt
KU	324371	CDS	4660	Cyrtodactylus	annulatus	Philippines	Bohol	False	2009-08-02	ku_gekkonid_tissues.txt
KU	328936	ACD	6196	Cyrtodactylus	philippinicus	Philippines	Luzon	False		ku_gekkonid_tissues.txt
KU	326520	RMB	8931	Cyrtodactylus	sp	Philippines	Leyte	False	2008-04-16	ku_gekkonid_tissues.txt
KU	326242	RMB	8930	Pseudogekko	compressicorpus	Philippines	Polillo	False	2008-04-06	ku_gekkonid_tissues.txt
KU	326522	RMB	8933	Cyrtodactylus	sp	Philippines	Leyte	False	2008-04-16	ku_gekkonid_tissues.txt
KU	326521	RMB	8932	Cyrtodactylus	sp	Philippines	Leyte	False	2008-04-16	ku_gekkonid_tissues.txt
KU	326524	RMB	8935	Cyrtodactylus	sp	Philippines	Leyte	False	2008-04-16	ku_gekkonid_tissues.txt
KU	324399	CDS	4662	Hemidactylus	frenatus	Philippines	Bohol	False	2009-08-02	ku_gekkonid_tissues.txt
KU	304638	RMB	5758	Gekko	sp.	Philippines	Camiguin norte	False	2006-03-07	ku_gekkonid_tissues.txt
KU	326525	RMB	8936	Cyrtodactylus	sp	Philippines	Leyte	False	2008-04-16	ku_gekkonid_tissues.txt
KU	304636	RMB	5756	Cyrtodactylus	philippinicus	Philippines	Camiguin norte	False	2006-03-07	ku_gekkonid_tissues.txt
KU	304637	RMB	5757	Cyrtodactylus	philippinicus	Philippines	Camiguin norte	False	2006-03-07	ku_gekkonid_tissues.txt
KU	304634	RMB	5754	Cyrtodactylus	philippinicus	Philippines	Camiguin norte	False	2006-03-07	ku_gekkonid_tissues.txt
KU	304635	RMB	5755	Cyrtodactylus	philippinicus	Philippines	Camiguin norte	False	2006-03-07	ku_gekkonid_tissues.txt
KU	304632	RMB	5752	Cyrtodactylus	philippinicus	Philippines	Camiguin norte	True	2006-03-07	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304633	RMB	5753	Cyrtodactylus	philippinicus	Philippines	Camiguin norte	False	2006-03-07	ku_gekkonid_tissues.txt
KU	328809	RMB	13721	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-01-05	ku_gekkonid_tissues.txt
KU	304631	RMB	5751	Cyrtodactylus	philippinicus	Philippines	Camiguin norte	False	2006-03-07	ku_gekkonid_tissues.txt
KU	305802	CDS	2110	Hemidactylus	frenatus	Philippines	Luzon	False	2006-07-06	ku_gekkonid_tissues.txt
KU	330796	CDS	5727	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-05-10	ku_gekkonid_tissues.txt
KU	331667	CDS	5724	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-05-09	ku_gekkonid_tissues.txt
KU	320014	ACD	3918	Cyrtodactylus	agusanensis	Philippines	Mindanao	False	2008-10-26	ku_gekkonid_tissues.txt
KU	322281	RMB	12528	Hemidactylus	frenatus	Philippines	Luzon	False	2009-06-05	ku_gekkonid_tissues.txt
KU	322282	RMB	12529	Hemidactylus	frenatus	Philippines	Luzon	False	2009-06-05	ku_gekkonid_tissues.txt
KU	322278	RMB	12526	Hemidactylus	platyurus	Philippines	Luzon	False	2009-06-05	ku_gekkonid_tissues.txt
KU	322280	RMB	12527	Hemidactylus	frenatus	Philippines	Luzon	False	2009-06-05	ku_gekkonid_tissues.txt
KU	322295	RMB	12524	Gekko	mindorensis	Philippines	Luzon	False	2009-06-06	ku_gekkonid_tissues.txt
KU	323919	RMB	12525	Lepidodactylus	cf. planicaudus	Philippines	Luzon	False	2009-07-06	ku_gekkonid_tissues.txt
KU	330793	CDS	5584	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-05-07	ku_gekkonid_tissues.txt
KU	330791	CDS	5582	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-05-07	ku_gekkonid_tissues.txt
KU	330792	CDS	5583	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-05-07	ku_gekkonid_tissues.txt
KU	330789	CDS	5580	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-05-07	ku_gekkonid_tissues.txt
KU	330790	CDS	5581	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-05-07	ku_gekkonid_tissues.txt
KU	328395	DSM	1134	Gehyra	mutilata	Thailand		False	2005-01-26	ku_gekkonid_tissues.txt
KU	328394	DSM	1133	Gehyra	mutilata	Thailand		False	2005-01-26	ku_gekkonid_tissues.txt
KU	303926	RMB	5369	Gekko	mindorensis	Philippines	Lubang	False	2005-12-08	ku_gekkonid_tissues.txt
KU	303925	RMB	5368	Gekko	mindorensis	Philippines	Lubang	False	2005-12-08	ku_gekkonid_tissues.txt
KU	303924	RMB	5367	Gekko	mindorensis	Philippines	Lubang	False	2005-12-08	ku_gekkonid_tissues.txt
KU	303840	RMB	5366	Cyrtodactylus	philippinicus	Philippines	Lubang	False	2005-12-08	ku_gekkonid_tissues.txt
KU	302648	CDS	1005	Cyrtodactylus	philippinicus	Philippines	Polillo	True	2001-03-01	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303838	RMB	5364	Cyrtodactylus	philippinicus	Philippines	Lubang	False	2005-12-08	ku_gekkonid_tissues.txt
KU	302647	CDS	1003	Cyrtodactylus	philippinicus	Philippines	Polillo	False	2001-03-01	ku_gekkonid_tissues.txt
KU	302646	CDS	1002	Cyrtodactylus	philippinicus	Philippines	Polillo	False	2001-03-01	ku_gekkonid_tissues.txt
KU	303835	RMB	5361	Cyrtodactylus	philippinicus	Philippines	Lubang	False	2005-12-08	ku_gekkonid_tissues.txt
KU	303834	RMB	5360	Cyrtodactylus	philippinicus	Philippines	Lubang	False	2005-12-08	ku_gekkonid_tissues.txt
KU	320010	ACD	4080	Cyrtodactylus	annulatus	Philippines	Mindanao	False	2008-10-31	ku_gekkonid_tissues.txt
KU	320011	ACD	4081	Cyrtodactylus	annulatus	Philippines	Mindanao	False	2008-10-31	ku_gekkonid_tissues.txt
KU	320012	ACD	4083	Cyrtodactylus	annulatus	Philippines	Mindanao	False	2008-10-31	ku_gekkonid_tissues.txt
		CDS	14	Cyrtodactylus	sp	Philippines	Zambales	True		gekkonid_lab_work.txt
KU	307031	RMB	6345	Gekko	sp.	Philippines	Dalupiri	False	2006-09-10	ku_gekkonid_tissues.txt
KU	289758	EBG	203	Phyllodactylus	tuberculosus	El salvador		False	2000-07-08	ku_gekkonid_tissues.txt
KU	302686	CDS	102	Gekko	cf. mindorensis/cf monarchus	Philippines	Camiguin sur/Camiguin	True	2000-10-05	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302653	CDS	103	Gehyra	mutilata	Philippines	Camiguin sur	False	2000-10-05	ku_gekkonid_tissues.txt
KU	302684	CDS	100	Gekko	cf. mindorensis/cf monarchus	Philippines	Camiguin sur/Camiguin	True	2000-10-05	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302685	CDS	101	Gekko	cf. mindorensis/cf monarchus	Philippines	Camiguin sur/Camiguin	True	2000-10-05	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302654	CDS	104	Gehyra	mutilata	Philippines	Camiguin sur	False	2000-10-05	ku_gekkonid_tissues.txt
KU	324380	CDS	4072	Gekko	gecko	Philippines	Luzon	False	2009-06-07	ku_gekkonid_tissues.txt
KU	327770	RMB	3269	Pseudogekko	brevipes	Philippines	Negros	False	2001-04-07	ku_gekkonid_tissues.txt
KU	304846	RMB	5967	Luperosaurus	macgregori	Philippines	Babuyan claro	False	2006-03-14	ku_gekkonid_tissues.txt
KU	304845	RMB	5966	Gekko	crombota	Philippines	Babuyan claro	False	2006-03-14	ku_gekkonid_tissues.txt
		RMB	1672	Cyrtodactylus	jellesme	Indonesia	Sulawesi	True		gekkonid_lab_work.txt
KU	304848	RMB	5969	Gekko	crombota	Philippines	Babuyan claro	False	2006-03-14	ku_gekkonid_tissues.txt
KU	304847	RMB	5968	Gekko	crombota	Philippines	Babuyan claro	False	2006-03-14	ku_gekkonid_tissues.txt
KU	302800	CDS	818	Hemidactylus	frenatus	Philippines	Tablas	False	2001-01-31	ku_gekkonid_tissues.txt
KU	302662	CDS	819	Gehyra	mutilata	Philippines	Tablas	False	2001-01-31	ku_gekkonid_tissues.txt
KU	302599	CDS	816	Cosymbotus	platyurus	Philippines	Tablas	False	2001-01-31	ku_gekkonid_tissues.txt
KU	302600	CDS	817	Cosymbotus	platyurus	Philippines	Tablas	False	2001-01-31	ku_gekkonid_tissues.txt
KU	328810	RMB	13762	Gekko	gecko	Philippines	Luzon	False	2011-01-08	ku_gekkonid_tissues.txt
KU	326438	ACD	1523	Pseudogekko	compressicorpus	Philippines	Leyte	False		ku_gekkonid_tissues.txt
KU	307647	RMB	6320	Pseudogekko	smaragdinus	Philippines	Polillo	False	2006-07-24	ku_gekkonid_tissues.txt
KU	320392	CDS	3868	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320387	CDS	3863	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320386	CDS	3862	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320385	CDS	3861	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	327720	ACD	2588	Lepidodactylus	lugubris	Philippines	Luzon	False	2005-05-14	ku_gekkonid_tissues.txt
KU	320391	CDS	3867	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320390	CDS	3866	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320389	CDS	3865	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	305741	CDS	1736	Gehyra	mutilata	Philippines	Negros	False	2006-06-08	ku_gekkonid_tissues.txt
KU	328812	RMB	13764	Gekko	gecko	Philippines	Luzon	False	2011-01-08	ku_gekkonid_tissues.txt
KU	302668	CDS	1229	Gekko	mindorensis	Philippines	Mindoro	True	2001-03-11	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302667	CDS	1228	Gekko	mindorensis	Philippines	Mindoro	True	2001-03-11	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	305791	CDS	1911	Hemidactylus	frenatus	Philippines	Leyte	False	2006-06-20	ku_gekkonid_tissues.txt
KU	305790	CDS	1910	Hemidactylus	frenatus	Philippines	Leyte	False	2006-06-20	ku_gekkonid_tissues.txt
KU	305793	CDS	1913	Hemidactylus	frenatus	Philippines	Leyte	False	2006-06-20	ku_gekkonid_tissues.txt
KU	305792	CDS	1912	Hemidactylus	frenatus	Philippines	Leyte	False	2006-06-20	ku_gekkonid_tissues.txt
KU	305795	CDS	1915	Hemidactylus	frenatus	Philippines	Leyte	False	2006-06-20	ku_gekkonid_tissues.txt
KU	305794	CDS	1914	Hemidactylus	frenatus	Philippines	Leyte	False	2006-06-20	ku_gekkonid_tissues.txt
KU	305796	CDS	1916	Hemidactylus	frenatus	Philippines	Leyte	False	2006-06-20	ku_gekkonid_tissues.txt
KU	305523	CDS	2097	Cosymbotus	platyurus	Philippines	Luzon	False	2006-07-05	ku_gekkonid_tissues.txt
KU	326518	RMB	8870	Cyrtodactylus	philippinicus	Philippines	Polillo	False	2008-04-06	ku_gekkonid_tissues.txt
KU	328827	RMB	13605	Gehyra	mutilata	Philippines	Luzon	False	2010-12-26	ku_gekkonid_tissues.txt
KU	328829	RMB	13606	Hemidactylus	frenatus	Philippines	Luzon	False	2010-12-26	ku_gekkonid_tissues.txt
KU	329343	RMB	13860	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-06-07	ku_gekkonid_tissues.txt
KU	314819	RMB	10260	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-15	ku_gekkonid_tissues.txt
KU	314821	RMB	10267	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-16	ku_gekkonid_tissues.txt
KU	314820	RMB	10266	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-16	ku_gekkonid_tissues.txt
KU	307061	RMB	6430	Gekko	sp.	Philippines	Panay	True	2006-09-30	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	307062	RMB	6431	Gekko	sp.	Philippines	Panay	False	2006-09-30	ku_gekkonid_tissues.txt
KU	305846	CDS	1825	Hemidactylus	frenatus	Philippines	Samar	False	2006-06-16	ku_gekkonid_tissues.txt
KU	305845	CDS	1824	Hemidactylus	frenatus	Philippines	Samar	False	2006-06-16	ku_gekkonid_tissues.txt
		LSUHC	4413	Gekko	monarchus	Malaysia	Pahang	True		gekkonid_lab_work.txt
KU	309335	RMB	3118	Gekko	athymus	Philippines	Palawan	False	2007-04-01	ku_gekkonid_tissues.txt
KU	310101	RMB	8436	Cyrtodactylus	mamanwa	Philippines	Dinagat	False	2007-08-03	ku_gekkonid_tissues.txt
KU	326437	RMB	4365	Pseudogekko	compressicorpus	Philippines	Leyte	False	1999-06-28	ku_gekkonid_tissues.txt
KU	304152	CDS	498	Gekko	gecko	Philippines	Masbate	False	2005-01-21	ku_gekkonid_tissues.txt
KU	302704	CDS	499	Gekko	gecko	Philippines	Masbate	False	2001-01-20	ku_gekkonid_tissues.txt
KU	302798	CDS	494	Hemidactylus	frenatus	Philippines	Masbate	False	2001-01-20	ku_gekkonid_tissues.txt
KU	302799	CDS	495	Hemidactylus	frenatus	Philippines	Masbate	False	2001-01-20	ku_gekkonid_tissues.txt
KU	302816	CDS	496	Lepidodactylus	lugubris	Philippines	Masbate	False	2001-01-20	ku_gekkonid_tissues.txt
KU	302658	CDS	497	Gehyra	mutilata	Philippines	Masbate	False	2001-01-20	ku_gekkonid_tissues.txt
KU	302797	CDS	493	Hemidactylus	frenatus	Philippines	Masbate	False	2001-01-20	ku_gekkonid_tissues.txt
KU	304937	RMB	6058	Gekko	rossi	Philippines	Calayan	False	2006-03-21	ku_gekkonid_tissues.txt
KU	304938	RMB	6059	Gekko	sp. 2	Philippines	Calayan	False	2006-03-21	ku_gekkonid_tissues.txt
		LG	4062	Cyrtodactylus	consobrinus	Emalaysia		True		gekkonid_lab_work.txt
KU	306870	RMB	6502	Gekko	gecko	Philippines	Panay	False	2006-10-08	ku_gekkonid_tissues.txt
KU	304931	RMB	6052	Gekko	rossi	Philippines	Calayan	False	2006-03-21	ku_gekkonid_tissues.txt
KU	304934	RMB	6055	Gekko	rossi	Philippines	Calayan	False	2006-03-21	ku_gekkonid_tissues.txt
KU	304935	RMB	6056	Gekko	sp. 2	Philippines	Calayan	False	2006-03-21	ku_gekkonid_tissues.txt
KU	304936	RMB	6057	Gekko	rossi	Philippines	Calayan	False	2006-03-21	ku_gekkonid_tissues.txt
KU	303846	RMB	5569	Cyrtodactylus	philippinicus	Philippines	Lubang	False	2005-12-14	ku_gekkonid_tissues.txt
KU	303951	RMB	5568	Gekko	cf monarchus/mindorensis	Philippines	Lubang	True	2005-12-14	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	309338	CDS	3186	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-02	ku_gekkonid_tissues.txt
KU	311141	CDS	3187	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-02	ku_gekkonid_tissues.txt
KU	311138	CDS	3180	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-01	ku_gekkonid_tissues.txt
KU	309337	CDS	3181	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-01	ku_gekkonid_tissues.txt
KU	313827	RMB	9899	Hemidactylus	frenatus	Philippines	Luzon	False	2008-07-01	ku_gekkonid_tissues.txt
KU	313826	RMB	9898	Hemidactylus	frenatus	Philippines	Luzon	False	2008-07-01	ku_gekkonid_tissues.txt
KU	303946	RMB	5563	Gekko	mindorensis	Philippines	Lubang	False	2005-12-14	ku_gekkonid_tissues.txt
KU	303948	RMB	5565	Gekko	mindorensis	Philippines	Lubang	False	2005-12-14	ku_gekkonid_tissues.txt
KU	311142	CDS	3189	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-02	ku_gekkonid_tissues.txt
KU	303950	RMB	5567	Gekko	mindorensis	Philippines	Lubang	False	2005-12-14	ku_gekkonid_tissues.txt
KU	303949	RMB	5566	Gekko	mindorensis	Philippines	Lubang	False	2005-12-14	ku_gekkonid_tissues.txt
		RMB	3974	Cyrtodactylus	philippinicus	Philippines	Bulusan	True		gekkonid_lab_work.txt
KU	311401	ELR	1500	Gekko	athymus	Philippines	Palawan	False	2007-06-23	ku_gekkonid_tissues.txt
KU	320050	RMB	10527	Gekko	mindorensis	Philippines	Luzon	False	2008-07-23	ku_gekkonid_tissues.txt
KU	309281	RMB	7589	Gekko	palawanensis	Philippines	Palawan	False	2007-03-18	ku_gekkonid_tissues.txt
KU	309468	RMB	7588	Gekko	palawanensis	Philippines	Palawan	False	2007-03-18	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	327071	ACD	1858	Cyrtodactylus	philippinicus	Philippines	Luzon	True	2005-02-08	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	308256	ACD	1857	Cyrtodactylus	philippinicus	Philippines	Luzon	True	2007-07-00	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	314004	RMB	9529	Lepidodactylus	balioburius	Philippines	Batan	False	2008-05-31	ku_gekkonid_tissues.txt
KU	314003	RMB	9528	Lepidodactylus	balioburius	Philippines	Batan	False	2008-05-31	ku_gekkonid_tissues.txt
KU	302755	CDS	620	Hemidactylus	frenatus	Philippines	Semirara	False	2000-11-14	ku_gekkonid_tissues.txt
KU	314000	RMB	9525	Lepidodactylus	balioburius	Philippines	Batan	False	2008-05-30	ku_gekkonid_tissues.txt
KU	313975	RMB	9524	Gekko	porosus	Philippines	Batan	False	2008-05-30	ku_gekkonid_tissues.txt
