catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	extract	date	source
KU	304606	RMB	5726	Gekko	sp.	Philippines	Camiguin norte	True	2006-03-06	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304605	RMB	5725	Gekko	sp.	Philippines	Camiguin norte	False	2006-03-06	ku_gekkonid_tissues.txt
KU	304604	RMB	5724	Cyrtodactylus	philippinicus	Philippines	Camiguin norte	False	2006-03-06	ku_gekkonid_tissues.txt
KU	304603	RMB	5723	Lepidodactylus	cf. balioburius	Philippines	Camiguin norte	False	2006-03-06	ku_gekkonid_tissues.txt
KU	304609	RMB	5729	Gekko	sp.	Philippines	Camiguin norte	False	2006-03-06	ku_gekkonid_tissues.txt
KU	304608	RMB	5728	Gekko	sp.	Philippines	Camiguin norte	False	2006-03-06	ku_gekkonid_tissues.txt
		ACD	1295	Gekko	palawanensis	Philippines	Palawan	True		gekkonid_lab_work.txt
KU	304002	RMB	5658	Pseudogekko	smaragdinus	Philippines	Polillo	False	2005-12-20	ku_gekkonid_tissues.txt
KU	322279	RMB	12579	Hemidactylus	platyurus	Philippines	Luzon	False	2009-06-07	ku_gekkonid_tissues.txt
KU	322254	RMB	12578	Gehyra	mutilata	Philippines	Luzon	False	2009-06-07	ku_gekkonid_tissues.txt
KU	303899	RMB	5654	Cyrtodactylus	philippinicus	Philippines	Polillo	False	2005-12-20	ku_gekkonid_tissues.txt
		RMB	943	Cyrtodactylus	philippinicus	Philippines	Luzon	True		gekkonid_lab_work.txt
		RMB	942	Cyrtodactylus	philippinicus	Philippines	Luzon	True		gekkonid_lab_work.txt
KU	305766	CDS	2015	Hemidactylus	frenatus	Philippines	Dinagat	False	2006-06-25	ku_gekkonid_tissues.txt
KU	305510	CDS	2017	Cosymbotus	platyurus	Philippines	Dinagat	False	2006-06-25	ku_gekkonid_tissues.txt
KU	305509	CDS	2016	Cosymbotus	platyurus	Philippines	Dinagat	False	2006-06-25	ku_gekkonid_tissues.txt
KU	313811	RMB	9613	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2008-06-21	ku_gekkonid_tissues.txt
KU	313812	RMB	9614	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2008-06-21	ku_gekkonid_tissues.txt
KU	304833	RMB	5954	Gekko	crombota	Philippines	Babuyan claro	False	2006-03-13	ku_gekkonid_tissues.txt
KU	302806	CDS	225	Hemidactylus	frenatus	Philippines	Panay	False	2000-10-18	ku_gekkonid_tissues.txt
KU	324379	CDS	4408	Cyrtodactylus	philippinicus	Philippines	Negros	False	2009-07-24	ku_gekkonid_tissues.txt
KU	314959	RMB	10507	Gehyra	mutilata	Philippines	Mindanao	False	2008-07-18	ku_gekkonid_tissues.txt
KU	304835	RMB	5956	Luperosaurus	macgregori	Philippines	Babuyan claro	False	2006-03-13	ku_gekkonid_tissues.txt
KU	302810	CDS	1120	Hemidactylus	frenatus	Philippines	Polillo	False	2001-03-02	ku_gekkonid_tissues.txt
KU	302777	CDS	1677	Hemidactylus	frenatus	Philippines	Panay	False	2001-11-29	ku_gekkonid_tissues.txt
KU	303989	RMB	5248	Hemidactylus	frenatus	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	304120	RMB	5249	Cosymbotus	platyurus	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	303901	RMB	5244	Gehyra	mutilata	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	303987	RMB	5245	Hemidactylus	frenatus	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	303988	RMB	5246	Hemidactylus	frenatus	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	303902	RMB	5247	Gehyra	mutilata	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	303984	RMB	5240	Hemidactylus	frenatus	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	303985	RMB	5241	Hemidactylus	frenatus	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	303986	RMB	5243	Hemidactylus	frenatus	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	302812	CDS	1122	Hemidactylus	frenatus	Philippines	Polillo	False	2001-03-03	ku_gekkonid_tissues.txt
		LG	4210	Gekko	chinensis	China	Hainan	True		gekkonid_lab_work.txt
KU	302557	CDS	724	Cosymbotus	platyurus	Philippines	Semirara	False	2000-11-18	ku_gekkonid_tissues.txt
KU	320380	CDS	3834	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320381	CDS	3835	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320382	CDS	3836	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320383	CDS	3837	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320377	CDS	3831	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320378	CDS	3832	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	320379	CDS	3833	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	305567	CDS	1768	Cyrtodactylus	annulatus	Philippines	Cebu	False	2006-06-11	ku_gekkonid_tissues.txt
KU	320384	CDS	3838	Gekko	mindorensis	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	308414	ELR	854	Gekko	mindorensis	Philippines	Mindoro	False	2007-03-02	ku_gekkonid_tissues.txt
KU	302644	CDS	1560	Cyrtodactylus	philippinicus	Philippines	Panay	False	2001-11-24	ku_gekkonid_tissues.txt
KU	322268	RMB	12451	Hemidactylus	platyurus	Philippines	Luzon	False	2009-06-03	ku_gekkonid_tissues.txt
KU	302645	CDS	1566	Cyrtodactylus	philippinicus	Philippines	Panay	False	2001-11-24	ku_gekkonid_tissues.txt
KU	331657	CDS	5870	Pseudogekko	compressicorpus	Philippines	Luzon	False	2011-05-14	ku_gekkonid_tissues.txt
KU	307053	RMB	6385	Gekko	sp.	Philippines	Dalupiri	False	2006-09-13	ku_gekkonid_tissues.txt
KU	305551	CDS	1780	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	302634	CDS	280	Cyrtodactylus	philippinicus	Philippines	Negros	True	2000-10-26	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	305742	CDS	1782	Gehyra	mutilata	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	304742	RMB	5863	Hemidactylus	frenatus	Philippines	Camiguin norte	False	2006-03-10	ku_gekkonid_tissues.txt
KU	304743	RMB	5864	Hemidactylus	frenatus	Philippines	Camiguin norte	False	2006-03-10	ku_gekkonid_tissues.txt
KU	304744	RMB	5865	Hemidactylus	frenatus	Philippines	Camiguin norte	False	2006-03-10	ku_gekkonid_tissues.txt
KU	314956	RMB	9197	Gehyra	mutilata	Philippines	Mindanao	False	2008-07-09	ku_gekkonid_tissues.txt
KU	302558	CDS	725	Cosymbotus	platyurus	Philippines	Semirara	False	2000-11-18	ku_gekkonid_tissues.txt
KU	330168	RMB	14621	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-07-07	ku_gekkonid_tissues.txt
KU	302779	CDS	731	Hemidactylus	frenatus	Philippines	Sibuyan	False	2001-01-25	ku_gekkonid_tissues.txt
KU	302590	CDS	730	Cosymbotus	platyurus	Philippines	Masbate	False	2001-01-24	ku_gekkonid_tissues.txt
KU	302781	CDS	733	Hemidactylus	frenatus	Philippines	Sibuyan	False	2001-01-25	ku_gekkonid_tissues.txt
KU	302780	CDS	732	Hemidactylus	frenatus	Philippines	Sibuyan	False	2001-01-25	ku_gekkonid_tissues.txt
KU	302782	CDS	734	Hemidactylus	frenatus	Philippines	Sibuyan	False	2001-01-25	ku_gekkonid_tissues.txt
KU	327715	ACD	1606	Lepidodactylus	aureolineatus	Philippines	Mindanao	False	2003-09-05	ku_gekkonid_tissues.txt
KU	323168	RMB	11987	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-05-23	ku_gekkonid_tissues.txt
KU	307064	RMB	6449	Gekko	sp.	Philippines	Panay	False	2006-10-02	ku_gekkonid_tissues.txt
KU	307063	RMB	6448	Gekko	sp.	Philippines	Panay	False	2006-10-02	ku_gekkonid_tissues.txt
KU	306613	RMB	6447	Cyrtodactylus	philippinicus	Philippines	Aningalan/Mindoro	True	2006-10-01	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	323170	RMB	11989	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-05-22	ku_gekkonid_tissues.txt
KU	323169	RMB	11988	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-05-22	ku_gekkonid_tissues.txt
KU	314812	RMB	10050	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-12	ku_gekkonid_tissues.txt
KU	314813	RMB	10051	Cyrtodactylus	jambangan	Philippines	Mindanao	False	2008-07-12	ku_gekkonid_tissues.txt
KU	314964	RMB	10055	Pseudogekko	compressicorpus	Philippines	Mindanao	False	2008-07-12	ku_gekkonid_tissues.txt
KU	329532	RMB	14249	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-06-19	ku_gekkonid_tissues.txt
KU	329531	RMB	14248	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-06-19	ku_gekkonid_tissues.txt
KU	302677	CDS	607	Gekko	cf. mindorensis	Philippines	Caluya/Semirara	True	2000-11-14	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302679	CDS	609	Gekko	cf. mindorensis	Philippines	Caluya/Semirara	True	2000-11-14	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302678	CDS	608	Gekko	cf. mindorensis	Philippines	Semirara	False	2000-11-14	ku_gekkonid_tissues.txt
KU	326537	RMB	2940	Gehyra	mutilata	Philippines	Sibuyan	False	2001-12-31	ku_gekkonid_tissues.txt
KU	326556	RMB	2941	Hemidactylus	frenatus	Philippines	Sibuyan	False	2001-12-31	ku_gekkonid_tissues.txt
KU	306607	ELR	738	Gehyra	mutilata	Philippines	Mindoro	False	2006-09-23	ku_gekkonid_tissues.txt
KU	307286	RMB	7008	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	307287	RMB	7009	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	307283	RMB	7005	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	307284	RMB	7006	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	307285	RMB	7007	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	305448	ELR	737	Gekko	gecko	Philippines	Mindoro	False	2006-09-23	ku_gekkonid_tissues.txt
KU	307280	RMB	7002	Gehyra	oceanica	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
		JAM	1712	Gekko	smithi	Malaysia	Gombak	True		gekkonid_lab_work.txt
KU	302702	CDS	1418	Gekko	gecko	Philippines	Sibuyan	False	2001-03-22	ku_gekkonid_tissues.txt
KU	302703	CDS	1419	Gekko	gecko	Philippines	Sibuyan	False	2001-03-22	ku_gekkonid_tissues.txt
KU	305764	CDS	1948	Hemidactylus	frenatus	Philippines	Dinagat	False	2006-06-23	ku_gekkonid_tissues.txt
KU	329346	RMB	13902	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-06-08	ku_gekkonid_tissues.txt
KU	329345	RMB	13901	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-06-08	ku_gekkonid_tissues.txt
KU	329344	RMB	13900	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-06-08	ku_gekkonid_tissues.txt
		RMB	3549	Cyrtodactylus	philippinicus	Philippines	Malinao	True		gekkonid_lab_work.txt
KU	305759	CDS	1943	Hemidactylus	frenatus	Philippines	Dinagat	False	2006-06-23	ku_gekkonid_tissues.txt
KU	305762	CDS	1946	Hemidactylus	frenatus	Philippines	Dinagat	False	2006-06-23	ku_gekkonid_tissues.txt
KU	305763	CDS	1947	Hemidactylus	frenatus	Philippines	Dinagat	False	2006-06-23	ku_gekkonid_tissues.txt
KU	302701	CDS	1416	Gekko	gecko	Philippines	Sibuyan	False	2001-03-22	ku_gekkonid_tissues.txt
KU	304163	CDS	1417	Gekko	gecko	Philippines	Sibuyan	False	2005-03-23	ku_gekkonid_tissues.txt
KU	328370	RMB	13587	Gekko	carusadensis	Philippines	Luzon	False		ku_gekkonid_tissues.txt
KU	328372	RMB	13589	Gekko	carusadensis	Philippines	Biak/Luzon	True		ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	328371	RMB	13588	Gekko	carusadensis	Philippines	Biak/Luzon	True		ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304155	CDS	513	Gekko	gecko	Philippines	Masbate	False	2005-01-22	ku_gekkonid_tissues.txt
KU	304154	CDS	512	Gekko	gecko	Philippines	Masbate	False	2005-01-22	ku_gekkonid_tissues.txt
KU	302576	CDS	515	Cosymbotus	platyurus	Philippines	Masbate	False	2001-01-22	ku_gekkonid_tissues.txt
KU	302655	CDS	517	Gehyra	mutilata	Philippines	Masbate	False	2001-01-22	ku_gekkonid_tissues.txt
KU	302789	CDS	516	Hemidactylus	frenatus	Philippines	Masbate	False	2001-01-22	ku_gekkonid_tissues.txt
KU	302578	CDS	519	Cosymbotus	platyurus	Philippines	Masbate	False	2001-01-22	ku_gekkonid_tissues.txt
KU	302577	CDS	518	Cosymbotus	platyurus	Philippines	Masbate	False	2001-01-22	ku_gekkonid_tissues.txt
KU	328397	DSM	1291	Gehyra	mutilata	Thailand		False	2005-03-17	ku_gekkonid_tissues.txt
KU	310802	CDS	3047	Cyrtodactylus	sumuroi	Philippines	Samar	False	2007-10-23	ku_gekkonid_tissues.txt
KU	309324	RMB	7717	Cyrtodactylus	tautbatorum	Philippines	Palawan	False	2007-03-23	ku_gekkonid_tissues.txt
KU	314017	RMB	9572	Lepidodactylus	balioburius	Philippines	Sabtang	False	2008-06-07	ku_gekkonid_tissues.txt
KU	314015	RMB	9570	Lepidodactylus	balioburius	Philippines	Sabtang	False	2008-06-07	ku_gekkonid_tissues.txt
KU	314016	RMB	9571	Lepidodactylus	balioburius	Philippines	Sabtang	False	2008-06-07	ku_gekkonid_tissues.txt
KU	313984	RMB	9576	Gekko	porosus	Philippines	Batan	False	2008-06-08	ku_gekkonid_tissues.txt
KU	314018	RMB	9574	Lepidodactylus	balioburius	Philippines	Sabtang	False	2008-06-07	ku_gekkonid_tissues.txt
KU	313983	RMB	9575	Gekko	porosus	Philippines	Batan	False	2008-06-08	ku_gekkonid_tissues.txt
KU	309171	RMB	7531	Gekko	palawanensis	Philippines	Palawan	True	2007-03-16	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	313985	RMB	9578	Gekko	porosus	Philippines	Batan	False	2008-06-09	ku_gekkonid_tissues.txt
KU	313998	RMB	9579	Hemidactylus	frenatus	Philippines	Batan	False	2008-06-09	ku_gekkonid_tissues.txt
KU	309283	RMB	7615	Gekko	palawanensis	Philippines	Palawan	False	2007-03-20	ku_gekkonid_tissues.txt
KU	305756	CWL	99	Hemidactylus	frenatus	Philippines	Cebu	False	2006-06-12	ku_gekkonid_tissues.txt
KU	305755	CWL	98	Hemidactylus	frenatus	Philippines	Cebu	False	2006-06-12	ku_gekkonid_tissues.txt
KU	327390	ACD	2462	Gekko	mindorensis	Philippines	Luzon	True	2005-04-26	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	305570	CWL	90	Cyrtodactylus	philippinicus/annulatus	Philippines	Cebu	False	2006-06-11	ku_gekkonid_tissues.txt
KU	303879	ELR	444	Cyrtodactylus	philippinicus	Philippines	Mindoro	False	2006-02-16	ku_gekkonid_tissues.txt
		RMB	3251	Cyrtodactylus	philippinicus	Philippines	Negros	True		gekkonid_lab_work.txt
KU	326207	RMB	7612	Lepidodactylus	balioburius	Philippines	Batan	False	2007-02-25	ku_gekkonid_tissues.txt
KU	305743	CWL	74	Gekko	gecko	Philippines	Cebu	False	2006-06-10	ku_gekkonid_tissues.txt
KU	328816	RMB	13769	Gekko	gecko	Philippines	Luzon	False	2011-01-08	ku_gekkonid_tissues.txt
KU	328815	RMB	13768	Gekko	gecko	Philippines	Luzon	False	2011-01-08	ku_gekkonid_tissues.txt
KU	328811	RMB	13763	Gekko	gecko	Philippines	Luzon	False	2011-01-08	ku_gekkonid_tissues.txt
KU	314951	RMB	9082	Gehyra	mutilata	Philippines	Mindanao	False	2008-07-08	ku_gekkonid_tissues.txt
KU	328814	RMB	13767	Gekko	gecko	Philippines	Luzon	False	2011-01-08	ku_gekkonid_tissues.txt
KU	328813	RMB	13766	Gekko	gecko	Philippines	Luzon	False	2011-01-08	ku_gekkonid_tissues.txt
KU	314952	RMB	9083	Gehyra	mutilata	Philippines	Mindanao	False	2008-07-08	ku_gekkonid_tissues.txt
KU	326523	RMB	8934	Cyrtodactylus	sp	Philippines	Leyte	False	2008-04-16	ku_gekkonid_tissues.txt
KU	314961	RMB	9282	Hemidactylus	frenatus	Philippines	Mindanao	False	2008-04-21	ku_gekkonid_tissues.txt
KU	320344	CDS	3749	Cyrtodactylus	philippinicus	Philippines	Lubang	False		ku_gekkonid_tissues.txt
KU	323194	RMB	12845	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-06-13	ku_gekkonid_tissues.txt
		KUFS	17	Gekko				True		gekkonid_lab_work.txt
		KUFS	15	Gekko				True		gekkonid_lab_work.txt
KU	330196	RMB	15211	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-07-28	ku_gekkonid_tissues.txt
KU	330197	RMB	15212	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-07-28	ku_gekkonid_tissues.txt
KU	323178	RMB	12567	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-06-07	ku_gekkonid_tissues.txt
KU	314020	RMB	9593	Lepidodactylus	balioburius	Philippines	Batan	False	2008-06-12	ku_gekkonid_tissues.txt
KU	305804	CDS	2209	Hemidactylus	frenatus	Philippines	Luzon	False	2006-07-13	ku_gekkonid_tissues.txt
KU	327088	CDS	5097	Cyrtodactylus	annulatus	Philippines	Mindanao	False		ku_gekkonid_tissues.txt
KU	323175	RMB	12418	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-06-01	ku_gekkonid_tissues.txt
KU	323176	RMB	12419	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-06-01	ku_gekkonid_tissues.txt
KU	303828	RMB	4924	Cyrtodactylus	philippinicus	Philippines	Mindoro	True	2005-03-11	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	331844	RMB	15322	Gekko	gecko	Philippines	Cebu	False	2011-12-07	ku_gekkonid_tissues.txt
KU	328818	RMB	13655	Gekko	mindorensis	Philippines	Luzon	False	2011-01-02	ku_gekkonid_tissues.txt
KU	328802	RMB	13654	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-01-02	ku_gekkonid_tissues.txt
		LG	6542	Gekko	smithii	West malaysia	Selangor	True		gekkonid_lab_work.txt
KU	309331	RMB	7828	Gekko	athymus	Philippines	Palawan	True	2007-03-30	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	309328	RMB	7829	Cyrtodactylus	redimiculus	Philippines	Palawan/Samarinana	True	2007-03-30	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303966	RMB	5259	Gekko	gecko	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	303965	RMB	5258	Gekko	gecko	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	304122	RMB	5251	Cosymbotus	platyurus	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	304121	RMB	5250	Cosymbotus	platyurus	Philippines	Lubang	False	2005-12-06	ku_gekkonid_tissues.txt
KU	320484	ACD	4824	Gekko	carusadensis	Philippines	Luzon	False	2009-07-00	ku_gekkonid_tissues.txt
KU	326532	ACD	1267	Cyrtodactylus	tautbatorum	Philippines	Palawan	True	2001-12-05	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	326502	RMB	2892	Cyrtodactylus	annulatus	Philippines	Bohol	False	2000-12-20	ku_gekkonid_tissues.txt
KU	305546	CDS	1775	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	305545	CDS	1774	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	305548	CDS	1777	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	305547	CDS	1776	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	305542	CDS	1771	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	305544	CDS	1773	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	305543	CDS	1772	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	305550	CDS	1779	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	305549	CDS	1778	Cosymbotus	platyurus	Philippines	Samar	False	2006-06-14	ku_gekkonid_tissues.txt
KU	306868	RMB	6404	Gekko	gecko	Philippines	Panay	False	2006-09-24	ku_gekkonid_tissues.txt
KU	323193	RMB	12838	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-06-13	ku_gekkonid_tissues.txt
KU	302559	CDS	726	Cosymbotus	platyurus	Philippines	Semirara	False	2000-11-18	ku_gekkonid_tissues.txt
KU	302560	CDS	727	Cosymbotus	platyurus	Philippines	Semirara	False	2000-11-18	ku_gekkonid_tissues.txt
KU	307054	RMB	6386	Gekko	sp. 1/sp.	Philippines	Dalupiri	True	2006-09-15	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	307055	RMB	6387	Gekko	sp.	Philippines	Dalupiri	False	2006-09-15	ku_gekkonid_tissues.txt
KU	302765	CDS	722	Hemidactylus	frenatus	Philippines	Semirara	False	2000-11-18	ku_gekkonid_tissues.txt
KU	302556	CDS	723	Cosymbotus	platyurus	Philippines	Semirara	False	2000-11-18	ku_gekkonid_tissues.txt
KU	302695	CDS	720	Gekko	gecko	Philippines	Semirara	False	2000-11-18	ku_gekkonid_tissues.txt
KU	302764	CDS	721	Hemidactylus	frenatus	Philippines	Semirara	False	2000-11-18	ku_gekkonid_tissues.txt
KU	306755	RMB	6388	Lepidodactylus	cf. balioburius	Philippines	Dalupiri	False	2006-09-13	ku_gekkonid_tissues.txt
KU	307056	RMB	6389	Gekko	sp.	Philippines	Dalupiri	False	2006-09-15	ku_gekkonid_tissues.txt
KU	302561	CDS	728	Cosymbotus	platyurus	Philippines	Semirara	False	2000-11-18	ku_gekkonid_tissues.txt
KU	309343	CDS	3269	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	308934	ELR	1399	Hemidactylus	frenatus	Philippines	Luzon	False	2007-03-24	ku_gekkonid_tissues.txt
KU	308453	ELR	909	Cyrtodactylus	philippinicus	Philippines	Mindoro/Dayog	True	2007-01-04	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	311180	CDS	3268	Cyrtodactylus	gubaot	Philippines	Leyte	False	2007-11-03	ku_gekkonid_tissues.txt
KU	323191	RMB	12836	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-06-13	ku_gekkonid_tissues.txt
		LSUHC	7007	Gekko	monarchus	Malaysia	Johor	True		gekkonid_lab_work.txt
KU	323171	RMB	11990	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2009-05-22	ku_gekkonid_tissues.txt
KU	307065	RMB	6479	Gekko	sp.	Philippines	Panay	False	2006-10-06	ku_gekkonid_tissues.txt
KU	309055	RMB	7467	Gekko	gecko	Philippines	Palawan	False	2007-03-15	ku_gekkonid_tissues.txt
KU	307454	RMB	6273	Cyrtodactylus	philippinicus	Philippines	Polillo	False	2006-07-23	ku_gekkonid_tissues.txt
KU	307294	RMB	7016	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	307293	RMB	7015	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	306869	RMB	6499	Gekko	gecko	Philippines	Panay	False	2006-10-08	ku_gekkonid_tissues.txt
		LSUHC	8914	Gekko	monarchus	Malaysia	Johor	True		gekkonid_lab_work.txt
KU	307290	RMB	7012	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	302649	CDS	1111	Cyrtodactylus	philippinicus	Philippines	Polillo	True	2001-03-01	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302680	CDS	610	Gekko	cf. mindorensis	Philippines	Caluya/Semirara	True	2000-11-14	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302681	CDS	611	Gekko	cf. mindorensis	Philippines	Semirara	False	2000-11-14	ku_gekkonid_tissues.txt
KU	302753	CDS	617	Hemidactylus	frenatus	Philippines	Semirara	False	2000-11-14	ku_gekkonid_tissues.txt
KU	302754	CDS	618	Hemidactylus	frenatus	Philippines	Semirara	False	2000-11-14	ku_gekkonid_tissues.txt
KU	315342	RMB	8763	Cyrtodactylus	philippinicus	Philippines	Tablas	True	2008-01-07	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302650	CDS	1112	Cyrtodactylus	philippinicus	Philippines	Polillo	False	2001-03-01	ku_gekkonid_tissues.txt
KU	307297	RMB	7019	Gehyra	oceanica	Solomon islands		False	2006-07-27	ku_gekkonid_tissues.txt
KU	315343	RMB	8764	Cyrtodactylus	philippinicus	Philippines	Tablas	True	2008-01-07	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	315347	RMB	8765	Gekko	romblon	Philippines	Tablas	False	2008-01-07	ku_gekkonid_tissues.txt
KU	315344	RMB	8766	Gekko/Cyrtodactylus	philippinicus/romblon	Philippines	Tablas	True	2008-01-07	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	307292	RMB	7014	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	307291	RMB	7013	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	315340	RMB	8761	Cyrtodactylus	philippinicus	Philippines	Tablas	True	2008-01-07	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	307289	RMB	7011	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	307288	RMB	7010	Hemidactylus	frenatus	Solomon islands		False	2006-07-26	ku_gekkonid_tissues.txt
KU	326203	RMB	3024	Gekko	gecko	Philippines	Palawan	False	2001-01-16	ku_gekkonid_tissues.txt
KU	309563	RMB	7637	Gehyra	mutilata	Philippines	Palawan	False	2007-03-21	ku_gekkonid_tissues.txt
KU	328373	RMB	13590	Gekko	carusadensis	Philippines	Biak/Luzon	True		ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	328374	RMB	13591	Gekko	carusadensis	Philippines	Luzon	False		ku_gekkonid_tissues.txt
KU	329342	RMB	13856	Cyrtodactylus	philippinicus	Philippines	Luzon	False	2011-06-07	ku_gekkonid_tissues.txt
KU	303845	RMB	5529	Cyrtodactylus	philippinicus	Philippines	Lubang	False	2005-12-11	ku_gekkonid_tissues.txt
