fragment_length	frequency
82	41
83	24
84	27
85	26
86	35
87	27
88	34
89	48
90	34
91	28
92	36
93	22
94	16
95	25
96	24
97	31
98	26
99	16
100	14
101	23
102	13
103	23
104	20
105	19
106	21
107	22
108	26
109	15
110	12
111	11
112	19
113	18
114	20
115	21
116	14
117	9
118	16
119	21
120	14
121	27
122	20
123	11
124	12
125	13
126	19
127	20
128	20
129	17
130	21
131	16
132	12
133	19
134	16
135	13
136	23
137	19
138	11
139	27
140	20
141	17
142	17
143	20
144	9
145	17
146	15
147	20
148	9
149	13
150	15
151	22
152	22
153	18
154	12
155	13
156	9
157	13
158	13
159	16
160	24
161	15
162	11
163	24
164	17
165	17
166	13
167	22
168	14
169	20
170	18
171	17
172	12
173	18
174	12
175	22
176	21
177	12
178	32
179	20
180	13
181	11
182	21
183	22
184	17
185	9
186	9
187	20
188	17
189	16
190	15
191	10
192	5
193	21
194	14
195	19
196	17
197	11
198	15
199	19
200	19
201	19
202	11
203	17
204	19
205	14
206	15
207	14
208	11
209	18
210	14
211	18
212	12
213	14
214	19
215	24
216	36
217	10
218	9
219	13
220	14
221	8
222	21
223	15
224	14
225	10
226	12
227	16
228	15
229	16
230	16
231	9
232	13
233	14
234	20
235	21
236	16
237	18
238	13
239	12
240	21
241	17
242	22
243	14
244	16
245	21
246	15
247	14
248	19
249	7
250	14
251	16
252	17
253	17
254	17
255	12
256	9
257	12
258	17
259	14
260	19
261	18
262	18
263	12
264	18
265	11
266	11
267	10
268	15
269	19
270	18
271	13
272	15
273	14
274	20
275	15
276	19
277	12
278	12
279	22
280	20
281	11
282	15
283	20
284	15
285	16
286	14
287	16
288	14
289	12
290	16
291	12
292	10
293	8
294	17
295	8
296	17
297	18
298	17
299	18
300	8
301	19
302	15
303	11
304	13
305	8
306	17
307	10
308	10
309	20
310	15
311	12
312	15
313	20
314	22
315	21
316	15
317	10
318	12
319	12
320	16
321	21
322	12
323	21
324	15
325	16
326	18
327	12
328	16
329	16
330	19
331	16
332	20
333	18
334	9
335	17
336	13
337	10
338	26
339	17
340	16
341	17
342	15
343	17
344	14
345	11
346	11
347	16
348	19
349	17
350	10
351	14
352	16
353	20
354	11
355	24
356	12
357	15
358	12
359	19
360	16
361	13
362	16
363	12
364	14
365	13
366	25
367	16
368	16
369	18
370	12
371	11
372	20
373	14
374	5
375	12
376	17
377	14
378	17
379	20
380	15
381	10
382	15
383	21
384	13
385	9
386	12
387	19
388	12
389	18
390	10
391	12
392	18
393	15
394	12
395	11
396	19
397	16
398	16
399	10
400	19
401	13
402	14
403	15
404	11
405	13
406	15
407	16
408	12
409	18
410	21
411	13
412	17
413	16
414	18
415	11
416	11
417	17
418	18
419	14
420	7
421	17
422	15
423	8
424	12
425	9
426	12
427	13
428	12
429	14
430	10
431	15
432	20
433	8
434	8
435	10
436	12
437	13
438	8
439	16
440	8
441	18
442	9
443	12
444	14
445	16
446	18
447	7
448	14
449	9
450	9
451	11
452	9
453	15
454	15
455	11
456	11
457	11
458	9
459	13
460	11
461	9
462	8
463	20
464	7
465	14
466	5
467	9
468	9
469	15
470	11
471	10
472	8
473	11
474	20
475	11
476	10
477	14
478	14
479	9
480	9
481	14
482	8
483	11
484	10
485	11
486	9
487	8
488	12
489	8
490	15
491	22
492	11
493	15
494	8
495	13
496	8
497	9
498	17
499	15
500	10
501	17
502	14
503	11
504	11
505	8
506	14
507	20
508	9
509	14
510	12
511	9
512	14
513	11
514	13
515	12
516	9
517	11
518	13
519	17
520	14
521	11
522	8
523	20
524	17
525	9
526	13
527	9
528	12
529	11
530	20
531	9
532	7
533	16
534	10
535	17
536	17
537	13
538	16
539	11
540	10
541	13
542	14
543	7
544	16
545	11
546	16
547	14
548	18
549	13
550	16
551	7
552	12
553	10
554	19
555	10
556	14
557	9
558	11
559	8
560	7
561	16
562	8
563	11
564	11
565	12
566	19
567	11
568	13
569	16
570	12
571	15
572	15
573	13
574	19
575	15
576	7
577	13
578	16
579	17
580	10
581	13
582	10
583	11
584	12
585	7
586	10
587	8
588	9
589	9
590	4
591	7
592	9
593	8
594	6
595	12
596	5
597	12
598	12
599	15
600	9
601	11
602	14
603	7
604	11
605	11
606	10
607	17
608	11
609	9
610	9
611	9
612	12
613	13
614	7
615	16
616	14
617	9
618	7
619	8
620	7
621	10
622	8
623	7
624	11
625	12
626	13
627	11
628	11
629	16
630	12
631	10
632	7
633	13
634	11
635	13
636	11
637	4
638	18
639	15
640	16
641	9
642	13
643	12
644	8
645	16
646	8
647	12
648	7
649	6
650	13
651	13
652	6
653	10
654	13
655	7
656	3
657	8
658	18
659	10
660	6
661	15
662	12
663	6
664	13
665	16
666	9
667	6
668	12
