fragment_length	frequency
83	4
84	3
85	1
87	2
88	4
90	3
91	2
93	3
94	2
96	1
97	1
101	2
102	1
104	1
106	1
107	1
108	2
109	3
110	1
111	3
112	2
114	1
117	2
118	1
119	4
120	3
121	1
122	1
123	22
124	1
125	3
129	2
131	2
133	1
134	1
135	2
136	4
137	1
138	1
139	1
140	1
141	1
142	3
144	1
146	3
147	1
150	1
153	2
154	3
156	4
158	2
161	1
164	3
165	1
166	2
168	2
170	5
171	1
173	1
177	1
178	6
179	2
180	1
181	1
182	3
183	1
184	3
186	1
190	4
192	2
195	2
196	1
198	3
201	1
202	2
204	2
205	1
207	1
208	1
209	1
211	1
214	1
216	2
220	1
224	1
227	1
228	1
229	3
230	6
231	1
232	2
235	2
236	7
238	4
240	1
241	1
242	1
246	2
247	1
248	2
252	1
253	2
254	1
255	2
256	1
257	3
259	1
261	2
262	3
268	1
269	1
272	2
274	1
275	1
277	1
285	1
286	1
290	2
293	1
300	1
301	1
303	1
310	1
312	1
313	2
318	1
319	1
322	1
324	1
327	1
331	2
333	2
334	1
336	1
337	1
338	1
340	2
341	1
342	1
344	2
348	2
349	1
350	2
351	1
352	1
354	3
358	2
360	2
361	1
368	1
369	1
370	1
372	1
375	2
381	2
382	1
384	1
385	2
387	1
388	1
393	1
397	1
398	1
401	3
402	2
404	1
406	3
409	3
410	1
411	1
414	2
415	1
416	2
418	2
421	1
422	1
423	1
427	1
429	3
431	2
433	1
437	3
438	1
440	1
441	1
445	2
446	2
447	2
449	1
450	1
452	2
453	1
454	1
456	1
457	1
458	1
459	1
461	1
464	1
465	2
468	1
469	2
474	1
475	1
481	1
482	1
487	2
489	1
490	1
491	1
496	2
497	1
502	1
506	2
509	1
510	1
511	1
512	2
515	2
516	1
517	1
518	1
519	1
521	2
525	2
535	1
541	2
546	1
547	1
549	1
552	1
553	1
555	2
557	1
564	1
567	1
569	1
574	1
575	1
576	1
577	1
581	2
583	1
590	1
601	1
602	1
604	1
606	2
608	1
611	1
613	2
619	1
620	1
623	1
625	1
626	1
630	1
638	1
641	1
642	1
643	2
646	2
647	1
649	1
650	1
654	3
657	1
660	1
661	1
664	1
668	3
673	2
676	3
677	1
679	1
680	1
684	1
686	1
687	2
689	1
691	1
693	1
695	2
699	1
