catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	paic	locality	lat	long	tissue	tissue_sample.found	tissue_sample.material	tissue_sample.preservative	tissue_sample.tube_data	tissue_sample.notes	extraction.protocol	extraction.rnase	extraction.qubit	extraction.notes	extraction.gel_lane	extraction.plate	extraction.row	extraction.column	extraction.dilution	cam_extract	cam_extract_cell	date	source
KU	330784	CDS	6051	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C6	True	liver	etoh	{}		guanidine thiocyanate	True	225.0		252	2	B	12	5.0	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
		PNM/CMNH H	1289	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-143-H8	True	liver	frozen	{}		guanidine thiocyanate	True	318.0		16	1	E	2	5.0	False			ku_freezer.txt
		NOSERIES	3835	Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	True	liver	etoh	{}		guanidine thiocyanate	True	28.4		388	3	F	12	5.0	False			ku_freezer.txt
KU	330785	CDS	6052	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C7	True	liver	etoh	{}		guanidine thiocyanate	True	481.0		253	2	C	12	5.0	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314004	RMB	9529	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.4700000	-121.9910000	T-287-C3	True	liver	etoh	{}		guanidine thiocyanate	True	323.0		361	3	C	10	5.0	False		2008-05-31	ku_gekkonid_tissues.txt
KU	314003	RMB	9528	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.4700000	-121.9910000	T-287-C2	True	liver	etoh	{}		guanidine thiocyanate	True	183.0		360	3	B	10	5.0	False		2008-05-31	ku_gekkonid_tissues.txt
KU	305570	CWL	90	Cyrtodactylus	annulatus	Philippines	Cebu	Visayan	Cebu Province; Municipality of Alcoy; Barangay Nug-as, CBCF field station	9.7120500	123.4430300	I-125-67	True	liver	etoh	{}		guanidine thiocyanate	True	17.2		15	1	D	2	5.0	False		2006-06-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309322	RMB	7649	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-I1	True	liver	etoh	{}		guanidine thiocyanate	True	81.7		180	2	A	5	5.0	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309319	RMB	7646	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-H7	True	liver	etoh	{}		guanidine thiocyanate	True	448.0		177	2	G	4	5.0	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309320	RMB	7647	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-H8	True	liver	etoh	{}		guanidine thiocyanate	True	31.9		178	2	H	4	5.0	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319651	RMB	11229	Cyrtodactylus	annulatus	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay La Paz, Sitio Nancy	7.0850000	122.0270000	V-317-G9	True	liver	rnalater	{}		guanidine thiocyanate	True	209.0		26	1	A	3	5.0	False		2009-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302683	CDS	99	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-12	True	liver	etoh	{}		guanidine thiocyanate	True	197.0		238	2	H	10	5.0	False		2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324366	CDS	4485	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	W-338-G7	True	liver	etoh	{}		guanidine thiocyanate	True	64.0		1	1	A	1	5.0	False		2009-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304824	RMB	5945	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-E6	True	liver	etoh	{}		guanidine thiocyanate	True	305.0		373	3	C	11	5.0	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319657	RMB	11591	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay Tulosa, Sitio Santa Clara, Cabo Negro Outpost	7.1080000	122.1190000	V-322-C5	True	liver	rnalater	{}		guanidine thiocyanate	True	140.0		50	1	B	5	5.0	False		2009-04-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309333	RMB	7831	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A8	True	liver	etoh	{}		guanidine thiocyanate	True	75.9		192	2	C	6	5.0	False		2007-03-30	ku_gekkonid_tissues.txt
KU	309332	RMB	7830	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A7	True	liver	etoh	{}		guanidine thiocyanate	True	10.1		191	2	B	6	5.0	False		2007-03-30	ku_gekkonid_tissues.txt
KU	326520	RMB	8931	Cyrtodactylus	gubaot	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H1	True	liver	etoh	{}		guanidine thiocyanate	True	57.5		43	1	E	4	5.0	False		2008-04-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	326522	RMB	8933	Cyrtodactylus	gubaot	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H3	True	liver	etoh	{}		guanidine thiocyanate	True	65.2		45	1	G	4	5.0	False		2008-04-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309294	RMB	7937	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-D2	True	liver	etoh	{}		guanidine thiocyanate	True	42.9		305	3	D	5	5.0	False		2007-04-04	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	326523	RMB	8934	Cyrtodactylus	gubaot	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H4	True	liver	etoh	{}		guanidine thiocyanate	True	138.0		46	1	H	4	5.0	False		2008-04-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	326526	RMB	8937	Cyrtodactylus	gubaot	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H7	True	liver	etoh	{}		guanidine thiocyanate	True	116.0		49	1	A	5	5.0	False		2008-04-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307063	RMB	6448	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-D8	True	liver	etoh	{}		guanidine thiocyanate	True	147.0		295	3	B	4	5.0	False		2006-10-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304833	RMB	5954	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F6	True	liver	etoh	{}		guanidine thiocyanate	True	117.0		205	2	F	7	5.0	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304834	RMB	5955	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F7	True	liver	etoh	{}		guanidine thiocyanate	True	158.0		375	3	E	11	5.0	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304634	RMB	5754	Cyrtodactylus	philippinicus	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-109-B3	True	liver	etoh	{}		guanidine thiocyanate	True	150.0		68	1	G	6	5.0	False		2006-03-07	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304635	RMB	5755	Cyrtodactylus	philippinicus	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-109-B4	True	liver	etoh	{}		guanidine thiocyanate	True	126.0		69	1	H	6	5.0	False		2006-03-07	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309295	RMB	7938	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-D3	True	liver	etoh	{}		guanidine thiocyanate	True	256.0		306	3	E	5	5.0	False		2007-04-04	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	308551	ELR	1009	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name " Matingaram"	13.4630556	120.4122222	L-177-E3	True	liver	etoh	{}		guanidine thiocyanate	True	79.2		276	3	E	2	5.0	False		2007-01-08	ku_gekkonid_tissues.txt
KU	302735	CDS	1463	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-61	True	liver	etoh	{}		guanidine thiocyanate	True	210.0		266	3	E	1	5.0	True	G1	2001-03-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302734	CDS	1462	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-60	True	liver	etoh	{}		guanidine thiocyanate	True	370.0		265	3	D	1	5.0	True	E4	2001-03-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	330798	CDS	5823	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-398-E4	True	liver	etoh	{}		guanidine thiocyanate	True	218.0		124	1	G	11	5.0	False		2011-05-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330797	CDS	5822	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-398-E3	True	liver	etoh	{}		guanidine thiocyanate	True	208.0		123	1	F	11	5.0	False		2011-05-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330796	CDS	5727	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-397-C7	True	liver	etoh	{}		guanidine thiocyanate	True	8.13		122	1	E	11	5.0	False		2011-05-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	331667	CDS	5724	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-397-C5	True	liver	etoh	{}		guanidine thiocyanate	True	90.8		121	1	D	11	5.0	False		2011-05-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305568	CWL	88	Cyrtodactylus	annulatus	Philippines	Cebu	Visayan	Cebu Province; Municipality of Alcoy; Barangay Nug-as, CBCF field station	9.7136800	123.4467200	I-125-65	True	liver	etoh	{}		guanidine thiocyanate	True	177.0		13	1	B	2	5.0	False		2006-06-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	323193	RMB	12838	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.6800000	121.5290000	W-343-C9	True	liver	etoh	{}		guanidine thiocyanate	True	170.0		92	1	H	8	5.0	False		2009-06-13	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	7289	LSUHC	7289	Gekko	monarchus	West Malaysia	Pulau Aur		Johor			Z-379-B6	True	liver	etoh	{}		guanidine thiocyanate	True	129.0		307	3	F	5	5.0	False			ku_freezer.txt
KU	304690	RMB	5811	Cyrtodactylus	philippinicus	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-109-H9	True	liver	etoh	{}		guanidine thiocyanate	True	210.0		74	1	B	7	5.0	False		2006-03-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307046	RMB	6369	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-D7	True	liver	etoh	{}		guanidine thiocyanate	True	49.8		338	3	D	8	5.0	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309334	RMB	7798	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Boundary of Barangay Samarinana and Saulog: Mt. Mantalingahan Range: Area "Pitang"	8.7503000	117.6896000	M-191-G2	True	liver	etoh	{}		guanidine thiocyanate	True	11.5		193	2	D	6	5.0	True	D1	2007-03-29	gekkonid_lab_work.txt/ku_gekkonid_tissues.txt
KU	309323	RMB	7650	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-I2	True	liver	etoh	{}		guanidine thiocyanate	True	204.0		181	2	B	5	5.0	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324371	CDS	4660	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-I1	True	liver	etoh	{}		guanidine thiocyanate	True	150.0		5	1	D	1	5.0	False		2009-08-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309365	RMB	8043	Cyrtodactylus	annulatus	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Mambajao; Barangay Pandan, Sito Pamahawan			P-239-B3	True	liver	etoh	{}		guanidine thiocyanate	True	194.0		8	1	E	1	5.0	False		2007-06-03	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313978	RMB	9554	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F1	True	liver	etoh	{}		guanidine thiocyanate	True	76.9		316	3	D	6	5.0	False		2008-06-05	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313979	RMB	9555	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F2	True	liver	etoh	{}		guanidine thiocyanate	True	345.0		317	3	E	6	5.0	False		2008-06-05	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310798	CDS	2844	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8025500	125.2927600	Q-251-A1	True	liver	etoh	{}		guanidine thiocyanate	True	30.1		172	2	B	4	5.0	True	A3	2007-10-17	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	313977	RMB	9552	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-E8	True	liver	etoh	{}		guanidine thiocyanate	True	540.0		315	3	C	6	5.0	False		2008-06-05	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	329532	RMB	14249	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Ilocos Norte Province; Municipality of Adams; Barangay Adams, Site 1, Mt. Pao	-18.4380000	120.8780000	AA-404-F2	True	liver	etoh	{}		guanidine thiocyanate	True	160.0		116	1	H	10	5.0	False		2011-06-19	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302677	CDS	607	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-54	True	liver	etoh	{}		guanidine thiocyanate	True	23.9		235	2	E	10	5.0	True	D7	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304617	RMB	5737	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-108-H7	True	liver	etoh	{}		guanidine thiocyanate	True	102.0		349	3	D	9	5.0	False		2006-03-07	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	303849	RMB	5185	Cyrtodactylus	philippinicus	Philippines	Sibuyan	Romblon	Romblon Province; Municipality of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.6643500	D-49-22	True	liver	etoh	{}		guanidine thiocyanate	True	79.4		159	2	B	3	5.0	True	C3	2005-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303848	RMB	5184	Cyrtodactylus	philippinicus	Philippines	Sibuyan	Romblon	Romblon Province; Municipality of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.6643500	D-49-21	True	liver	etoh	{}		guanidine thiocyanate	True	219.0		158	2	A	3	5.0	True	A7	2005-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302742	CDS	792	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-69-5	True	liver	etoh	{}		guanidine thiocyanate	True	231.0		325	3	C	7	5.0	True	E2	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	328825	RMB	13662	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-H8	True	liver	etoh	{}		guanidine thiocyanate	True	230.0		261	3	A	1	5.0	False		2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
		PNM/CMNH H	1298	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-144-A4	True	liver	frozen	{}		guanidine thiocyanate	True	265.0		21	1	H	2	5.0	False			ku_freezer.txt
KU	300203	CDS	212	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	E-61-48	True	liver	etoh	{}		guanidine thiocyanate	True	178.0		217	2	F	8	5.0	True	G3	2004-10-18	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	305138	CDS	31	Gekko	gigante	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-15	True	liver	etoh	{}		guanidine thiocyanate	True	314.0		230	2	H	9	5.0	True	I5	2004-09-06	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	330196	RMB	15211	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-416-E4	True	liver	etoh	{}		guanidine thiocyanate	True	6.47		106	1	H	9	5.0	False		2011-07-28	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309291	RMB	7924	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-C1	True	liver	etoh	{}		guanidine thiocyanate	True	8.42		304	3	C	5	5.0	False		2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309290	RMB	7923	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-B9	True	liver	etoh	{}		guanidine thiocyanate	True	106.0		303	3	B	5	5.0	False		2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309289	RMB	7922	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-B8	True	liver	etoh	{}		guanidine thiocyanate	True	41.1		302	3	A	5	5.0	False		2007-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304828	RMB	5949	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F1	True	liver	etoh	{}		guanidine thiocyanate	True	168.0		374	3	D	11	5.0	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330787	CDS	6054	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C9	True	liver	etoh	{}		guanidine thiocyanate	True	31.8		255	2	D	12	5.0	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307047	RMB	6370	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-D8	True	liver	etoh	{}		guanidine thiocyanate	True	300.0		339	3	E	8	5.0	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307050	RMB	6373	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E2	True	liver	etoh	{}		guanidine thiocyanate	True	750.0		342	3	G	8	5.0	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307049	RMB	6372	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E1	True	liver	etoh	{}		guanidine thiocyanate	True	18.1		341	3	F	8	5.0	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
		SP	6891	Cyrtodactylus	baluensis	Malaysia	Kinabalu		Mt. Kinabalu Park; Kinabalu headquarters; ; CDS3506			R-270-A8	True	liver	etoh	{'field_series': 'CDS', 'field_number': '3506'}		guanidine thiocyanate	True	90.8		40	1	B	4	5.0	False			ku_freezer.txt
KU	307051	RMB	6374	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E3	True	liver	etoh	{}		guanidine thiocyanate	True	280.0		343	3	H	8	5.0	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
		SP	6892	Cyrtodactylus	baluensis	Malaysia	Kinabalu		Mt. Kinabalu Park; Kinabalu headquarters; ; CDS3507			R-270-A9	True	liver	etoh	{'field_series': 'CDS', 'field_number': '3507'}		guanidine thiocyanate	True	161.0		41	1	C	4	5.0	True	H1		gekkonid_lab_work.txt/ku_freezer.txt
KU	304939	RMB	6060	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-H2	True	liver	etoh	{}		guanidine thiocyanate	True	90.4		337	3	C	8	5.0	False		2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
		CDSGS	39	Gekko	mindorensis	Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-80-LOOSE	True	liver	etoh	{}		guanidine thiocyanate	True	294.0		288	3	E	3	5.0	True	C1		gekkonid_lab_work.txt/ku_freezer.txt
KU	330197	RMB	15212	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-416-E5	True	liver	etoh	{}		guanidine thiocyanate	True	31.4		107	1	A	10	5.0	False		2011-07-28	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	329346	RMB	13902	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-417-F6	True	liver	etoh	{}		guanidine thiocyanate	True	39.8		94	1	A	9	5.0	False		2011-06-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	315347	RMB	8765	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-C4	True	liver	etoh	{}		guanidine thiocyanate	True	117.0		329	3	E	7	5.0	False		2008-01-07	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310112	RMB	8416	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-G7	True	liver	etoh	{}		guanidine thiocyanate	True	79.1		58	1	G	5	5.0	False		2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310098	RMB	8417	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-G8	True	liver	etoh	{}		guanidine thiocyanate	True	27.8		59	1	H	5	5.0	False		2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307064	RMB	6449	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-D9	True	liver	etoh	{}		guanidine thiocyanate	True	251.0		296	3	C	4	5.0	False		2006-10-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320346	CDS	3751	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-C1	True	liver	etoh	{}		guanidine thiocyanate	True	57.9		75	1	C	7	5.0	False			ku_freezer.txt/ku_gekkonid_tissues.txt
