catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	paic	locality	lat	long	tissue	tissue_sample.found	tissue_sample.material	tissue_sample.preservative	tissue_sample.tube_data	tissue_sample.notes	extraction.protocol	extraction.rnase	extraction.qubit	extraction.notes	extraction.gel_lane	extraction.plate	extraction.row	extraction.column	extraction.dilution	cam_extract	cam_extract_cell	date	source
KU	309326	RMB	7757	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-191-C1	True	liver	etoh	{}		guanidine thiocyanate	True	404.0		165	2	F	3	5.0	False		2007-03-28	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302727	CDS	757	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-49	True	liver	etoh	{}		guanidine thiocyanate	True	58.6		269	3	H	1	5.0	True	C7	2001-01-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302726	CDS	755	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-47	True	liver	etoh	{}		guanidine thiocyanate	True	28.9		268	3	G	1	5.0	True	D8	2001-01-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	305135	CDS	754	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-46	True	liver	etoh	{}	Tube reads “Hemidactylus Masbate”	guanidine thiocyanate	True	30.5		267	3	F	1	5.0	False		2005-01-25	ku_gekkonid_tissues.txt
KU	307059	RMB	6425	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-B3	True	liver	etoh	{}		guanidine thiocyanate	True	47.1		291	3	H	3	5.0	False		2006-09-29	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328372	RMB	13589	Gekko	carusadensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322000	Z-378-H4	True	liver	etoh	{}		guanidine thiocyanate	True	39.9		196	2	F	6	5.0	True	B7		ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	328371	RMB	13588	Gekko	carusadensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322000	Z-378-H3	True	liver	etoh	{}		guanidine thiocyanate	True	6.92		195	2	E	6	5.0	True	B6		ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302680	CDS	610	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-57	True	liver	etoh	{}		guanidine thiocyanate	True	79.1		237	2	G	10	5.0	True	D9	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	320347	CDS	3752	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-C2	True	liver	etoh	{}		guanidine thiocyanate	True	14.3		76	1	D	7	5.0	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	315341	RMB	8762	Cyrtodactylus	philippinicus	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-C1	True	liver	etoh	{}		guanidine thiocyanate	True	19.7		161	2	D	3	5.0	False		2008-01-07	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330192	RMB	15052	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-414-E8	True	liver	etoh	{}		guanidine thiocyanate	True	116.0		103	1	F	9	5.0	False		2011-07-21	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302673	CDS	591	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-37	True	liver	etoh	{}		guanidine thiocyanate	True	82.4		234	2	D	10	5.0	True	A2	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302672	CDS	590	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-36	True	liver	etoh	{}		guanidine thiocyanate	True	70.8		233	2	C	10	5.0	True	E7	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302639	CDS	173	Cyrtodactylus	philippinicus	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.7609167	122.0411833	E-61-7	True	liver	etoh	{}		guanidine thiocyanate	True	122.0		143	2	H	1	5.0	False		2000-10-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313987	RMB	9584	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I4	True	liver	etoh	{}		guanidine thiocyanate	True	358.0		312	3	H	5	5.0	False		2008-06-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304937	RMB	6058	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-G9	True	liver	etoh	{}		guanidine thiocyanate	True	95.4		335	3	A	8	5.0	False		2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304849	RMB	5970	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H4	True	liver	etoh	{}		guanidine thiocyanate	True	74.4		210	2	A	8	5.0	False		2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304850	RMB	5971	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H5	True	liver	etoh	{}	tube side labeled 5970, but top is correct	guanidine thiocyanate	True	42.2		378	3	G	11	5.0	False		2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304610	RMB	5730	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-108-G9	True	liver	etoh	{}		guanidine thiocyanate	True	264.0		347	3	C	9	5.0	False		2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305569	CWL	89	Cyrtodactylus	annulatus	Philippines	Cebu	Visayan	Cebu Province; Municipality of Alcoy; Barangay Nug-as, CBCF field station	9.7136800	123.4467200	I-125-66	True	liver	etoh	{}		guanidine thiocyanate	True	83.2		14	1	C	2	5.0	False		2006-06-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307065	RMB	6479	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-H3	True	liver	etoh	{}		guanidine thiocyanate	True	51.5		297	3	D	4	5.0	False		2006-10-06	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302679	CDS	609	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-56	True	liver	etoh	{}		guanidine thiocyanate	True	404.0		236	2	F	10	5.0	True	D8	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	315340	RMB	8761	Cyrtodactylus	philippinicus	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-B9	True	liver	etoh	{}		guanidine thiocyanate	True	143.0		160	2	C	3	5.0	True	I5	2008-01-07	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	310802	CDS	3047	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8025500	125.2927600	Q-253-E6	True	liver	etoh	{}		guanidine thiocyanate	True	5.11		176	2	F	4	5.0	False		2007-10-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307453	RMB	6261	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525500	121.9683167	I-135-11	True	liver	etoh	{}		guanidine thiocyanate	True	45.5		153	2	F	2	5.0	False		2006-07-22	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307452	RMB	6260	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525500	121.9683167	I-135-10	True	liver	etoh	{}		guanidine thiocyanate	True	356.0		152	2	E	2	5.0	False		2006-07-22	ku_freezer.txt/ku_gekkonid_tissues.txt
		RMB	7716	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-G5	True	liver	etoh	{}		guanidine thiocyanate	True	56.6		30	1	E	3	5.0	False			ku_freezer.txt
KU	302641	CDS	1550	Cyrtodactylus	philippinicus	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.7608100	122.0397400	G-99-G1	True	liver	etoh	{}		guanidine thiocyanate	True	67.7		145	2	B	2	5.0	False		2001-11-24	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330794	CDS	5627	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-396-A6	True	liver	etoh	{}		guanidine thiocyanate	True	129.0		119	1	C	11	5.0	False		2011-05-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302635	CDS	1442	Cyrtodactylus	philippinicus	Philippines	Sibuyan	Romblon	Romblon Province; Municipaity of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.6643500	E-75-43	True	liver	etoh	{}		guanidine thiocyanate	True	226.0		157	2	H	2	5.0	True	C3	2001-03-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	313821	RMB	9749	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-D3	True	liver	etoh	{}		guanidine thiocyanate	True	25.4		113	1	F	10	5.0	False		2008-06-24	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314015	RMB	9570	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G8	True	liver	etoh	{}		guanidine thiocyanate	True	358.0		369	3	A	11	5.0	False		2008-06-07	ku_gekkonid_tissues.txt
KU	328373	RMB	13590	Gekko	carusadensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322000	Z-378-H5	True	liver	etoh	{}		guanidine thiocyanate	True	5.26		197	2	G	6	5.0	True	B8		ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	328374	RMB	13591	Gekko	carusadensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322000	Z-388-D2	True	liver	etoh	{}		guanidine thiocyanate	True	68.0		198	2	H	6	5.0	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314018	RMB	9574	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-H3	True	liver	etoh	{}		guanidine thiocyanate	True	26.8		372	3	B	11	5.0	False		2008-06-07	ku_gekkonid_tissues.txt
KU	313983	RMB	9575	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-H4	True	liver	etoh	{}		guanidine thiocyanate	True	212.0		308	3	G	5	5.0	False		2008-06-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302686	CDS	102	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-15	True	liver	etoh	{}		guanidine thiocyanate	True	193.0		241	2	C	11	5.0	True	E1	2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	310801	CDS	3030	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8025500	125.2927600	Q-253-C7	True	liver	etoh	{}		guanidine thiocyanate	True	18.9		175	2	E	4	5.0	False		2007-10-22	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302684	CDS	100	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-13	True	liver	etoh	{}		guanidine thiocyanate	True	166.0		239	2	A	11	5.0	True	C3	2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302685	CDS	101	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-14	True	liver	etoh	{}		guanidine thiocyanate	True	8.58		240	2	B	11	5.0	True	D9	2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	322261	RMB	12584	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-308-B9	True	liver	etoh	{}		guanidine thiocyanate	True	68.5		188	2	G	5	5.0	False		2009-06-07	ku_gekkonid_tissues.txt
		SP	6906	Cyrtodactylus	baluensis	Malaysia	Kinabalu		Mt. Kinabalu Park; Kinabalu headquarters; ; CDS3539			R-270-B1	True	liver	etoh	{'field_series': 'CDS', 'field_number': '3539'}		guanidine thiocyanate	True	237.0		42	1	D	4	5.0	True	H2		gekkonid_lab_work.txt/ku_freezer.txt
KU	307647	RMB	6320	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-69	True	liver	etoh	{}		guanidine thiocyanate	True	200.0		386	3	D	12	5.0	False		2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302723	CDS	278	Gekko	mindorensis	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-38	True	liver	etoh	{}		guanidine thiocyanate	True	20.1		286	3	D	3	5.0	True	B3	2000-10-26	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	325836	RMB	13579	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.4970000	121.2090000	Y-369-H4	True	liver	etoh	{}		guanidine thiocyanate	True	15.4		358	3	A	10	5.0	False		2010-01-17	ku_gekkonid_tissues.txt
		PNM/CMNH H	1292	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-145-F9	True	liver	frozen	{}		guanidine thiocyanate	True	132.0		19	1	F	2	5.0	False			ku_freezer.txt
KU	310799	CDS	2967	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8025500	125.2927600	Q-252-E7	True	liver	etoh	{}		guanidine thiocyanate	True	9.77		173	2	C	4	5.0	True	A4	2007-10-22	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	325816	RMB	13510	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.4620000	121.2200000	Y-368-I7	True	liver	etoh	{}		guanidine thiocyanate	True	155.0		128	1	B	12	5.0	False		2010-01-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302722	CDS	277	Gekko	mindorensis	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-37	True	liver	etoh	{}		guanidine thiocyanate	True	219.0		285	3	C	3	5.0	True	C5	2000-10-26	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304846	RMB	5967	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H1	True	liver	etoh	{}		guanidine thiocyanate	True	261.0		377	3	F	11	5.0	False		2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319844	RMB	11670	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay Tulosa, Sitio Santa Clara, Cabo Negro Outpost	7.1080000	122.1190000	V-323-C3	True	liver	rnalater	{}		guanidine thiocyanate	True	226.0		51	1	C	5	5.0	False		2009-04-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307646	RMB	6319	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-68	True	liver	etoh	{}		guanidine thiocyanate	True	15.0		385	3	C	12	5.0	False		2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307645	RMB	6318	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-67	True	liver	etoh	{}		guanidine thiocyanate	True	12.0		384	3	B	12	5.0	False		2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307644	RMB	6317	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-66	True	liver	etoh	{}		guanidine thiocyanate	True	14.7		383	3	A	12	5.0	False		2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	329351	RMB	13964	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-418-D3	True	liver	etoh	{}		guanidine thiocyanate	True	300.0		98	1	C	9	5.0	False		2011-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319653	RMB	11302	Cyrtodactylus	annulatus	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay La Paz, Sitio Nancy	7.0850000	122.0270000	V-318-G1	True	liver	rnalater	{}		guanidine thiocyanate	True	171.0		27	1	B	3	5.0	False		2009-04-05	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307641	RMB	6314	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-63	True	liver	etoh	{}		guanidine thiocyanate	True	17.7		380	3	H	11	5.0	False		2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304848	RMB	5969	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H3	True	liver	etoh	{}		guanidine thiocyanate	True	334.0		209	2	H	7	5.0	False		2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304847	RMB	5968	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-H2	True	liver	etoh	{}		guanidine thiocyanate	True	70.6		208	2	G	7	5.0	False		2006-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304609	RMB	5729	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-108-G8	True	liver	etoh	{}		guanidine thiocyanate	True	19.3		346	3	B	9	5.0	False		2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
		NOSERIES	6433	Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	True	liver	etoh	{}		guanidine thiocyanate	True	41.6		390	3	H	12	5.0	False			ku_freezer.txt
KU	302669	CDS	1230	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.7210500	121.3824167	D-51-73	True	liver	etoh	{}		guanidine thiocyanate	True	413.0		279	3	G	2	5.0	True	D8	2001-03-11	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302670	CDS	1231	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.7210500	121.3824167	D-51-74	True	liver	etoh	{}		guanidine thiocyanate	True	16.5		280	3	H	2	5.0	True	D6	2001-03-11	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	309329	RMB	7842	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-C1	True	liver	etoh	{}		guanidine thiocyanate	True	105.0		168	2	G	3	5.0	True	H1	2007-03-31	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
		RMB	7722	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-H2	True	liver	etoh	{}		guanidine thiocyanate	True	86.5		34	1	G	3	5.0	False			ku_freezer.txt
KU	307451	RMB	6259	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525500	121.9683167	I-135-9	True	liver	etoh	{}		guanidine thiocyanate	True	71.1		151	2	D	2	5.0	False		2006-07-22	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	300198	CDS	156	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-70	True	liver	etoh	{}		guanidine thiocyanate	True	46.9		212	2	C	8	5.0	False		2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304673	RMB	5793	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-109-F9	True	liver	etoh	{}		guanidine thiocyanate	True	365.0		351	3	E	9	5.0	False		2006-03-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314012	RMB	9567	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G5	True	liver	etoh	{}		guanidine thiocyanate	True	36.5		366	3	G	10	5.0	False		2008-06-07	ku_gekkonid_tissues.txt
KU	304608	RMB	5728	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-108-G7	True	liver	etoh	{}		guanidine thiocyanate	True	176.0		345	3	A	9	5.0	False		2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313981	RMB	9560	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F7	True	liver	etoh	{}	tube reads “4560” but is in sequence and reads “Gekko”	guanidine thiocyanate	True	530.0		319	3	F	6	5.0	False		2008-06-06	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309366	RMB	8220	Cyrtodactylus	annulatus	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Mambajao; Barangay Pandan, Sito Pamahawan			Q-241-D2	True	liver	etoh	{}		guanidine thiocyanate	True	232.0		10	1	G	1	5.0	False		2007-06-18	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314807	RMB	9207	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	S-284-H8	True	liver	etoh	{}		guanidine thiocyanate	True	236.0		52	1	D	5	5.0	False		2008-07-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314013	RMB	9568	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G6	True	liver	etoh	{}		guanidine thiocyanate	True	88.7		367	3	H	10	5.0	False		2008-06-07	ku_gekkonid_tissues.txt
		RMB	7724	Cyrtodactylus	annulatus	Philippines	Palawan		Mainit			M-190-H4	True	liver	etoh	{}		guanidine thiocyanate	True	48.7		35	1	H	3	5.0	False			ku_freezer.txt
KU	325815	RMB	13367	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.4620000	121.2200000	Y-367-B8	True	liver	etoh	{}		guanidine thiocyanate	True	20.1		127	1	A	12	5.0	False		2010-01-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	325814	RMB	13366	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.4620000	121.2200000	Y-367-B7	True	liver	etoh	{}		guanidine thiocyanate	True	105.0		126	1	H	11	5.0	False		2010-01-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328815	RMB	13768	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.4053400	123.6768300	Z-382-B7	True	liver	etoh	{}		guanidine thiocyanate	True	13.1		222	2	B	9	5.0	False		2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319659	RMB	11309	Cyrtodactylus	annulatus	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay La Paz, Sitio Nancy	7.0850000	122.0270000	V-318-G8	True	liver	rnalater	{}		guanidine thiocyanate	True	420.0		28	1	C	3	5.0	False		2009-04-05	ku_gekkonid_tissues.txt
		CDSGS	41	Gekko	mindorensis	Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-80-LOOSE	True	liver	etoh	{}		guanidine thiocyanate	True	580.0		290	3	G	3	5.0	True	C2		gekkonid_lab_work.txt/ku_freezer.txt
KU	328814	RMB	13767	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.4053400	123.6768300	Z-382-B6	True	liver	etoh	{}		guanidine thiocyanate	True	21.2		221	2	A	9	5.0	False		2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
