catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island
KU	314017	RMB	9572	Lepidodactylus	balioburius	Philippines	Sabtang
KU	314018	RMB	9574	Lepidodactylus	balioburius	Philippines	Sabtang
KU	304824	RMB	5945	Luperosaurus	macgregori	Philippines	Babuyan Claro
KU	304828	RMB	5949	Luperosaurus	macgregori	Philippines	Babuyan Claro
KU	304834	RMB	5955	Luperosaurus	macgregori	Philippines	Babuyan Claro
KU	304835	RMB	5956	Luperosaurus	macgregori	Philippines	Babuyan Claro
KU	304846	RMB	5967	Luperosaurus	macgregori	Philippines	Babuyan Claro
KU	304850	RMB	5971	Luperosaurus	macgregori	Philippines	Babuyan Claro
KU	304851	RMB	5972	Luperosaurus	macgregori	Philippines	Babuyan Claro
KU	307641	RMB	6314	Pseudogekko	smaragdinus	Philippines	Polillo
KU	307642	RMB	6315	Pseudogekko	smaragdinus	Philippines	Polillo
KU	307643	RMB	6316	Pseudogekko	smaragdinus	Philippines	Polillo
KU	307644	RMB	6317	Pseudogekko	smaragdinus	Philippines	Polillo
KU	307645	RMB	6318	Pseudogekko	smaragdinus	Philippines	Polillo
KU	307646	RMB	6319	Pseudogekko	smaragdinus	Philippines	Polillo
KU	307647	RMB	6320	Pseudogekko	smaragdinus	Philippines	Polillo
LSUHC	5042	LSUHC	5042	Ptychozoon	kuhli	Malaysia	Pulau Tioman
		NOSERIES	3835	Ptychozoon	kuhli	Malaysia	Pulau Tioman
		NOSERIES	4679	Ptychozoon	kuhli	Malaysia	Pulau Tioman
		NOSERIES	6433	Ptychozoon	kuhli	Malaysia	Pulau Tioman
LSUHC	5742	LSUHC	5742	Ptychozoon	lionotum	West Malaysia	Pulau Pinang
		NOSERIES	5539	Ptychozoon	lionotum	West Malaysi	Pulau Sibu
		NOSERIES	5783	Ptychozoon	lionotum	West Malaysi	Pulau Sibu
LSUHC	5597	LSUHC	5597	Ptychozoon	lionotum	West Malaysia	Pulau Sibu
LSUHC	6437	LSUHC	6437	Ptychozoon	lionotum	West Malaysi	Pulau Tioman
