box	cell	catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	paic	locality	lat	long	tissue	cam_extract	date	source
382	B5	KU	328813	RMB	13766	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.4053400	123.6768300	Z-382-B5	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B3	KU	328812	RMB	13764	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.4053400	123.6768300	Z-382-B3	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
312	F9	KU	320350	CDS	3869	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-F9	False		ku_freezer.txt/ku_gekkonid_tissues.txt
312	F8	KU	320392	CDS	3868	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-F8	False		ku_freezer.txt/ku_gekkonid_tissues.txt
263	A2	KU	326518	RMB	8870	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Poblacion			R-263-A2	False	2008-04-06	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B6	KU	328814	RMB	13767	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.4053400	123.6768300	Z-382-B6	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
312	F7	KU	320391	CDS	3867	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-F7	False		ku_freezer.txt/ku_gekkonid_tissues.txt
312	F6	KU	320390	CDS	3866	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-F6	False		ku_freezer.txt/ku_gekkonid_tissues.txt
51	72	KU	302668	CDS	1229	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon	12.7210500	121.3824167	D-51-72	True	2001-03-11	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
413	D2	KU	330190	RMB	14955	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-413-D2	False	2011-07-20	ku_freezer.txt/ku_gekkonid_tissues.txt
135	69	KU	307647	RMB	6320	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-69	False	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt
416	E4	KU	330196	RMB	15211	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-416-E4	False	2011-07-28	ku_freezer.txt/ku_gekkonid_tissues.txt
416	E5	KU	330197	RMB	15212	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-416-E5	False	2011-07-28	ku_freezer.txt/ku_gekkonid_tissues.txt
252	G6	KU	310800	CDS	2984	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8025500	125.2927600	Q-252-G6	False	2007-10-22	ku_freezer.txt/ku_gekkonid_tissues.txt
378	I5	LSUHC	5742	LSUHC	5742	Ptychozoon	lionotum	West Malaysia	Pulau Pinang		West Malaysia, Penang, Pulau Pinang, above Botanical Gardens			Z-378-I5	False		ku_freezer.txt/LSUHC_geckos.txt
263	H6	KU	326525	RMB	8936	Cyrtodactylus	gubaot	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H6	False	2008-04-16	ku_freezer.txt/ku_gekkonid_tissues.txt
261	B2	KU	315346	RMB	8754	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-B2	True	2008-01-06	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
150	B8	KU	307061	RMB	6430	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-B8	True	2006-09-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
150	B9	KU	307062	RMB	6431	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-B9	False	2006-09-30	ku_freezer.txt/ku_gekkonid_tissues.txt
75	57	KU	305137	CDS	1459	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-57	False	2005-01-25	ku_gekkonid_tissues.txt
20/220	A5/F5/A6	KU	309335	RMB	3118	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	B/O-20/220-A5/F5/A6	False	2007-04-01	ku_freezer.txt/ku_gekkonid_tissues.txt
243	I9	KU	310101	RMB	8436	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-I9	False	2007-08-03	ku_freezer.txt/ku_gekkonid_tissues.txt
403	G6	KU	329530	RMB	14180	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Ilocos Norte Province; Municipality of Adams; Barangay Adams, Site 1, Mt. Pao	-18.4380000	120.8780000	AA-403-G6	False	2011-06-18	ku_freezer.txt/ku_gekkonid_tissues.txt
313	E2	KU	320395	CDS	3935	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-313-E2	False		ku_freezer.txt/ku_gekkonid_tissues.txt
76	26	KU	303912	RMB	5006	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.7210500	121.3824167	F-76-26	False	2005-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
76	25	KU	303911	RMB	5005	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.7210500	121.3824167	F-76-25	False	2005-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
69	5	KU	302742	CDS	792	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-69-5	True	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
69	4	KU	302741	CDS	791	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-69-4	True	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
69	3	KU	302740	CDS	790	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-69-3	False	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt
81	LOOSE			CDSGS	40	Gekko	mindorensis	Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-81-LOOSE	True		ku_freezer.txt/gekkonid_lab_work.txt
191	C1	KU	309326	RMB	7757	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-191-C1	False	2007-03-28	ku_freezer.txt/ku_gekkonid_tissues.txt
117	G9	KU	304937	RMB	6058	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-G9	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
117	H1	KU	304938	RMB	6059	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-H1	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
117	G3	KU	304931	RMB	6052	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-G3	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
313	D8	KU	320351	CDS	3932	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-313-D8	False		ku_freezer.txt/ku_gekkonid_tissues.txt
117	G6	KU	304934	RMB	6055	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-G6	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
117	G7	KU	304935	RMB	6056	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-G7	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
117	G8	KU	304936	RMB	6057	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-G8	False	2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
324	B7	KU	319662	RMB	11747	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-324-B7	False	2009-04-10	ku_freezer.txt/ku_gekkonid_tissues.txt
324	B6	KU	319661	RMB	11746	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-324-B6	False	2009-04-10	ku_freezer.txt/ku_gekkonid_tissues.txt
324	B5	KU	319660	RMB	11745	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-324-B5	False	2009-04-10	ku_freezer.txt/ku_gekkonid_tissues.txt
177	E4	KU	308552	ELR	1010	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan, Local Name " Matingaram"	13.4630556	120.4122222	L-177-E4	False	2007-01-08	ku_gekkonid_tissues.txt
178	B4	KU	308555	ELR	1013	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan	13.4491667	120.4241667	L-178-B4	False	2007-01-08	ku_gekkonid_tissues.txt
192	A5	KU	309331	RMB	7828	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A5	True	2007-03-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
192	A6	KU	309328	RMB	7829	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A6	True	2007-03-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
143	B5			PNM/CMNH H	1291	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-143-B5	False		ku_freezer.txt
143	C9			PNM/CMNH H	1290	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-143-C9	False		ku_freezer.txt
143	D7			PNM/CMNH H	1293	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-143-D7	False		ku_freezer.txt
145	F9			PNM/CMNH H	1292	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-145-F9	False		ku_freezer.txt
74	48	KU	302730	CDS	64	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-48	True	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
74	49	KU	302731	CDS	65	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-49	True	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
74	50	KU	302732	CDS	66	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-50	True	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
144	A4			PNM/CMNH H	1298	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-144-A4	False		ku_freezer.txt
311	C1	KU	320346	CDS	3751	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-C1	False		ku_freezer.txt/ku_gekkonid_tissues.txt
287	C2	KU	314003	RMB	9528	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.4700000	-121.9910000	T-287-C2	False	2008-05-31	ku_gekkonid_tissues.txt
311	C2	KU	320347	CDS	3752	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-C2	False		ku_freezer.txt/ku_gekkonid_tissues.txt
287	C1	KU	314002	RMB	9527	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.4700000	-121.9910000	T-287-C1	False	2008-05-30	ku_gekkonid_tissues.txt
66	37	KU	302673	CDS	591	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-37	True	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
		KU	331230	MEW	95	Cyrtopodion	elongatus	Mongolia			Omnogovi; ; Gurvantes Soum	43.5840000	100.0660000		False	2010-07-09	ku_gekkonid_tissues.txt
		KU	331231	MEW	98	Cyrtopodion	elongatus	Mongolia			Omnogovi; ; Gurvantes Soum	43.5840000	100.0660000		False	2010-07-09	ku_gekkonid_tissues.txt
		KU	331232	MEW	99	Cyrtopodion	elongatus	Mongolia			Omnogovi; ; Gurvantes Soum	43.5840000	100.0660000		False	2010-07-09	ku_gekkonid_tissues.txt
111	F6	KU	304833	RMB	5954	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F6	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F7	KU	304834	RMB	5955	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F7	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F8	KU	304835	RMB	5956	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F8	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F9	KU	304836	RMB	5957	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F9	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F5	KU	304832	RMB	5953	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F5	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
99	H1	KU	302643	CDS	1559	Cyrtodactylus	philippinicus	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; Barangay Duyong	11.7608100	122.0397400	G-99-H1	True	2001-11-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
192	D9	KU	309330	RMB	7859	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-D9	False	2007-03-31	ku_freezer.txt/ku_gekkonid_tissues.txt
49	22	KU	303849	RMB	5185	Cyrtodactylus	philippinicus	Philippines	Sibuyan	Romblon	Romblon Province; Municipality of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.6643500	D-49-22	True	2005-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
49	21	KU	303848	RMB	5184	Cyrtodactylus	philippinicus	Philippines	Sibuyan	Romblon	Romblon Province; Municipality of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.6643500	D-49-21	True	2005-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
272	G1	KU	313815	RMB	9693	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-272-G1	False	2008-06-23	ku_freezer.txt/ku_gekkonid_tissues.txt
149	D9	KU	307048	RMB	6371	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-D9	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
149	D8	KU	307047	RMB	6370	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-D8	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
149	E2	KU	307050	RMB	6373	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E2	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
149	E1	KU	307049	RMB	6372	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E1	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
149	E4	KU	307052	RMB	6375	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E4	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
149	E3	KU	307051	RMB	6374	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E3	False	2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
135	23	KU	307454	RMB	6273	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-23	False	2006-07-23	ku_freezer.txt/ku_gekkonid_tissues.txt
339	I6	KU	324367	CDS	4583	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	W-339-I6	False	2009-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
66	57	KU	302680	CDS	610	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-57	True	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
60	12	KU	302683	CDS	99	Gekko	mindorensis	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Guinsiliban; Barangay Cabuan			D-60-12	False	2000-10-05	ku_freezer.txt/ku_gekkonid_tissues.txt
66	36	KU	302672	CDS	590	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-36	True	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
272	H4	KU	313816	RMB	9705	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-272-H4	False	2008-06-24	ku_freezer.txt/ku_gekkonid_tissues.txt
261	C3	KU	315343	RMB	8764	Cyrtodactylus	philippinicus	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-C3	True	2008-01-07	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
261	C4	KU	315347	RMB	8765	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-C4	False	2008-01-07	ku_freezer.txt/ku_gekkonid_tissues.txt
261	B9	KU	315340	RMB	8761	Cyrtodactylus	philippinicus	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-B9	True	2008-01-07	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
261	C1	KU	315341	RMB	8762	Cyrtodactylus	philippinicus	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-C1	False	2008-01-07	ku_freezer.txt/ku_gekkonid_tissues.txt
261	C2	KU	315342	RMB	8763	Cyrtodactylus	philippinicus	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-C2	True	2008-01-07	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
348	B5	KU	324373	CDS	4763	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-348-B5	False	2009-08-03	ku_freezer.txt/ku_gekkonid_tissues.txt
378	H5	KU	328373	RMB	13590	Gekko	carusadensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322000	Z-378-H5	True		ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
76	6	KU	303909	RMB	4981	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.7210500	121.3824167	F-76-6	False	2005-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
76	7	KU	303910	RMB	4982	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.7210500	121.3824167	F-76-7	False	2005-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
249	C4	KU	310797	CDS	2703	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8312000	125.2790500	Q-249-C4	False	2007-10-17	ku_freezer.txt/ku_gekkonid_tissues.txt
253	C7	KU	310801	CDS	3030	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8025500	125.2927600	Q-253-C7	False	2007-10-22	ku_freezer.txt/ku_gekkonid_tissues.txt
317	G9	KU	319651	RMB	11229	Cyrtodactylus	annulatus	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay La Paz, Sitio Nancy	7.0850000	122.0270000	V-317-G9	False	2009-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
413	D3	KU	330191	RMB	14956	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.2360000	122.1040000	AB-413-D3	False	2011-07-20	ku_freezer.txt/ku_gekkonid_tissues.txt
340	G5	KU	324377	CDS	4342	Cyrtodactylus	philippinicus	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.6759900	123.1877700	W-340-G5	False	2009-07-21	ku_freezer.txt/ku_gekkonid_tissues.txt
340	G4	KU	324376	CDS	4341	Cyrtodactylus	philippinicus	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.6759900	123.1877700	W-340-G4	False	2009-07-21	ku_freezer.txt/ku_gekkonid_tissues.txt
109	F8	KU	304672	RMB	5792	Cyrtodactylus	philippinicus	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-109-F8	False	2006-03-08	ku_freezer.txt/ku_gekkonid_tissues.txt
109	F9	KU	304673	RMB	5793	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-109-F9	False	2006-03-08	ku_freezer.txt/ku_gekkonid_tissues.txt
287	G5	KU	314012	RMB	9567	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G5	False	2008-06-07	ku_gekkonid_tissues.txt
109	F7	KU	304671	RMB	5791	Cyrtodactylus	philippinicus	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-109-F7	False	2006-03-07	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F8	KU	313982	RMB	9561	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F8	False	2008-06-06	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F7	KU	313981	RMB	9560	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F7	False	2008-06-06	ku_freezer.txt/ku_gekkonid_tissues.txt
