box	cell	catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	paic	locality	lat	long	tissue	cam_extract	date	source
284	H8	KU	314807	RMB	9207	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	S-284-H8	False	2008-07-09	ku_freezer.txt/ku_gekkonid_tissues.txt
287	G7	KU	314014	RMB	9569	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G7	False	2008-06-07	ku_gekkonid_tissues.txt
287	G6	KU	314013	RMB	9568	Lepidodactylus	balioburius	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G6	False	2008-06-07	ku_gekkonid_tissues.txt
24		LSUHC	5042	LSUHC	5042	Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Sungai Mentawak			B-24-None	False		ku_freezer.txt
388	D2	KU	328374	RMB	13591	Gekko	carusadensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322000	Z-388-D2	False		ku_freezer.txt/ku_gekkonid_tissues.txt
323	H2	KU	319845	RMB	11714	Cyrtodactylus	annulatus	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-323-H2	False	2009-04-11	ku_freezer.txt/ku_gekkonid_tissues.txt
192	F4	KU	309627	RMB	7873	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Boundary of Barangay Samarinana and Saubg: Mt. Mantalingahan: Area "Pitang"	8.7637167	117.6867000	M-192-F4	False	2007-04-01	ku_freezer.txt/ku_gekkonid_tissues.txt
311	F1	KU	320348	CDS	3781	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-F1	False		ku_freezer.txt/ku_gekkonid_tissues.txt
54	LOOSE			NOSERIES	5783	Ptychozoon	lionotum	West Malaysi	Pulau Sibu		West Malaysia, Johor, Pulau Sibu			D-54-LOOSE	False		ku_freezer.txt
263	H2	KU	326521	RMB	8932	Cyrtodactylus	gubaot	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H2	False	2008-04-16	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B9	KU	328817	RMB	13770	Gekko	gecko	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.4053400	123.6768300	Z-382-B9	False	2011-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt
60	75	KU	300201	CDS	161	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-75	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
60	77	KU	300202	CDS	163	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	D-60-77	False	2004-10-15	ku_freezer.txt/ku_gekkonid_tissues.txt
369	H3	KU	325835	RMB	13578	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.4970000	121.2090000	Y-369-H3	False	2010-01-17	ku_gekkonid_tissues.txt
369	H4	KU	325836	RMB	13579	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.4970000	121.2090000	Y-369-H4	False	2010-01-17	ku_gekkonid_tissues.txt
379	B6	LSUHC	7289	LSUHC	7289	Gekko	monarchus	West Malaysia	Pulau Aur		Johor			Z-379-B6	False		ku_freezer.txt
135	81	KU	307455	RMB	6332	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-81	True	2006-07-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
369	G5	KU	325817	RMB	13571	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.4620000	121.2200000	Y-369-G5	False	2010-01-15	ku_freezer.txt/ku_gekkonid_tissues.txt
369	H1	KU	325834	RMB	13576	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.4970000	121.2090000	Y-369-H1	False	2010-01-17	ku_gekkonid_tissues.txt
150	D7	KU	306613	RMB	6447	Cyrtodactylus	philippinicus	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay			K-150-D7	True	2006-10-01	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
111	A5	KU	304786	RMB	5907	Cyrtodactylus	philippinicus	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name "Asked"			H-111-A5	True	2006-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
111	A4	KU	304785	RMB	5906	Cyrtodactylus	philippinicus	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name "Asked"			H-111-A4	False	2006-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
111	A3	KU	304784	RMB	5905	Cyrtodactylus	philippinicus	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name "Asked"			H-111-A3	True	2006-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
273	D3	KU	313821	RMB	9749	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-D3	False	2008-06-24	ku_freezer.txt/ku_gekkonid_tissues.txt
273	D2	KU	313820	RMB	9748	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-D2	False	2008-06-24	ku_freezer.txt/ku_gekkonid_tissues.txt
273	C8	KU	313819	RMB	9745	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-C8	False	2008-06-25	ku_freezer.txt/ku_gekkonid_tissues.txt
381	F3	KU	328808	RMB	13720	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, "Sugcad Plaza"	13.4050800	123.6388200	Z-381-F3	False	2011-01-05	ku_freezer.txt/ku_gekkonid_tissues.txt
273	C3	KU	313818	RMB	9740	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-C3	False	2008-06-24	ku_freezer.txt/ku_gekkonid_tissues.txt
150	B7	KU	307060	RMB	6429	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-B7	True	2006-09-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
310	G6	KU	323188	RMB	12790	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.6800000	121.5290000	U-310-G6	False	2009-06-12	ku_freezer.txt/ku_gekkonid_tissues.txt
150	B3	KU	307059	RMB	6425	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-B3	False	2006-09-29	ku_freezer.txt/ku_gekkonid_tissues.txt
287	I6	KU	313989	RMB	9586	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I6	False	2008-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
287	I5	KU	313988	RMB	9585	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I5	False	2008-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
287	I4	KU	313987	RMB	9584	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I4	False	2008-06-09	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C4	KU	330782	CDS	6049	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C4	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
75	43	KU	302635	CDS	1442	Cyrtodactylus	philippinicus	Philippines	Sibuyan	Romblon	Romblon Province; Municipaity of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.6643500	E-75-43	True	2001-03-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
323	C3	KU	319844	RMB	11670	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay Tulosa, Sitio Santa Clara, Cabo Negro Outpost	7.1080000	122.1190000	V-323-C3	False	2009-04-09	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C2	KU	330781	CDS	6047	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C2	False	2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
243	H9	KU	310100	RMB	8427	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-H9	False	2007-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
261	E9	KU	315348	RMB	8789	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-E9	True	2008-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
273	C2	KU	313817	RMB	9739	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-C2	False	2008-06-24	ku_freezer.txt/ku_gekkonid_tissues.txt
69	1	KU	302738	CDS	788	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-69-1	False	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt
69	2	KU	302739	CDS	789	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-69-2	False	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt
378	H9	LSUHC	4737	LSUHC	4737	Gekko	monarchus	West Malaysia	Pulau Aur		Johor			Z-378-H9	False		ku_freezer.txt
239	B3	KU	309365	RMB	8043	Cyrtodactylus	annulatus	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Mambajao; Barangay Pandan, Sito Pamahawan			P-239-B3	False	2007-06-03	ku_freezer.txt/ku_gekkonid_tissues.txt
54	LOOSE			NOSERIES	3835	Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	False		ku_freezer.txt
189	H9	KU	309321	RMB	7648	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-H9	False	2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
189	I1	KU	309322	RMB	7649	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-I1	False	2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
189	H7	KU	309319	RMB	7646	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-H7	False	2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
189	H8	KU	309320	RMB	7647	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-H8	False	2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
192	A8	KU	309333	RMB	7831	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A8	False	2007-03-30	ku_gekkonid_tissues.txt
192	A7	KU	309332	RMB	7830	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A7	False	2007-03-30	ku_gekkonid_tissues.txt
193	D2	KU	309294	RMB	7937	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-D2	False	2007-04-04	ku_freezer.txt/ku_gekkonid_tissues.txt
143	H8			PNM/CMNH H	1289	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-143-H8	False		ku_freezer.txt
193	D3	KU	309295	RMB	7938	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Quezon; Poblacion Quezon: National Museum Complex	9.2310667	117.9937500	M-193-D3	False	2007-04-04	ku_freezer.txt/ku_gekkonid_tissues.txt
288	E3	KU	310796	CDS	2645	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8312000	125.2790500	T-288-E3	False	2007-10-13	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F5	KU	313980	RMB	9558	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F5	False	2008-06-06	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F1	KU	313978	RMB	9554	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F1	False	2008-06-05	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F2	KU	313979	RMB	9555	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F2	False	2008-06-05	ku_freezer.txt/ku_gekkonid_tissues.txt
287	E8	KU	313977	RMB	9552	Gekko	porosus	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-E8	False	2008-06-05	ku_freezer.txt/ku_gekkonid_tissues.txt
80	LOOSE			CDSGS	39	Gekko	mindorensis	Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-80-LOOSE	True		ku_freezer.txt/gekkonid_lab_work.txt
380	H9	KU	328826	RMB	13663	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-H9	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H6	KU	328823	RMB	13660	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-H6	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
111	F1	KU	304828	RMB	5949	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F1	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
111	E6	KU	304824	RMB	5945	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-E6	False	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H7	KU	328824	RMB	13661	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-H7	False	2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
259	I4			NOID	1	Cyrtodactylus	baluensis	Malaysia	Borneo		Sabah			R-259-I4	False		ku_freezer.txt
259	I5			NOID	2	Cyrtodactylus	baluensis	Malaysia	Borneo		Sabah			R-259-I5	False		ku_freezer.txt
80	LOOSE			CDSGS	41	Gekko	mindorensis	Philippines	Negros		Occidental; Sipalay City; Camindangan; 9deg47.182N, 122deg30.640E			F-80-LOOSE	True		ku_freezer.txt/gekkonid_lab_work.txt
68	49	KU	302727	CDS	757	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-49	True	2001-01-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
68	47	KU	302726	CDS	755	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-47	True	2001-01-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
68	46	KU	305135	CDS	754	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-46	False	2005-01-25	ku_gekkonid_tissues.txt
68	50	KU	302728	CDS	758	Gekko	mindorensis	Philippines	Masbate	Visayan	Masbate Province; Municipality of Mandaon; Barangay Poblacion			E-68-50	True	2001-01-24	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
54	LOOSE			NOSERIES	5539	Ptychozoon	lionotum	West Malaysi	Pulau Sibu		West Malaysia, Johor, Pulau Sibu			D-54-LOOSE	False		ku_freezer.txt
176	C6	KU	308455	ELR	911	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan	13.4491667	120.4241667	L-176-C6	False	2007-01-04	ku_gekkonid_tissues.txt
108	H7	KU	304617	RMB	5737	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-108-H7	False	2006-03-07	ku_freezer.txt/ku_gekkonid_tissues.txt
108	G9	KU	304610	RMB	5730	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-108-G9	False	2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
108	H1	KU	304611	RMB	5731	Gekko	sp. b	Philippines	Camiguin Norte	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Balatabat, Local Name "Limandok"	18.9292700	121.8988100	H-108-H1	False	2006-03-06	ku_freezer.txt/ku_gekkonid_tissues.txt
61	48	KU	300203	CDS	212	Gekko	ernstkelleri	Philippines	Panay	Visayan	Antique Province; Municipality of Pandan; N/A	11.7609167	122.0411833	E-61-48	True	2004-10-18	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
135	11	KU	307453	RMB	6261	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525500	121.9683167	I-135-11	False	2006-07-22	ku_freezer.txt/ku_gekkonid_tissues.txt
135	10	KU	307452	RMB	6260	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525500	121.9683167	I-135-10	False	2006-07-22	ku_freezer.txt/ku_gekkonid_tissues.txt
396	A6	KU	330794	CDS	5627	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-396-A6	False	2011-05-08	ku_freezer.txt/ku_gekkonid_tissues.txt
62	38	KU	302723	CDS	278	Gekko	mindorensis	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-38	True	2000-10-26	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
62	39	KU	302724	CDS	279	Gekko	mindorensis	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-39	True	2000-10-26	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
252	E7	KU	310799	CDS	2967	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8025500	125.2927600	Q-252-E7	True	2007-10-22	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
62	37	KU	302722	CDS	277	Gekko	mindorensis	Philippines	Negros	Visayan	Negros Occidental Province; Municipality of Cauayan; Barangay Camalanda-an	9.8378667	122.5053667	E-62-37	True	2000-10-26	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
50	69	KU	303978	RMB	5125	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Lunas, Watershed	12.5157667	122.2827833	D-50-69	False	2005-03-20	ku_freezer.txt/ku_gekkonid_tissues.txt
50	70	KU	303977	RMB	5124	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Lunas, Watershed	12.5157667	122.2827833	D-50-70	True	2005-03-20	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
418	D4	KU	329352	RMB	13965	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-418-D4	False	2011-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
418	D3	KU	329351	RMB	13964	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-418-D3	False	2011-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
418	D5	KU	329353	RMB	13966	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-418-D5	False	2011-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
418	C9	KU	329348	RMB	13961	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-418-C9	False	2011-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
418	D2	KU	329350	RMB	13963	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-418-D2	False	2011-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
418	D1	KU	329349	RMB	13962	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333000	121.2032000	AB-418-D1	False	2011-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
192	C1	KU	309329	RMB	7842	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-C1	True	2007-03-31	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
241	D2	KU	309366	RMB	8220	Cyrtodactylus	annulatus	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Mambajao; Barangay Pandan, Sito Pamahawan			Q-241-D2	False	2007-06-18	ku_freezer.txt/ku_gekkonid_tissues.txt
367	B8	KU	325815	RMB	13367	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.4620000	121.2200000	Y-367-B8	False	2010-01-10	ku_freezer.txt/ku_gekkonid_tissues.txt
367	B7	KU	325814	RMB	13366	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.4620000	121.2200000	Y-367-B7	False	2010-01-10	ku_freezer.txt/ku_gekkonid_tissues.txt
74	15	KU	305138	CDS	31	Gekko	gigante	Philippines	South Gigante	Visayan	Iloilo Province; Muncipality of Carles; Barangay Asluman			E-74-15	True	2004-09-06	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
381	F4	KU	328809	RMB	13721	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, "Sugcad Plaza"	13.4050800	123.6388200	Z-381-F4	False	2011-01-05	ku_freezer.txt/ku_gekkonid_tissues.txt
153	F2	KU	305431	ELR	682	Cyrtodactylus	philippinicus	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay			K-153-F2	False	2006-09-18	ku_freezer.txt/ku_gekkonid_tissues.txt
153	F1	KU	305430	ELR	681	Cyrtodactylus	philippinicus	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay			K-153-F1	False	2006-09-18	ku_freezer.txt/ku_gekkonid_tissues.txt
241	B1	KU	309363	RMB	8201	Cyrtodactylus	annulatus	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Mambajao; Barangay Pandan, Sito Pamahawan			Q-241-B1	False	2007-06-16	ku_freezer.txt/ku_gekkonid_tissues.txt
73	31	KU	302650	CDS	1112	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525833	121.9682000	E-73-31	False	2001-03-01	ku_freezer.txt/ku_gekkonid_tissues.txt
