catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	paic	locality	lat	long	tissue	cam_extract	cam_extract_cell	date	source
LSUHC	4466	LSUHC	4466	Cyrtodactylus	consobrinus	West Malaysia			West Malaysia, Johor, Bunker Trail				False			LSUHC_geckos.txt
KU	328818	RMB	13655	Gekko	mindorensis	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-H1	False		2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4720	LSUHC	4720	Cyrtodactylus	pulchellus	West Malaysia			West Malaysia, Perak, Bukit Larut				False			LSUHC_geckos.txt
LSUHC	4721	LSUHC	4721	Cyrtodactylus	pulchellus	West Malaysia			West Malaysia, Perak, Bukit Larut				False			LSUHC_geckos.txt
KU	306870	RMB	6502	Gekko	gecko	Philippines	Panay	Visayan	Antique Province; ; Exact locality unknown (coordinates at center of Island)	11.3209167	122.5372667	K-151-A8	False		2006-10-08	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4461	LSUHC	4461	Cyrtodactylus	consobrinus	West Malaysia			West Malaysia, Johor, Bunker Trail				False			LSUHC_geckos.txt
KU	304931	RMB	6052	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-G3	False		2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328802	RMB	13654	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.9958300	121.9050000	Z-380-G9	False		2011-01-02	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	310799	CDS	2967	Cyrtodactylus	sumuroi	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8025500	125.2927600	Q-252-E7	True	A4	2007-10-22	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304934	RMB	6055	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-G6	False		2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304935	RMB	6056	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-G7	False		2006-03-21	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4460	LSUHC	4460	Cyrtodactylus	consobrinus	West Malaysia			West Malaysia, Johor, Bunker Trail				False			LSUHC_geckos.txt
KU	319662	RMB	11747	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-324-B7	False		2009-04-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320380	CDS	3834	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-C1	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319660	RMB	11745	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-324-B5	False		2009-04-10	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4463	LSUHC	4463	Cyrtodactylus	consobrinus	West Malaysia			West Malaysia, Johor, Bunker Trail				False			LSUHC_geckos.txt
KU	320381	CDS	3835	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-C2	False			ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4413	LSUHC	4413	Gekko	monarchus	Malaysia	Pahang		Pahang			Z-378-H6	True	G8		ku_freezer.txt/gekkonid_lab_work.txt
LSUHC	4462	LSUHC	4462	Cyrtodactylus	consobrinus	West Malaysia			West Malaysia, Johor, Bunker Trail				False			LSUHC_geckos.txt
KU	331845	RMB	15334	Gekko	gecko	Philippines	Cebu	Visayan	Cebu Province; Municipality of Argao; Mount Lantoy	9.9010000	123.5300000	AD-445-E4	False		2011-12-07	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4293	LSUHC	4293	Ptychozoon	lionotum	West Malaysia	Pulau Perhentian Besar		West Malaysia, Trengganu, Pulau Perhentian Besar				False			LSUHC_geckos.txt
LSUHC	239	LSUHC	239	Gekko	monarchus	Malaysia	Pulau Mertang Timur		Malaysia, Johor, Pulau Mertang Timur				False			LSUHC_geckos.txt
LSUHC	238	LSUHC	238	Gekko	monarchus	Malaysia	Pulau Mertang Timur		Malaysia, Johor, Pulau Mertang Timur				False			LSUHC_geckos.txt
KU	309331	RMB	7828	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A5	True	D2	2007-03-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	309328	RMB	7829	Cyrtodactylus	redimiculus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A6	True	G9	2007-03-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303966	RMB	5259	Gekko	gecko	Philippines	Lubang	Lubang	Occidental Mindoro Province; ; Municipality of Lubang, Barangay Parasio: NA	13.8486500	120.1226500	G-102-E6	False		2005-12-06	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	303965	RMB	5258	Gekko	gecko	Philippines	Lubang	Lubang	Occidental Mindoro Province; ; Municipality of Lubang, Barangay Parasio: NA	13.8486500	120.1226500	G-102-E5	False		2005-12-06	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305443	ELR	714	Gekko	gecko	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Calintaan; Barangay Malpalon			K-153-I7	False		2006-09-20	ku_gekkonid_tissues.txt
LSUHC	233	LSUHC	233	Gekko	monarchus	Malaysia	Pulau Mertang Timur		Malaysia, Johor, Pulau Mertang Timur				False			LSUHC_geckos.txt
LSUHC	235	LSUHC	235	Gekko	monarchus	Malaysia	Pulau Mertang Timur		Malaysia, Johor, Pulau Mertang Timur				False			LSUHC_geckos.txt
LSUHC	234	LSUHC	234	Gekko	monarchus	Malaysia	Pulau Mertang Timur		Malaysia, Johor, Pulau Mertang Timur				False			LSUHC_geckos.txt
LSUHC	237	LSUHC	237	Gekko	monarchus	Malaysia	Pulau Mertang Timur		Malaysia, Johor, Pulau Mertang Timur				False			LSUHC_geckos.txt
LSUHC	2967	LSUHC	2967	Cyrtodactylus	condorensis	Vietnam	Con Son		Vietnam, Ba Ria Vung Tau, Con Dao, Con Son Island				False			LSUHC_geckos.txt
KU	309281	RMB	7589	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Puerto Princessa; Barangay Irawan: Irawan Watershed	9.8379833	118.6319833	M-189-C8	False		2007-03-18	ku_gekkonid_tissues.txt
LSUHC	6192	LSUHC	6192	Ptychozoon	lionotum	West Malaysia	Pulau Sibu		West Malaysia, Johor, Pulau Sibu				False			LSUHC_geckos.txt
LSUHC	3505	LSUHC	3505	Ptychozoon	lionotum	West Malaysia			West Malaysia, Trengganu, Perhentian Besar				False			LSUHC_geckos.txt
KU	320378	CDS	3832	Gekko	mindorensis	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-312-B8	False			ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4241	LSUHC	4241	Cyrtodactylus	pulchellus	West Malaysia			West Malaysia, Perak, Bukit Larut				False			LSUHC_geckos.txt
LSUHC	6199	LSUHC	6199	Cyrtodactylus	pulchellus	West Malaysia			West Malaysia, Pahang, Cameron Highlands				False			LSUHC_geckos.txt
LSUHC	6198	LSUHC	6198	Cyrtodactylus	pulchellus	West Malaysia			West Malaysia, Pahang, Cameron Highlands				False			LSUHC_geckos.txt
LSUHC	5004	LSUHC	5004	Gekko	gecko	West Malaysia			West Malaysia, Perlis, Kuala Perlis				False			LSUHC_geckos.txt
LSUHC	5005	LSUHC	5005	Gekko	gecko	West Malaysia			West Malaysia, Perlis, Kuala Perlis				False			LSUHC_geckos.txt
KU	303912	RMB	5006	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Oriental Mindoro Province; Municipality of Bongabong; Barangay Formon, Sitio Balogbog, Cueba Simbahan	12.7210500	121.3824167	F-76-26	False		2005-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
		PNM/CMNH H	1291	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-143-B5	False			ku_freezer.txt
		PNM/CMNH H	1290	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-143-C9	False			ku_freezer.txt
KU	313822	RMB	9804	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0259200	122.4729400	S-274-A4	False		2008-06-27	ku_freezer.txt/ku_gekkonid_tissues.txt
		PNM/CMNH H	1292	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-145-F9	False			ku_freezer.txt
KU	302730	CDS	64	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-48	True	E2	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302731	CDS	65	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-49	True	F6	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	302732	CDS	66	Gekko	mindorensis	Philippines	Panay	Visayan	Capiz Province; Municipality of Pilar; Barangay Natividad			E-74-50	True	F7	2000-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303877	ELR	395	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay, Batulai, Mt. Siburan	13.7955000	120.1596500	H-114-E6	False		2006-02-15	ku_freezer.txt/ku_gekkonid_tissues.txt
		PNM/CMNH H	1298	Cyrtodactylus	annulatus	Philippines	Mindanao		Davao City Province; Municipality of Calinan; Barangay Malagos; Malagos Eagle Station			J-144-A4	False			ku_freezer.txt
LSUHC	1019	LSUHC	1019	Gekko	monarchus	Malaysia	Pulau Aur		Malaysia, Johor, Pulau Aur, Kampung Berhala				False			LSUHC_geckos.txt
KU	304802	RMB	5923	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-C3	False		2006-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320346	CDS	3751	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-C1	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320345	CDS	3750	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-B9	False			ku_freezer.txt/ku_gekkonid_tissues.txt
KU	320347	CDS	3752	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.7999500	120.1639300	U-311-C2	False			ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	5948	LSUHC	5948	Cyrtodactylus	pulchellus	West Malaysia	Pulau Pinang		West Malaysia, Penang, Pulau Pinang, Terjun Titi Kerawang				False			LSUHC_geckos.txt
KU	303952	ELR	338	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay, Batulai, Mt. Siburan	13.7955000	120.1596500	H-113-H2	False		2006-02-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304804	RMB	5925	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-C4	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3287	LSUHC	3287	Gekko	sp. b	Vietnam			Vietnam, Ca Na				False			LSUHC_geckos.txt
KU	314000	RMB	9525	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.4700000	-121.9910000	T-287-B8	False		2008-05-30	ku_gekkonid_tissues.txt
KU	314002	RMB	9527	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.4700000	-121.9910000	T-287-C1	False		2008-05-30	ku_gekkonid_tissues.txt
KU	314001	RMB	9526	Lepidodactylus	balioburius	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.4700000	-121.9910000	T-287-B9	False		2008-05-30	ku_gekkonid_tissues.txt
KU	302673	CDS	591	Gekko	mindorensis	Philippines	Caluya	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-37	True	A2	2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	331230	MEW	95	Cyrtopodion	elongatus	Mongolia			Omnogovi; ; Gurvantes Soum	43.5840000	100.0660000		False		2010-07-09	ku_gekkonid_tissues.txt
KU	322254	RMB	12578	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000	U-308-B3	False		2009-06-07	ku_gekkonid_tissues.txt
KU	308414	ELR	854	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Paluan; Barangay Harrison, Sitio Ulasan	13.4466000	120.4259000	L-175-H3	False		2007-03-02	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4021	LSUHC	4021	Cyrtodactylus	sp.	Cambodia			Cambodia, Kampot Prov., Phnom Laang				False			LSUHC_geckos.txt
LSUHC	4020	LSUHC	4020	Cyrtodactylus	sp.	Cambodia			Cambodia, Kampot Prov., Phnom Laang			D-59-LOOSE	False			LSUHC_geckos.txt
KU	331231	MEW	98	Cyrtopodion	elongatus	Mongolia			Omnogovi; ; Gurvantes Soum	43.5840000	100.0660000		False		2010-07-09	ku_gekkonid_tissues.txt
KU	331232	MEW	99	Cyrtopodion	elongatus	Mongolia			Omnogovi; ; Gurvantes Soum	43.5840000	100.0660000		False		2010-07-09	ku_gekkonid_tissues.txt
LSUHC	3370	LSUHC	3370	Luperosaurus	browni	West Malaysia			West Malaysia, Selangor, Tapah				False			LSUHC_geckos.txt
KU	314811	RMB	10006	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay Baluno, Sitio km 24	7.0175900	122.0288500	S-276-F1	False		2008-07-12	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2289	LSUHC	2289	Cyrtodactylus	brevipalmatus	Thailand			Thailand				False			LSUHC_geckos.txt
LSUHC	2288	LSUHC	2288	Cyrtodactylus	brevipalmatus	Thailand			Thailand				False			LSUHC_geckos.txt
LSUHC	2283	LSUHC	2283	Cyrtodactylus	brevipalmatus	Thailand			Thailand				False			LSUHC_geckos.txt
KU	304834	RMB	5955	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F7	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304835	RMB	5956	Luperosaurus	macgregori	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F8	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304836	RMB	5957	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F9	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304829	RMB	5950	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F2	False		2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2286	LSUHC	2286	Cyrtodactylus	brevipalmatus	Thailand			Thailand				False			LSUHC_geckos.txt
LSUHC	2285	LSUHC	2285	Cyrtodactylus	brevipalmatus	Thailand			Thailand				False			LSUHC_geckos.txt
LSUHC	2284	LSUHC	2284	Cyrtodactylus	brevipalmatus	Thailand			Thailand				False			LSUHC_geckos.txt
KU	302688	CDS	367	Gekko	gecko	Philippines	Guimaras	Visayan	Guimaras Province; Municipality of Buenavista; Barangay Mclain	10.6924667	122.6556167	E-63-55	False		2000-11-08	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309325	RMB	7721	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-190-H1	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319661	RMB	11746	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9922333	122.0604333	V-324-B6	False		2009-04-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	323193	RMB	12838	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.6800000	121.5290000	W-343-C9	False		2009-06-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324368	CDS	4622	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	X-346-D8	False		2009-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307053	RMB	6385	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Manolong Creek	19.0850000	121.2410000	J-149-F5	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307054	RMB	6386	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.0850000	121.2410000	J-149-F6	True	C5	2006-09-15	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	307055	RMB	6387	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.0850000	121.2410000	J-149-F7	False		2006-09-15	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309365	RMB	8043	Cyrtodactylus	annulatus	Philippines	Camiguin Sur	Mindanao	Camiguin Province; Municipality of Mambajao; Barangay Pandan, Sito Pamahawan			P-239-B3	False		2007-06-03	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302695	CDS	720	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; Municipality of Caluya; Barangay Tinogboc			E-68-11	False		2000-11-18	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305440	ELR	711	Gekko	gecko	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Calintaan; Barangay Malpalon			K-153-I4	False		2006-09-20	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304160	CDS	685	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; ; Municipality of Caluya, Barangay Tinoboc			E-67-56	False		2004-11-17	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302692	CDS	684	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; Municipality of Caluya; Barangay Tinogboc	12.0228000	121.4141333	E-67-55	False		2000-11-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302694	CDS	687	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; Municipality of Caluya; Barangay Tinogboc			E-67-58	False		2000-11-17	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302693	CDS	686	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; Municipality of Caluya; Barangay Tinogboc			E-67-57	False		2000-11-17	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3396	LSUHC	3396	Cyrtodactylus	chuyangsinensis	Vietnam			Vietnam, Chu Yang Sin National Park				False			LSUHC_geckos.txt
KU	307056	RMB	6389	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Manolong Creek	19.0850000	121.2410000	J-149-F9	False		2006-09-15	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	4815	LSUHC	4815	Gekko	smithii	West Malaysia			West Malaysia, Pahang, Tasik Chini				False			LSUHC_geckos.txt
KU	303959	ELR	394	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay, Batulai, Mt. Siburan	13.7955000	120.1596500	H-114-E5	True	F8	2006-02-15	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	314091	RMB	9418	Hemiphyllodactylus	typus	Philippines	Mindanao	Mindanao	Agusan del Sur Province; Municipality of San Francisco; Barangay Kaimpugan, Agusan Marsh	8.4036111	125.8777778	R-270-B5	False		2008-04-28	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	303849	RMB	5185	Cyrtodactylus	philippinicus	Philippines	Sibuyan	Romblon	Romblon Province; Municipality of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.6643500	D-49-22	True	C3	2005-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	303848	RMB	5184	Cyrtodactylus	philippinicus	Philippines	Sibuyan	Romblon	Romblon Province; Municipality of Magdiwang; Barangay Talaba, Mount Guiting-Guiting Natural Park	12.4612167	122.6643500	D-49-21	True	A7	2005-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	314803	RMB	9143	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	14.0937167	122.7855333	S-284-A6	False		2008-07-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314802	RMB	9142	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	14.0937167	122.7855333	S-284-A5	False		2008-07-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314801	RMB	9141	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	14.0937167	122.7855333	S-284-A4	False		2008-07-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309048	RMB	7460	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Puerto Princessa; Barangay Irawan: Irawan Watershed	9.8368000	118.6412500	M-187-G2	False		2007-03-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314805	RMB	9145	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	14.0937167	122.7855333	S-284-A8	False		2008-07-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314804	RMB	9144	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	14.0937167	122.7855333	S-284-A7	False		2008-07-09	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	7007	LSUHC	7007	Gekko	monarchus	Malaysia	Johor		Johor			Z-379-B4	True	A6		ku_freezer.txt/gekkonid_lab_work.txt
LSUHC	3063	LSUHC	3063	Cyrtodactylus	hontreensis	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
KU	305441	ELR	712	Gekko	gecko	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Calintaan; Barangay Malpalon			K-153-I5	False		2006-09-20	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	5890	LSUHC	5890	Cyrtodactylus	pulchellus	West Malaysia			West Malaysia, Pahang, Cameron Highlands				False			LSUHC_geckos.txt
LSUHC	5621	LSUHC	5621	Cyrtodactylus	tiomanensis	West Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman				False			LSUHC_geckos.txt
KU	307048	RMB	6371	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-D9	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307047	RMB	6370	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-D8	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307050	RMB	6373	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E2	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307065	RMB	6479	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-H3	False		2006-10-06	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307052	RMB	6375	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E4	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307051	RMB	6374	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Nipa Creek	19.1020000	121.2230000	J-149-E3	False		2006-09-13	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	436	LSUHC	436	Ptychozoon	kuhli	Malaysia			Malaysia, Sarawak, Matang				False			LSUHC_geckos.txt
KU	307454	RMB	6273	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Salipsip, Sitio Kapilijan	14.8447333	121.9193000	I-135-23	False		2006-07-23	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	435	LSUHC	435	Ptychozoon	kuhli	Malaysia			Malaysia, Sarawak, Matang				False			LSUHC_geckos.txt
