catalog_series	catalog_number	field_series	field_number	genus	epithet	country	island	paic	locality	lat	long	tissue	cam_extract	cam_extract_cell	date	source
LSUHC	3288	LSUHC	3288	Gekko	sp. b	Vietnam			Vietnam, Ca Na				False			LSUHC_geckos.txt
LSUHC	3322	LSUHC	3322	Cyrtodactylus	condorensis	Vietnam	Con Dao		Vietnam, Con Dao Islands, Con Son Island				False			LSUHC_geckos.txt
LSUHC	3321	LSUHC	3321	Cyrtodactylus	condorensis	Vietnam	Con Dao		Vietnam, Con Dao Islands, Con Son Island				False			LSUHC_geckos.txt
LSUHC	3320	LSUHC	3320	Cyrtodactylus	condorensis	Vietnam	Con Dao		Vietnam, Con Dao Islands, Con Son Island				False			LSUHC_geckos.txt
KU	325834	RMB	13576	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.4970000	121.2090000	Y-369-H1	False		2010-01-17	ku_gekkonid_tissues.txt
KU	307024	RMB	6338	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-A3	True	A6	2006-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
LSUHC	3325	LSUHC	3325	Cyrtodactylus	condorensis	Vietnam	Con Dao		Vietnam, Con Dao Islands, Con Son Island				False			LSUHC_geckos.txt
LSUHC	3324	LSUHC	3324	Cyrtodactylus	condorensis	Vietnam	Con Dao		Vietnam, Con Dao Islands, Con Son Island				False			LSUHC_geckos.txt
KU	324366	CDS	4485	Cyrtodactylus	annulatus	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.7055100	124.1234400	W-338-G7	False		2009-08-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	303954	ELR	373	Gekko	mindorensis	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Sablayan; Barangay Batong Buhay, Batulai, Mt. Siburan	13.7955000	120.1596500	H-114-C2	False		2006-02-15	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	303832	RMB	5351	Cyrtodactylus	philippinicus	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo			G-103-F7	True	E4	2005-12-07	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304786	RMB	5907	Cyrtodactylus	philippinicus	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name "Asked"			H-111-A5	True	A2	2006-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304785	RMB	5906	Cyrtodactylus	philippinicus	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro, Local Name "Asked"			H-111-A4	False		2006-03-12	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3444	LSUHC	3444	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi		West Malaysia, Kedah, Pulau Langkawi				False			LSUHC_geckos.txt
LSUHC	3445	LSUHC	3445	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi		West Malaysia, Kedah, Pulau Langkawi				False			LSUHC_geckos.txt
KU	304830	RMB	5951	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-F3	True	F7	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	314806	RMB	9195	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9770667	122.0507167	S-284-G5	False		2008-07-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314835	RMB	9196	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River	6.9770667	122.0673833	S-284-G6	False		2008-07-09	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3449	LSUHC	3449	Ptychozoon	kuhli	West Malaysia	Pulau Langkawi		West Malaysia, Kedah, Pulau Langkawi				False			LSUHC_geckos.txt
LSUHC	3064	LSUHC	3064	Cyrtodactylus	hontreensis	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
LSUHC	3328	LSUHC	3328	Cyrtodactylus	condorensis	Vietnam	Con Dao		Vietnam, Con Dao Islands, Con Son Island				False			LSUHC_geckos.txt
LSUHC	3268	LSUHC	3268	Gekko	sp. a	Vietnam			Vietnam, Ta Ku				False			LSUHC_geckos.txt
LSUHC	3269	LSUHC	3269	Gekko	sp. a	Vietnam			Vietnam, Ta Ku				False			LSUHC_geckos.txt
LSUHC	5633	LSUHC	5633	Cyrtodactylus	tiomanensis	West Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman				False			LSUHC_geckos.txt
LSUHC	4457	LSUHC	4457	Cyrtodactylus	batucolus	West Malaysia	Pulau Besar		West Malaysia, Melaka, Pulau Besar				False			LSUHC_geckos.txt
KU	302733	CDS	1461	Gekko	mindorensis	Philippines	Maestre De Campo	Romblon	Romblon Province; Municipality of Concepcion; Barangay San Vicente	12.9155833	121.7248833	E-75-59	True	E9	2001-03-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	304809	RMB	5930	Gekko	crombota	Philippines	Babuyan Claro	Babuyan Island Group	Cagayan Province; Municipality of Calayan; Barangay Babuyan Claro			H-111-C9	True	A7	2006-03-13	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	307025	RMB	6339	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-A4	False		2006-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2917	LSUHC	2917	Gekko	sp.	Vietnam			Vietnam, Ninh Thaun, Can Na				False			LSUHC_geckos.txt
LSUHC	2916	LSUHC	2916	Gekko	sp.	Vietnam			Vietnam, Ninh Thaun, Can Na				False			LSUHC_geckos.txt
KU	313821	RMB	9749	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-D3	False		2008-06-24	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	5632	LSUHC	5632	Cyrtodactylus	tiomanensis	West Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman				False			LSUHC_geckos.txt
KU	304166	CDS	719	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; Municipality of Caluya; Barabgay Tinogboc			E-68-10	False		2004-11-19	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304161	CDS	718	Gekko	gecko	Philippines	Semirara	Mindoro	Antique Province; ; Municipality of Caluya, Barangay Tinoboc			E-68-9	False		2004-11-19	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313819	RMB	9745	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-C8	False		2008-06-25	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	328808	RMB	13720	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, "Sugcad Plaza"	13.4050800	123.6388200	Z-381-F3	False		2011-01-05	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307639	RMB	6195	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525500	121.9683167	I-134-23	False		2006-07-21	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313818	RMB	9740	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-C3	False		2008-06-24	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2919	LSUHC	2919	Gekko	sp.	Vietnam			Vietnam, Ninh Thaun, Can Na				False			LSUHC_geckos.txt
LSUHC	2918	LSUHC	2918	Gekko	sp.	Vietnam			Vietnam, Ninh Thaun, Can Na				False			LSUHC_geckos.txt
KU	307060	RMB	6429	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-B7	True	D2	2006-09-30	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	331668	CDS	5880	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Sitio Purok Tres	14.1304400	121.2169400	AA-399-B7	False		2011-05-14	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2612	LSUHC	2612	Cyrtodactylus	quadrivirgatus	Malaysia			Malaysia, Pahang, Fraser's Hill				False			LSUHC_geckos.txt
KU	325831	RMB	13551	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.4970000	121.2090000	Y-369-E3	False		2010-01-16	ku_gekkonid_tissues.txt
KU	323188	RMB	12790	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.6800000	121.5290000	U-310-G6	False		2009-06-12	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307059	RMB	6425	Gekko	mindorensis	Philippines	Panay	Visayan	Antique Province; Municipality of San Remigio; Barangay Aningalan	10.8088000	122.1013000	K-150-B3	False		2006-09-29	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313989	RMB	9586	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I6	False		2008-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313988	RMB	9585	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I5	False		2008-06-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	313987	RMB	9584	Gekko	porosus	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I4	False		2008-06-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307026	RMB	6340	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-A5	False		2006-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307027	RMB	6341	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-A6	False		2006-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307028	RMB	6342	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-A7	False		2006-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307029	RMB	6343	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-A8	False		2006-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307030	RMB	6344	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-A9	False		2006-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307031	RMB	6345	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-B1	False		2006-09-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307032	RMB	6346	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-B2	False		2006-09-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	326437	RMB	4365	Pseudogekko	compressicorpus	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Barangay Gubas, Sitio Cienda	10.7423720	124.7876390	A-5-E4/F9	False		1999-06-28	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	307034	RMB	6348	Gekko	sp. a	Philippines	Dalupiri	Babuyan Island Group	Cagayan Province; ; Municipality of Calayan, Visita?	19.1020000	121.2230000	J-149-B4	False		2006-09-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	327770	RMB	3269	Pseudogekko	brevipes	Philippines	Negros	Visayan	Negros Oriental Province; Municipality of Valencia; Barangay Bongbong, Cuernos de Negros, Mt. Talinis (coordinates at Cuernos de Negros)	9.2427780	123.1794440	C-38-H3	False		2001-04-07	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319844	RMB	11670	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay Tulosa, Sitio Santa Clara, Cabo Negro Outpost	7.1080000	122.1190000	V-323-C3	False		2009-04-09	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330780	CDS	6046	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C1	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330781	CDS	6047	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-C2	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330778	CDS	6044	Gekko	mindorensis	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.1660000	121.2430000	AA-401-B8	False		2011-05-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	330796	CDS	5727	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.1335600	121.2044700	AA-397-C7	False		2011-05-10	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324423	CDS	4336	Hemidactylus	platyurus	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.6759900	123.1877700	W-340-F8	False		2009-07-22	ku_gekkonid_tissues.txt
KU	324424	CDS	4337	Hemidactylus	platyurus	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.6759900	123.1877700	W-340-F9	False		2009-07-22	ku_gekkonid_tissues.txt
LSUHC	2613	LSUHC	2613	Cyrtodactylus	quadrivirgatus	Malaysia			Malaysia, Pahang, Fraser's Hill				False			LSUHC_geckos.txt
KU	325832	RMB	13552	Hemidactylus	frenatus	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.4970000	121.2090000	Y-369-E4	False		2010-01-16	ku_gekkonid_tissues.txt
KU	315348	RMB	8789	Gekko	romblon	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.6052300	122.0455200	R-261-E9	True	C2	2008-01-08	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
LSUHC	6112	LSUHC	6112	Cyrtodactylus	majula	Singapore			Singapore, Nee Soon Swamp				False			LSUHC_geckos.txt
LSUHC	6111	LSUHC	6111	Cyrtodactylus	majula	Singapore			Singapore, Nee Soon Swamp				False			LSUHC_geckos.txt
LSUHC	5871	LSUHC	5871	Cyrtodactylus	sworderi	West Malaysia			West Malaysia, Johor, Kota Tinggi Waterfall				False			LSUHC_geckos.txt
LSUHC	5870	LSUHC	5870	Cyrtodactylus	sworderi	West Malaysia			West Malaysia, Johor, Kota Tinggi Waterfall				False			LSUHC_geckos.txt
KU	314822	RMB	10298	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay Baluno, Sitio km 24	7.1075900	122.0288500	S-280-B6	False		2008-07-16	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	314823	RMB	10299	Cyrtodactylus	jambangan	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay Baluno, Sitio km 24	7.1075900	122.0288500	S-280-B7	False		2008-07-16	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	5875	LSUHC	5875	Cyrtodactylus	sworderi	West Malaysia			West Malaysia, Johor, Kota Tinggi Waterfall				False			LSUHC_geckos.txt
LSUHC	7638	LSUHC	7638	Gekko	monarchus	Malaysia	Johor						True	H7		gekkonid_lab_work.txt
LSUHC	4243	LSUHC	4243	Cyrtodactylus	quadrivirgatus	West Malaysia			West Malaysia, Perak, Bukit Larut				False			LSUHC_geckos.txt
KU	302681	CDS	611	Gekko	mindorensis	Philippines	Semirara	Visayan	Antique Province; Municipality of Caluya; Barangay Poblacion			E-66-58	False		2000-11-14	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302648	CDS	1005	Cyrtodactylus	philippinicus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525833	121.9682000	E-72-4	True	C7	2001-03-01	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	324388	CDS	5129	Gekko	gecko	Philippines	Masbate	Visayan	Masbate Province; Municipality of Masbate City; M2	12.3472900	123.6382800	X-352-G7	False		2009-09-04	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2610	LSUHC	2610	Cyrtodactylus	quadrivirgatus	Malaysia			Malaysia, Pahang, Fraser's Hill				False			LSUHC_geckos.txt
LSUHC	2611	LSUHC	2611	Cyrtodactylus	quadrivirgatus	Malaysia			Malaysia, Pahang, Fraser's Hill				False			LSUHC_geckos.txt
KU	302736	CDS	786	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-68-80	True	C1	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	305442	ELR	713	Gekko	gecko	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Calintaan; Barangay Malpalon			K-153-I6	False		2006-09-20	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	2614	LSUHC	2614	Cyrtodactylus	quadrivirgatus	Malaysia			Malaysia, Pahang, Fraser's Hill				False			LSUHC_geckos.txt
KU	305444	ELR	715	Gekko	gecko	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Calintaan; Barangay Malpalon			K-153-I8	False		2006-09-20	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	305445	ELR	716	Gekko	gecko	Philippines	Mindoro	Mindoro	Occidental Mindoro Province; Municipality of Calintaan; Barangay Malpalon			K-153-I9	False		2006-09-20	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	124	LSUHC	124	Cyrtodactylus	pulchellus	Malaysia	Pulau Langkawi		Malaysia, Kedah, Pulau Langkawi, Lubuk Semilang				False			LSUHC_geckos.txt
		CDS	5868	Cyrtodactylus	philippinicus	Philippines	Luzon		Laguna; Los Banos; Bagong Silang; Mt. Makiling Forest Reserve, Sitio Purok Tres			AA-399-A4	False			ku_freezer.txt
LSUHC	2968	LSUHC	2968	Cyrtodactylus	condorensis	Vietnam	Con Son		Vietnam, Ba Ria Vung Tau, Con Dao, Con Son Island				False			LSUHC_geckos.txt
LSUHC	2969	LSUHC	2969	Cyrtodactylus	condorensis	Vietnam	Con Son		Vietnam, Ba Ria Vung Tau, Con Dao, Con Son Island				False			LSUHC_geckos.txt
KU	302738	CDS	788	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-69-1	False		2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302739	CDS	789	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-69-2	False		2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3068	LSUHC	3068	Cyrtodactylus	intermedius	Vietnam	Phu Quoc		Vietnam, Phu Quoc Island, Suoi Tranh stream				False			LSUHC_geckos.txt
LSUHC	3069	LSUHC	3069	Cyrtodactylus	intermedius	Vietnam	Phu Quoc		Vietnam, Phu Quoc Island, Suoi Tranh stream				False			LSUHC_geckos.txt
LSUHC	4737	LSUHC	4737	Gekko	monarchus	West Malaysia	Pulau Aur		Johor			Z-378-H9	False			ku_freezer.txt
KU	304927	RMB	6048	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-F8	False		2006-03-20	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324385	CDS	4935	Gekko	gecko	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Sierra Bullones; Barangay Danicop, Raja Sikatuna Natural Park			X-350-C5	False		2009-08-06	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	324386	CDS	4936	Gekko	gecko	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Sierra Bullones; Barangay Danicop, Raja Sikatuna Natural Park			X-350-C6	False		2009-08-06	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3060	LSUHC	3060	Cyrtodactylus	hontreensis	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
KU	310097	RMB	8325	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-242-F6	False		2007-07-28	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	3062	LSUHC	3062	Cyrtodactylus	hontreensis	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
KU	304919	RMB	6040	Gekko	rossi	Philippines	Calayan	Babuyan Island Group	Cagayan Valley Province; ; Barangay Magsidel, Sitio Longog	19.3310000	121.4390000	H-117-E8	False		2006-03-20	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	437	LSUHC	437	Ptychozoon	kuhli	Malaysia			Malaysia, Sarawak, Matang				False			LSUHC_geckos.txt
LSUHC	3065	LSUHC	3065	Cyrtodactylus	hontreensis	Vietnam			Vietnam, Hon Tre				False			LSUHC_geckos.txt
		NOSERIES	3835	Ptychozoon	kuhli	Malaysia	Pulau Tioman		West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail			D-54-LOOSE	False			ku_freezer.txt
KU	310096	RMB	8323	Cyrtodactylus	mamanwa	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-242-F4	False		2007-07-28	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	304156	CDS	553	Gekko	gecko	Philippines	Guimaras	Visayan	Guimaras Province; Municipality of Buenavista; Barangay McLain	10.6924667	122.6556167	E-65-79	False		2004-11-11	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	302737	CDS	787	Gekko	romblon	Philippines	Romblon	Romblon	Romblon Province; Municipality of Romblon; Barangay Li-o	12.5741000	122.2940000	E-68-81	True	A3	2001-01-27	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	309280	RMB	7562	Gekko	monarchus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Puerto Princessa; Barangay Irawan: Irawan Watershed	9.8379833	118.6319833	M-188-I8	True	C4	2007-03-17	ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
KU	322257	RMB	124444	Gehyra	mutilata	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.7420000	121.5760000		False		2009-06-03	ku_gekkonid_tissues.txt
KU	313817	RMB	9739	Cyrtodactylus	philippinicus	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.0238100	122.4729400	S-273-C2	False		2008-06-24	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309319	RMB	7646	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-H7	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309320	RMB	7647	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-H8	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
LSUHC	1460	LSUHC	1460	Cyrtodactylus	pulchellus	Malaysia	Pulau Langkawi		Malaysia, Kedah, Pulau Langkawi, at bridge on rd. to Gunung Raya				False			LSUHC_geckos.txt
KU	309318	RMB	7645	Cyrtodactylus	tautbatorum	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	M-189-H6	False		2007-03-23	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	319651	RMB	11229	Cyrtodactylus	annulatus	Philippines	Mindanao	Mindanao	Zamboanga City "Province"; Municipality of Pasonanca; Pasonanca Natural Park, Barangay La Paz, Sitio Nancy	7.0850000	122.0270000	V-317-G9	False		2009-04-03	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	303967	RMB	5260	Gekko	gecko	Philippines	Lubang	Lubang	Occidental Mindoro Province; ; Municipality of Lubang, Barangay Parasio: NA	13.8486500	120.1226500	G-102-E7	False		2005-12-06	ku_freezer.txt/ku_gekkonid_tissues.txt
		FMNH	261851	Ptychozoon	lionotum	Cambodia			Kampong Speu Prov; Phnom Sruoch Dist; Kirirom National Park, 11deg19min34secN, 104deg, 03min, 56sec E, 700m elev; HKV 64636			Z-376-D2	False			ku_freezer.txt
LSUHC	3323	LSUHC	3323	Cyrtodactylus	condorensis	Vietnam	Con Dao		Vietnam, Con Dao Islands, Con Son Island				False			LSUHC_geckos.txt
KU	302829	CDS	1060	Pseudogekko	smaragdinus	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Pinaglubayan	14.7525833	121.9682000	E-72-60	False		2001-03-01	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	331846	RMB	15375	Gekko	gecko	Philippines	Cebu	Visayan	Cebu Province; Municipality of Argao; Mount Lantoy	9.9010000	123.5300000	AD-445-I9	False		2011-12-12	ku_freezer.txt/ku_gekkonid_tissues.txt
KU	309333	RMB	7831	Gekko	athymus	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Samarinana (Border with Barangay Saulog), Mt. Mantalingahan Range, Area "Pitang"	8.7503000	117.6896000	M-192-A8	False		2007-03-30	ku_gekkonid_tissues.txt
