FCID,Lane,SampleID,SampleRef,Index,Description,Control,Recipe,Operator,SampleProject
C15LYACXX,3,KU328820-15,Gekko mindorensis Cyrtodactylus philippinicus,A,Jamie Oaks,N,DNA-seq_100PEv3,byoo,Oaks
