FCID,Lane,SampleID,SampleRef,Index,Description,Control,Recipe,Operator,SampleProject
C15LYACXX,4,KU330797-16,Gekko mindorensis Cyrtodactylus philippinicus,C,Jamie Oaks,N,DNA-seq_100PEv3,byoo,Oaks
