fragment_length	frequency
80	1201
82	227
83	139
84	143
85	168
86	141
87	127
88	169
89	121
90	103
91	102
92	108
93	87
94	100
95	219
96	91
97	88
98	86
99	74
100	71
101	80
102	89
103	90
104	49
105	82
106	87
107	111
108	67
109	86
110	64
111	80
112	80
113	53
114	61
115	56
116	136
117	199
118	60
119	54
120	50
121	62
122	56
123	60
124	80
125	60
126	60
127	79
128	73
129	61
130	77
131	59
132	68
133	64
134	79
135	74
136	63
137	64
138	53
139	63
140	47
141	62
142	52
143	58
144	49
145	51
146	62
147	48
148	64
149	54
150	36
151	63
152	68
153	54
154	49
155	59
156	55
157	51
158	49
159	59
160	47
161	62
162	32
163	50
164	57
165	57
166	47
167	88
168	41
169	60
170	59
171	113
172	60
173	54
174	78
175	78
176	70
177	33
178	55
179	77
180	46
181	50
182	66
183	64
184	55
185	73
186	95
187	44
188	47
189	52
190	64
191	62
192	69
193	66
194	71
195	57
196	38
197	49
198	53
199	49
200	65
201	51
202	53
203	43
204	44
205	51
206	53
207	55
208	47
209	43
210	51
211	48
212	54
213	48
214	48
215	60
216	65
217	60
218	48
219	47
220	56
221	47
222	48
223	71
224	61
225	52
226	52
227	52
228	61
229	60
230	34
231	53
232	48
233	56
234	55
235	51
236	61
237	70
238	59
239	49
240	57
241	70
242	63
243	48
244	56
245	47
246	57
247	53
248	50
249	62
250	63
251	75
252	102
253	57
254	56
255	48
256	41
257	50
258	36
259	48
260	62
261	44
262	41
263	48
264	40
265	39
266	102
267	52
268	52
269	47
270	45
271	46
272	62
273	43
274	50
275	52
276	39
277	33
278	51
279	49
280	60
281	39
282	46
283	45
284	37
285	41
286	47
287	45
288	47
289	44
290	48
291	46
292	55
293	53
294	42
295	44
296	43
297	52
298	39
299	52
300	40
301	45
302	43
303	43
304	45
305	45
306	32
307	40
308	46
309	35
310	48
311	32
312	48
313	43
314	42
315	60
316	44
317	28
318	36
319	44
320	45
321	39
322	42
323	38
324	37
325	50
326	39
327	42
328	45
329	35
330	47
331	37
332	51
333	42
334	51
335	50
336	46
337	31
338	47
339	39
340	54
341	47
342	30
343	33
344	28
345	38
346	54
347	38
348	47
349	34
350	46
351	38
352	43
353	53
354	38
355	33
356	36
357	37
358	38
359	39
360	37
361	43
362	49
363	44
364	44
365	46
366	37
367	32
368	36
369	35
370	39
371	38
372	28
373	42
374	37
375	38
376	35
377	41
378	35
379	39
380	35
381	33
382	32
383	23
384	31
385	44
386	56
387	38
388	38
389	32
390	32
391	41
392	36
393	55
394	45
395	36
396	33
397	37
398	42
399	33
400	40
401	33
402	36
403	38
404	38
405	33
406	28
407	46
408	46
409	27
410	37
411	31
412	46
413	42
414	29
415	48
416	39
417	40
418	24
419	37
420	53
421	34
422	27
423	43
424	37
425	42
426	38
427	36
428	37
429	41
430	34
431	36
432	30
433	43
434	37
435	59
436	43
437	40
438	42
439	42
440	44
441	37
442	50
443	37
444	38
445	34
446	46
447	39
448	38
449	43
450	48
451	35
452	44
453	50
454	36
455	38
456	40
457	35
458	40
459	36
460	33
461	30
462	35
463	47
464	43
465	38
466	40
467	35
468	33
469	39
470	31
471	34
472	39
473	39
474	32
475	28
476	39
477	46
478	29
479	37
480	34
481	46
482	36
483	32
484	44
485	42
486	38
487	32
488	38
489	30
490	34
491	28
492	28
493	37
494	33
495	37
496	27
497	40
498	38
499	42
500	29
501	17
502	31
503	38
504	36
505	34
506	34
507	35
508	29
509	46
510	36
511	43
512	33
513	44
514	37
515	33
516	32
517	33
518	37
519	40
520	35
521	39
522	36
523	36
524	33
525	35
526	42
527	36
528	35
529	31
530	25
531	21
532	34
533	33
534	27
535	45
536	37
537	30
538	33
539	36
540	34
541	36
542	33
543	35
544	33
545	48
546	34
547	26
548	28
549	24
550	32
551	29
552	31
553	27
554	40
555	31
556	43
557	35
558	26
559	40
560	33
561	31
562	33
563	27
564	28
565	34
566	32
567	35
568	39
569	28
570	37
571	33
572	36
573	33
574	32
575	36
576	33
577	33
578	33
579	40
580	34
581	32
582	34
583	34
584	28
585	41
586	35
587	35
588	31
589	31
590	35
591	38
592	34
593	33
594	35
595	31
596	33
597	32
598	29
599	28
600	40
601	34
602	37
603	30
604	30
605	39
606	43
607	28
608	34
609	30
610	33
611	27
612	29
613	28
614	32
615	30
616	28
617	28
618	33
619	41
620	29
621	31
622	27
623	32
624	49
625	35
626	33
627	34
628	33
629	30
