fragment_length	frequency
80	3
85	1
92	1
95	1
98	1
105	1
109	2
114	1
130	2
131	1
137	1
151	1
157	1
167	1
168	1
171	1
175	1
178	1
179	1
189	2
198	1
213	1
220	1
227	1
238	1
242	1
248	1
253	1
269	1
274	1
283	1
284	1
292	1
299	2
302	1
303	1
341	1
351	1
383	1
406	1
424	2
444	1
451	1
452	1
468	1
471	1
516	1
560	1
615	1
673	1
674	1
710	1
754	2
770	1
819	1
844	2
845	1
887	1
892	1
991	1
997	1
1018	1
1037	1
1040	1
1041	1
1080	1
1106	1
1141	1
1143	1
1172	1
1214	1
1250	1
1261	1
1286	1
1304	1
1326	1
1333	1
1336	1
1343	1
1384	1
1434	1
1455	1
1469	1
1477	1
1509	1
1528	1
1545	1
1551	1
1659	1
1662	1
1696	1
1768	1
1785	1
1797	1
1802	1
1834	1
1923	1
1970	1
1995	1
2000	1
2008	1
2173	1
2175	1
2196	1
2224	1
2227	1
2286	1
2331	1
2347	1
2481	1
2524	1
2593	1
2643	1
2664	1
2727	1
2767	1
2790	1
2840	1
2965	1
2982	1
3016	1
3096	1
3100	1
3128	1
3402	1
3546	1
3740	1
3904	1
4054	1
4678	1
4741	1
4789	1
5137	1
5490	1
5593	1
6331	1
6552	1
7290	1
7729	1
7795	1
8879	1
10904	1
10905	1
