fragment_length	frequency
80	1642
82	321
83	225
84	174
85	169
86	173
87	161
88	225
89	153
90	134
91	126
92	144
93	116
94	112
95	293
96	124
97	143
98	119
99	104
100	118
101	114
102	121
103	103
104	108
105	102
106	105
107	179
108	116
109	124
110	94
111	92
112	98
113	86
114	84
115	116
116	173
117	295
118	72
119	76
120	87
121	59
122	74
123	73
124	92
125	74
126	107
127	107
128	82
129	82
130	78
131	73
132	66
133	93
134	120
135	105
136	90
137	68
138	58
139	74
140	79
141	69
142	82
143	75
144	60
145	75
146	77
147	60
148	72
149	90
150	67
151	68
152	76
153	67
154	84
155	87
156	70
157	68
158	76
159	83
160	66
161	63
162	70
163	86
164	67
165	77
166	88
167	91
168	63
169	78
170	97
171	138
172	103
173	80
174	120
175	88
176	96
177	85
178	69
179	80
180	72
181	63
182	72
183	77
184	84
185	75
186	125
187	59
188	71
189	62
190	58
191	98
192	66
193	80
194	112
195	75
196	59
197	69
198	65
199	84
200	81
201	70
202	79
203	71
204	82
205	62
206	87
207	83
208	93
209	61
210	62
211	67
212	64
213	60
214	73
215	71
216	69
217	69
218	65
219	83
220	55
221	76
222	74
223	82
224	78
225	64
226	65
227	69
228	53
229	85
230	56
231	69
232	95
233	90
234	76
235	82
236	72
237	86
238	77
239	73
240	81
241	100
242	87
243	86
244	74
245	107
246	95
247	69
248	93
249	80
250	105
251	120
252	143
253	83
254	88
255	66
256	59
257	78
258	62
259	62
260	70
261	63
262	69
263	65
264	63
265	79
266	130
267	62
268	70
269	67
270	78
271	74
272	54
273	65
274	42
275	65
276	61
277	54
278	65
279	55
280	63
281	80
282	50
283	73
284	44
285	73
286	67
287	61
288	63
289	65
290	63
291	71
292	68
293	58
294	66
295	70
296	67
297	71
298	60
299	50
300	62
301	55
302	62
303	53
304	61
305	76
306	60
307	67
308	60
309	63
310	43
311	57
312	51
313	53
314	62
315	68
316	61
317	50
318	69
319	65
320	65
321	53
322	51
323	54
324	56
325	53
326	61
327	57
328	61
329	49
330	53
331	68
332	62
333	51
334	61
335	52
336	66
337	61
338	57
339	73
340	56
341	55
342	60
343	49
344	58
345	54
346	63
347	73
348	47
349	43
350	59
351	48
352	74
353	80
354	70
355	65
356	64
357	73
358	59
359	64
360	54
361	52
362	53
363	73
364	57
365	47
366	51
367	56
368	64
369	47
370	54
371	38
372	37
373	43
374	46
375	54
376	43
377	43
378	54
379	69
380	45
381	38
382	52
383	45
384	51
385	47
386	53
387	56
388	52
389	45
390	49
391	56
392	50
393	60
394	51
395	55
396	57
397	51
398	53
399	64
400	52
401	45
402	43
403	49
404	49
405	48
406	59
407	50
408	54
409	47
410	54
411	33
412	54
413	54
414	48
415	54
416	65
417	55
418	42
419	48
420	60
421	55
422	52
423	50
424	54
425	49
426	44
427	64
428	71
429	41
430	68
431	52
432	76
433	52
434	48
435	103
436	58
437	50
438	52
439	44
440	48
441	49
442	52
443	37
444	47
445	50
446	43
447	54
448	55
449	49
450	50
451	37
452	45
453	47
454	52
455	59
456	55
457	39
458	54
459	54
460	49
461	47
462	59
463	48
464	39
465	57
466	51
467	49
468	40
469	54
470	46
471	48
472	56
473	44
474	48
475	41
476	53
477	52
478	41
479	47
480	48
481	52
482	59
483	39
484	59
485	44
486	48
487	63
488	44
489	51
490	63
491	54
492	56
493	51
494	43
495	52
496	47
497	51
498	55
499	48
500	53
501	46
502	52
503	41
504	40
505	60
506	47
507	38
508	43
509	47
510	41
511	48
512	49
513	45
514	53
515	39
516	55
517	47
518	60
519	55
520	54
521	49
522	40
523	42
524	53
525	33
526	49
527	46
528	46
529	46
530	59
531	45
532	48
533	53
534	46
535	43
536	49
537	50
538	52
539	47
540	42
541	47
542	55
543	44
544	48
545	40
546	42
547	33
548	41
549	43
550	46
551	52
552	40
553	52
554	40
555	51
556	47
557	44
558	32
559	44
560	49
561	40
562	55
563	49
564	41
565	47
566	40
567	37
568	45
569	51
570	45
571	44
572	40
573	41
574	45
575	43
576	38
577	52
578	45
579	48
580	42
581	38
582	41
583	34
584	44
585	42
586	50
587	38
588	37
589	39
590	32
591	41
592	38
593	47
594	41
595	44
596	53
597	41
598	43
