fragment_length	frequency
80	1525
82	271
83	236
84	144
85	168
86	166
87	141
88	181
89	152
90	126
91	128
92	126
93	97
94	128
95	255
96	106
97	135
98	96
99	85
100	92
101	95
102	96
103	91
104	72
105	77
106	99
107	220
108	70
109	83
110	68
111	72
112	71
113	79
114	76
115	90
116	147
117	245
118	66
119	84
120	80
121	66
122	81
123	76
124	80
125	74
126	81
127	110
128	72
129	73
130	75
131	56
132	76
133	63
134	92
135	108
136	79
137	56
138	71
139	62
140	62
141	66
142	72
143	68
144	56
145	67
146	74
147	52
148	78
149	59
150	57
151	71
152	83
153	61
154	60
155	71
156	61
157	64
158	52
159	63
160	61
161	56
162	59
163	54
164	57
165	55
166	58
167	94
168	67
169	62
170	68
171	143
172	76
173	69
174	104
175	63
176	82
177	68
178	66
179	75
180	56
181	70
182	65
183	59
184	61
185	90
186	102
187	54
188	58
189	57
190	69
191	69
192	54
193	58
194	68
195	49
196	62
197	43
198	55
199	57
200	80
201	85
202	62
203	58
204	60
205	60
206	65
207	52
208	67
209	56
210	56
211	67
212	61
213	70
214	51
215	75
216	75
217	61
218	39
219	74
220	51
221	59
222	49
223	56
224	47
225	61
226	75
227	55
228	64
229	62
230	54
231	69
232	58
233	65
234	55
235	74
236	72
237	68
238	59
239	71
240	97
241	83
242	72
243	97
244	75
245	87
246	88
247	79
248	61
249	84
250	98
251	106
252	156
253	84
254	72
255	55
256	54
257	55
258	55
259	49
260	60
261	54
262	52
263	55
264	45
265	52
266	118
267	49
268	45
269	61
270	63
271	43
272	54
273	58
274	48
275	58
276	47
277	34
278	57
279	42
280	59
281	48
282	41
283	56
284	52
285	50
286	56
287	53
288	38
289	59
290	48
291	51
292	47
293	66
294	68
295	57
296	56
297	46
298	46
299	62
300	61
301	50
302	43
303	50
304	63
305	50
306	52
307	57
308	52
309	42
310	47
311	43
312	42
313	58
314	49
315	55
316	51
317	43
318	50
319	60
320	49
321	60
322	42
323	45
324	46
325	49
326	36
327	56
328	60
329	60
330	42
331	38
332	41
333	50
334	48
335	43
336	54
337	38
338	53
339	60
340	42
341	35
342	44
343	46
344	53
345	42
346	48
347	62
348	58
349	47
350	44
351	51
352	59
353	61
354	57
355	49
356	32
357	48
358	32
359	38
360	40
361	48
362	42
363	51
364	48
365	48
366	35
367	49
368	45
369	42
370	46
371	40
372	34
373	50
374	55
375	51
376	46
377	56
378	40
379	45
380	38
381	43
382	60
383	45
384	45
385	56
386	46
387	45
388	42
389	44
390	35
391	60
392	37
393	44
394	38
395	52
396	54
397	54
398	45
399	54
400	42
401	57
402	34
403	54
404	41
405	47
406	53
407	50
408	36
409	32
410	46
411	43
412	58
413	45
414	44
415	58
416	59
417	36
418	40
419	38
420	37
421	49
422	44
423	40
424	46
425	36
426	53
427	34
428	43
429	52
430	52
431	38
432	46
433	43
434	56
435	79
436	54
437	40
438	37
439	43
440	43
441	40
442	39
443	39
444	42
445	46
446	46
447	35
448	47
449	36
450	52
451	43
452	41
453	37
454	39
455	37
456	55
457	52
458	49
459	51
460	40
461	42
462	51
463	31
464	38
465	36
466	34
467	38
468	43
469	39
470	36
471	42
472	39
473	56
474	43
475	33
476	44
477	48
478	46
479	49
480	26
481	36
482	44
483	50
484	31
485	35
486	43
487	48
488	41
489	45
490	30
491	44
492	42
493	33
494	44
495	51
496	43
497	45
498	43
499	51
500	44
501	45
502	46
503	40
504	48
505	59
506	38
507	41
508	39
509	37
510	43
511	42
512	51
513	49
514	56
515	36
516	43
517	47
518	39
519	47
520	49
521	40
522	45
523	44
524	50
