fragment_length	frequency
80	89
82	34
83	15
84	16
85	14
86	12
87	9
88	13
89	7
90	8
91	9
92	11
93	5
94	6
95	19
96	9
97	9
98	11
99	2
100	4
101	8
102	7
103	3
104	6
105	5
106	6
107	2
108	6
109	8
110	3
111	9
112	5
113	1
114	6
115	7
116	8
117	7
118	2
119	7
120	2
121	7
122	6
123	8
125	5
126	5
127	8
128	1
129	6
130	7
131	2
132	1
133	5
134	5
135	9
136	4
137	1
138	6
139	2
140	3
141	8
142	2
143	3
144	3
145	1
146	1
147	4
148	3
149	4
150	5
151	5
152	5
153	2
154	4
155	5
156	4
157	6
158	3
159	5
160	8
161	2
162	3
163	2
164	2
165	5
166	1
167	12
168	6
169	3
170	9
171	37
172	2
173	7
174	3
175	4
176	9
177	2
178	2
179	3
180	4
181	2
182	3
183	3
184	7
185	7
186	7
187	2
188	4
189	2
190	4
191	1
192	5
193	5
194	5
195	2
196	3
197	2
198	4
199	4
200	9
201	7
203	7
204	5
205	5
206	5
207	10
208	9
209	3
210	3
211	2
212	5
213	1
214	5
215	6
216	3
217	3
218	2
219	6
220	1
221	3
222	2
223	1
225	3
226	7
227	1
228	3
229	7
230	3
231	3
232	5
233	4
234	3
235	5
236	4
237	6
238	3
239	2
240	6
241	5
242	5
243	4
244	4
245	4
246	2
247	2
248	3
249	8
250	2
251	5
252	4
253	2
254	8
255	5
256	3
257	4
258	3
259	3
260	2
261	4
262	2
263	3
264	1
265	2
266	10
267	3
268	1
269	5
270	6
271	4
272	4
273	9
275	3
276	5
277	7
278	4
279	1
280	3
282	2
283	6
284	5
285	5
286	3
287	2
288	3
289	3
290	3
291	7
292	6
293	4
294	5
295	4
296	2
297	9
298	5
299	4
300	2
301	2
302	2
303	4
304	4
305	3
306	4
307	1
308	3
309	2
310	1
311	6
312	2
313	5
314	2
315	2
316	4
317	2
318	1
319	7
320	1
321	1
322	4
324	1
325	2
326	2
327	2
328	4
329	2
330	1
331	2
332	4
333	3
334	4
335	4
336	7
337	2
338	3
339	2
340	5
341	5
342	5
344	3
345	2
347	7
348	3
349	4
350	5
351	2
353	2
354	2
355	2
356	2
357	5
358	5
359	5
360	2
361	3
362	3
363	4
364	3
365	1
367	2
368	3
369	4
370	5
371	2
372	6
373	1
374	3
375	3
376	4
378	3
379	1
380	4
381	2
382	2
383	2
384	2
385	3
386	1
387	2
388	1
389	1
390	3
391	2
392	4
393	4
394	4
395	1
396	3
397	1
398	1
400	2
401	1
402	2
403	1
404	2
405	4
406	2
407	2
408	6
409	2
410	2
411	3
412	3
413	1
414	2
415	3
416	6
417	1
418	2
419	1
420	2
421	4
422	4
423	3
424	3
425	3
426	5
428	1
429	3
430	2
431	1
432	4
433	3
434	5
435	2
436	2
438	1
439	1
440	1
441	4
442	2
443	2
444	1
445	1
446	4
447	1
448	1
450	2
451	2
452	1
453	4
455	2
456	2
457	4
458	2
459	2
460	1
461	5
462	1
463	1
464	2
465	3
466	5
467	2
468	4
469	2
470	4
471	2
472	1
473	3
474	4
475	5
476	2
477	2
478	6
479	1
480	2
483	3
484	5
485	3
486	2
487	3
488	2
489	1
490	3
491	3
492	4
495	1
496	1
497	2
498	2
499	3
500	8
501	1
502	3
503	4
504	2
505	1
507	3
508	4
509	3
510	1
512	4
513	2
514	1
515	6
516	1
517	1
518	2
519	2
520	2
521	3
522	3
523	1
525	5
526	1
527	7
528	1
530	4
531	1
532	2
533	2
534	3
535	1
536	2
538	1
539	2
540	3
541	1
542	3
543	1
544	1
545	3
546	2
547	2
548	3
551	1
552	2
553	3
554	3
555	2
556	2
557	3
558	4
559	1
560	5
561	4
562	1
563	4
564	3
565	2
566	1
567	1
568	1
569	3
570	3
571	2
572	1
573	1
575	1
576	1
577	3
578	3
579	5
580	4
582	1
583	1
584	3
585	1
586	3
588	4
589	2
590	3
591	1
592	2
593	1
595	2
596	1
598	2
599	6
600	2
602	2
603	1
604	2
606	1
607	5
608	1
609	2
611	4
612	2
615	1
616	2
617	2
618	4
619	3
620	1
621	2
622	5
623	2
624	2
625	1
627	1
629	2
630	1
631	2
633	1
634	2
635	1
636	2
637	2
638	3
639	1
640	1
641	1
643	4
644	3
645	1
646	1
647	2
648	3
649	3
650	6
651	3
652	3
653	4
654	3
656	1
657	1
658	3
659	2
660	3
661	2
662	2
663	1
664	2
665	1
666	2
667	3
668	2
669	3
671	4
672	2
673	3
674	2
676	3
677	1
679	2
680	1
681	2
682	2
683	3
684	2
685	1
686	3
687	1
689	2
690	2
691	4
692	2
694	1
695	5
696	1
699	1
700	2
702	3
703	3
704	4
705	1
706	4
707	1
708	1
709	4
710	3
711	1
714	2
715	2
716	3
717	1
719	3
720	1
721	1
722	1
723	2
724	1
725	2
726	1
727	1
729	1
731	4
732	1
733	2
735	2
736	2
737	3
738	2
739	1
740	4
741	1
742	1
743	1
745	1
746	5
747	3
748	1
749	2
750	2
752	2
753	2
755	5
756	3
757	2
758	2
759	1
760	1
762	2
763	1
764	2
765	2
766	1
767	3
769	2
771	5
772	1
773	4
774	2
775	5
776	4
777	3
778	5
780	2
781	1
782	2
783	1
784	1
785	1
787	3
788	3
789	1
790	3
791	2
792	4
793	2
794	1
795	1
796	1
799	2
800	4
801	2
802	3
803	2
804	3
805	1
806	1
807	6
808	1
809	1
810	5
811	1
812	2
813	3
816	2
817	1
818	3
819	1
821	3
822	1
823	1
824	1
825	3
826	2
828	2
830	1
831	2
832	2
833	1
834	2
835	2
836	3
837	2
838	1
840	2
841	2
843	2
844	1
845	1
846	3
847	1
848	1
849	3
850	1
851	1
852	1
853	2
854	2
855	1
856	1
859	2
860	2
861	1
862	2
863	1
864	4
865	2
866	1
867	1
868	1
869	1
870	1
871	2
872	4
873	3
874	1
875	3
876	1
877	2
878	2
879	1
880	1
881	4
883	2
884	1
885	1
886	2
887	2
888	1
889	2
890	2
891	3
892	2
893	1
894	1
895	3
896	3
897	4
898	1
899	1
900	2
901	1
902	3
904	3
905	1
906	3
907	1
908	1
909	1
910	1
911	2
912	2
913	2
914	1
915	1
917	2
918	2
919	1
921	2
922	1
923	3
925	2
926	2
927	2
928	4
929	6
930	1
931	1
932	5
934	5
936	3
937	3
938	3
939	2
940	2
941	2
943	2
944	2
946	1
948	1
950	1
954	3
956	5
957	2
958	2
