box	cell	found	preservative	material	tube_data	notes	tube	field_number	field_series	genus	epithet	catalog_series	catalog_number	country	island	paic	locality	lat	long	tissue	extract	date	source
340	G4		etoh				308	4341	CDS	Cyrtodactylus	philippinicus	KU	324376	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.67599	123.18777	W-340-G4	0	40015	ku_freezer.txt/ku_gekkonid_tissues.txt
340	G5		etoh				309	4342	CDS	Cyrtodactylus	philippinicus	KU	324377	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.67599	123.18777	W-340-G5	0	40015	ku_freezer.txt/ku_gekkonid_tissues.txt
343	C5		etoh				310	12834	RMB	Cyrtodactylus	philippinicus	KU	323189	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.68	121.529	W-343-C5	0	39977	ku_freezer.txt/ku_gekkonid_tissues.txt
343	C6		etoh				311	12835	RMB	Cyrtodactylus	philippinicus	KU	323190	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.68	121.529	W-343-C6	0	39977	ku_freezer.txt/ku_gekkonid_tissues.txt
343	C7		etoh				312	12836	RMB	Cyrtodactylus	philippinicus	KU	323191	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.68	121.529	W-343-C7	0	39977	ku_freezer.txt/ku_gekkonid_tissues.txt
343	C8		etoh				313	12837	RMB	Cyrtodactylus	philippinicus	KU	323192	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.68	121.529	W-343-C8	0	39977	ku_freezer.txt/ku_gekkonid_tissues.txt
343	C9		etoh				314	12838	RMB	Cyrtodactylus	philippinicus	KU	323193	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.68	121.529	W-343-C9	0	39977	ku_freezer.txt/ku_gekkonid_tissues.txt
343	D7		etoh				315	12845	RMB	Cyrtodactylus	philippinicus	KU	323194	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.68	121.529	W-343-D7	0	39977	ku_freezer.txt/ku_gekkonid_tissues.txt
346	H8		etoh				316	4658	CDS	Cyrtodactylus	annulatus	KU	324369	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.70551	124.12344	X-346-H8	0	40027	ku_freezer.txt/ku_gekkonid_tissues.txt
346	H9		etoh				317	4659	CDS	Cyrtodactylus	annulatus	KU	324370	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.70551	124.12344	X-346-H9	0	40027	ku_freezer.txt/ku_gekkonid_tissues.txt
346	I1		etoh				318	4660	CDS	Cyrtodactylus	annulatus	KU	324371	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.70551	124.12344	X-346-I1	0	40027	ku_freezer.txt/ku_gekkonid_tissues.txt
346	I2		etoh				319	4661	CDS	Cyrtodactylus	annulatus	KU	324372	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.70551	124.12344	X-346-I2	0	40027	ku_freezer.txt/ku_gekkonid_tissues.txt
348	B5		rnalater				320	4763	CDS	Cyrtodactylus	annulatus	KU	324373	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.70551	124.12344	X-348-B5	0	40028	ku_freezer.txt/ku_gekkonid_tissues.txt
358	F4		etoh				321	4384	CDS	Cyrtodactylus	philippinicus	KU	324378	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.67599	123.18777	X-358-F4	0	40017	ku_freezer.txt/ku_gekkonid_tissues.txt
367	B7		etoh				322	13366	RMB	Cyrtodactylus	philippinicus	KU	325814	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.462	121.22	Y-367-B7	0	40188	ku_freezer.txt/ku_gekkonid_tissues.txt
367	B8		etoh				323	13367	RMB	Cyrtodactylus	philippinicus	KU	325815	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.462	121.22	Y-367-B8	0	40188	ku_freezer.txt/ku_gekkonid_tissues.txt
368	I7		etoh				324	13510	RMB	Cyrtodactylus	philippinicus	KU	325816	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.462	121.22	Y-368-I7	0	40192	ku_freezer.txt/ku_gekkonid_tissues.txt
369	E2		etoh				325	13550	RMB	Hemidactylus	frenatus	KU	325830	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-E2	0	40194	ku_gekkonid_tissues.txt
369	E3		etoh				326	13551	RMB	Hemidactylus	frenatus	KU	325831	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-E3	0	40194	ku_gekkonid_tissues.txt
369	E4		etoh				327	13552	RMB	Hemidactylus	frenatus	KU	325832	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-E4	0	40194	ku_gekkonid_tissues.txt
369	E5		etoh				328	13553	RMB	Hemidactylus	frenatus	KU	325833	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-E5	0	40194	ku_gekkonid_tissues.txt
369	G5		etoh				329	13571	RMB	Cyrtodactylus	philippinicus	KU	325817	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, Sitio Upper Dayog	16.462	121.22	Y-369-G5	0	40193	ku_freezer.txt/ku_gekkonid_tissues.txt
369	H1		etoh				330	13576	RMB	Hemidactylus	frenatus	KU	325834	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-H1	0	40195	ku_gekkonid_tissues.txt
369	H3		etoh				331	13578	RMB	Hemidactylus	frenatus	KU	325835	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-H3	0	40195	ku_gekkonid_tissues.txt
369	H4		etoh				332	13579	RMB	Hemidactylus	frenatus	KU	325836	Philippines	Luzon	Luzon	Nueva Vizcaya Province; Municipality of Quezon; Barangay Maddiangat, in and around barangay proper	16.497	121.209	Y-369-H4	0	40195	ku_gekkonid_tissues.txt
376	C8	0				missing	333	5597	LSUHC	Ptychozoon	lionotum	LSUHC	5597	West Malaysia	Pulau Sibu					Z-376-C8	0		ku_freezer.txt
378	H3		etoh				334	13588	RMB	Gekko	carusadensis	KU	328371	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322	Z-378-H3	1		ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
378	H4		etoh				335	13589	RMB	Gekko	carusadensis	KU	328372	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322	Z-378-H4	1		ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
378	H5		etoh				336	13590	RMB	Gekko	carusadensis	KU	328373	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322	Z-378-H5	1		ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
378	H9	0				tube empty	337	4737	LSUHC	Gekko	monarchus	LSUHC	4737	West Malaysia	Pulau Aur		Johor			Z-378-H9	0		ku_freezer.txt
378	I5	0				tube empty	338	5742	LSUHC	Ptychozoon	lionotum	LSUHC	5742	West Malaysia	Pulau Pinang		West Malaysia, Penang, Pulau Pinang, above Botanical Gardens			Z-378-I5	0		ku_freezer.txt/LSUHC_geckos.txt
379	B6		etoh				339	7289	LSUHC	Gekko	monarchus	LSUHC	7289	West Malaysia	Pulau Aur		Johor			Z-379-B6	0		ku_freezer.txt
380	G6		etoh				340	13651	RMB	Cyrtodactylus	philippinicus	KU	328799	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-G6	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	G7		etoh				341	13652	RMB	Cyrtodactylus	philippinicus	KU	328800	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-G7	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	G8		etoh				342	13653	RMB	Cyrtodactylus	philippinicus	KU	328801	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-G8	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	G9		etoh				343	13654	RMB	Cyrtodactylus	philippinicus	KU	328802	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-G9	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H3		etoh				344	13657	RMB	Gekko	mindorensis	KU	328820	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H3	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H4		etoh				345	13658	RMB	Gekko	mindorensis	KU	328821	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H4	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H5		etoh				346	13659	RMB	Gekko	mindorensis	KU	328822	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H5	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H6		etoh				347	13660	RMB	Gekko	mindorensis	KU	328823	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H6	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H7		etoh				348	13661	RMB	Gekko	mindorensis	KU	328824	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H7	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H8		etoh				349	13662	RMB	Gekko	mindorensis	KU	328825	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H8	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	H9		etoh				350	13663	RMB	Gekko	mindorensis	KU	328826	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-H9	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	I1		etoh				351	13664	RMB	Cyrtodactylus	philippinicus	KU	328803	Philippines	Luzon	Luzon	Quezon Province; Municipality of Atimonan; Exact locality unknown (coordinates at center of municipality)	13.99583	121.905	Z-380-I1	0	40545	ku_freezer.txt/ku_gekkonid_tissues.txt
380	I6		etoh				352	13669	RMB	Cyrtodactylus	philippinicus	KU	328804	Philippines	Luzon	Luzon	"Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, ""Sugcad Plaza"""	13.40508	123.63882	Z-380-I6	0	40548	ku_freezer.txt/ku_gekkonid_tissues.txt
380	I7		etoh				353	13670	RMB	Cyrtodactylus	philippinicus	KU	328805	Philippines	Luzon	Luzon	"Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, ""Sugcad Plaza"""	13.40508	123.63882	Z-380-I7	0	40548	ku_freezer.txt/ku_gekkonid_tissues.txt
381	E5		etoh				354	13713	RMB	Cyrtodactylus	philippinicus	KU	328806	Philippines	Luzon	Luzon	"Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, ""Sugcad Plaza"""	13.40508	123.63882	Z-381-E5	0	40548	ku_freezer.txt/ku_gekkonid_tissues.txt
381	F2		etoh				355	13719	RMB	Cyrtodactylus	philippinicus	KU	328807	Philippines	Luzon	Luzon	"Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, ""Sugcad Plaza"""	13.40508	123.63882	Z-381-F2	0	40548	ku_freezer.txt/ku_gekkonid_tissues.txt
381	F3		etoh				356	13720	RMB	Cyrtodactylus	philippinicus	KU	328808	Philippines	Luzon	Luzon	"Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, ""Sugcad Plaza"""	13.40508	123.63882	Z-381-F3	0	40548	ku_freezer.txt/ku_gekkonid_tissues.txt
381	F4		etoh				357	13721	RMB	Cyrtodactylus	philippinicus	KU	328809	Philippines	Luzon	Luzon	"Albay Province; Municipality of Malinao; Barangay Sugcad, Sitio Kumagingking, ""Sugcad Plaza"""	13.40508	123.63882	Z-381-F4	0	40548	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B2		etoh				358	13763	RMB	Gekko	gecko	KU	328811	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B2	0	40551	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B3		etoh				359	13764	RMB	Gekko	gecko	KU	328812	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B3	0	40551	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B5		etoh				360	13766	RMB	Gekko	gecko	KU	328813	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B5	0	40551	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B6		etoh				361	13767	RMB	Gekko	gecko	KU	328814	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B6	0	40551	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B7		etoh				362	13768	RMB	Gekko	gecko	KU	328815	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B7	0	40551	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B8		etoh				363	13769	RMB	Gekko	gecko	KU	328816	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B8	0	40551	ku_freezer.txt/ku_gekkonid_tissues.txt
382	B9		etoh				364	13770	RMB	Gekko	gecko	KU	328817	Philippines	Luzon	Luzon	Albay Province; Municipality of Malinao; Barangay Tanawan	13.40534	123.67683	Z-382-B9	0	40551	ku_freezer.txt/ku_gekkonid_tissues.txt
388	C9		etoh				365	13587	RMB	Gekko	carusadensis	KU	328370	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322	Z-388-C9	0		ku_freezer.txt/ku_gekkonid_tissues.txt
388	D2		etoh				366	13591	RMB	Gekko	carusadensis	KU	328374	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Batong Malake, UPLB Forrestry Campus	14.1534333	121.2322	Z-388-D2	0		ku_freezer.txt/ku_gekkonid_tissues.txt
396	A6		etoh				367	5627	CDS	Cyrtodactylus	philippinicus	KU	330794	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.13356	121.20447	AA-396-A6	0	40671	ku_freezer.txt/ku_gekkonid_tissues.txt
396	H2		etoh				368	5686	CDS	Cyrtodactylus	philippinicus	KU	330795	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.13356	121.20447	AA-396-H2	0	40672	ku_freezer.txt/ku_gekkonid_tissues.txt
397	C5		etoh				369	5724	CDS	Cyrtodactylus	philippinicus	KU	331667	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.13356	121.20447	AA-397-C5	0	40672	ku_freezer.txt/ku_gekkonid_tissues.txt
397	C7		etoh				370	5727	CDS	Cyrtodactylus	philippinicus	KU	330796	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.13356	121.20447	AA-397-C7	0	40673	ku_freezer.txt/ku_gekkonid_tissues.txt
398	E3		etoh				371	5822	CDS	Cyrtodactylus	philippinicus	KU	330797	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.13356	121.20447	AA-398-E3	0	40674	ku_freezer.txt/ku_gekkonid_tissues.txt
398	E4		etoh				372	5823	CDS	Cyrtodactylus	philippinicus	KU	330798	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.13356	121.20447	AA-398-E4	0	40674	ku_freezer.txt/ku_gekkonid_tissues.txt
398	E5		etoh				373	5824	CDS	Cyrtodactylus	philippinicus	KU	330799	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; Barangay Bagong Silang, Mt. Makiling Forest Reserve, Camp Malaboo	14.13356	121.20447	AA-398-E5	0	40674	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C2		etoh				374	6047	CDS	Gekko	mindorensis	KU	330781	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C2	0	40679	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C4		etoh				375	6049	CDS	Gekko	mindorensis	KU	330782	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C4	0	40679	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C5		etoh				376	6050	CDS	Gekko	mindorensis	KU	330783	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C5	0	40679	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C6		etoh				377	6051	CDS	Gekko	mindorensis	KU	330784	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C6	0	40679	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C7		etoh				378	6052	CDS	Gekko	mindorensis	KU	330785	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C7	0	40679	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C8		etoh				379	6053	CDS	Gekko	mindorensis	KU	330786	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C8	0	40679	ku_freezer.txt/ku_gekkonid_tissues.txt
401	C9		etoh				380	6054	CDS	Gekko	mindorensis	KU	330787	Philippines	Luzon	Luzon	Laguna Province; Municipality of Los Banos; UPLB Forrestry Campus, Flat Rocks Site (coordinates at Los Banos)	14.166	121.243	AA-401-C9	0	40679	ku_freezer.txt/ku_gekkonid_tissues.txt
403	G6		etoh				381	14180	RMB	Cyrtodactylus	philippinicus	KU	329530	Philippines	Luzon	Luzon	Ilocos Norte Province; Municipality of Adams; Barangay Adams, Site 1, Mt. Pao	-18.438	120.878	AA-403-G6	0	40712	ku_freezer.txt/ku_gekkonid_tissues.txt
404	F1		etoh				382	14248	RMB	Cyrtodactylus	philippinicus	KU	329531	Philippines	Luzon	Luzon	Ilocos Norte Province; Municipality of Adams; Barangay Adams, Site 1, Mt. Pao	-18.438	120.878	AA-404-F1	0	40713	ku_freezer.txt/ku_gekkonid_tissues.txt
404	F2		etoh				383	14249	RMB	Cyrtodactylus	philippinicus	KU	329532	Philippines	Luzon	Luzon	Ilocos Norte Province; Municipality of Adams; Barangay Adams, Site 1, Mt. Pao	-18.438	120.878	AA-404-F2	0	40713	ku_freezer.txt/ku_gekkonid_tissues.txt
405	C9		etoh				384	14310	RMB	Cyrtodactylus	philippinicus	KU	329533	Philippines	Luzon	Luzon	Ilocos Norte Province; Municipality of Adams; Barangay Adams, Site 1, Mt. Pao	-18.438	120.878	AA-405-C9	0	40714	ku_freezer.txt/ku_gekkonid_tissues.txt
407	A9		etoh				385	14453	RMB	Cyrtodactylus	philippinicus	KU	329534	Philippines	Luzon	Luzon	Ilocos Norte Province; Municipality of Adams; Barangay Adams, Site 3, Mt. Pao	-18.449	120.894	AB-407-A9	0	40721	ku_freezer.txt/ku_gekkonid_tissues.txt
413	D2		etoh				386	14955	RMB	Cyrtodactylus	philippinicus	KU	330190	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.236	122.104	AB-413-D2	0	40744	ku_freezer.txt/ku_gekkonid_tissues.txt
413	D3		etoh				387	14956	RMB	Cyrtodactylus	philippinicus	KU	330191	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.236	122.104	AB-413-D3	0	40744	ku_freezer.txt/ku_gekkonid_tissues.txt
414	E8		etoh				388	15052	RMB	Cyrtodactylus	philippinicus	KU	330192	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.236	122.104	AB-414-E8	0	40745	ku_freezer.txt/ku_gekkonid_tissues.txt
414	E9		etoh				389	15053	RMB	Cyrtodactylus	philippinicus	KU	330193	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.236	122.104	AB-414-E9	0	40745	ku_freezer.txt/ku_gekkonid_tissues.txt
415	C8		etoh				390	15119	RMB	Cyrtodactylus	philippinicus	KU	330195	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.236	122.104	AB-415-C8	0	40750	ku_freezer.txt/ku_gekkonid_tissues.txt
416	E4		etoh				391	15211	RMB	Cyrtodactylus	philippinicus	KU	330196	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.236	122.104	AB-416-E4	0	40752	ku_freezer.txt/ku_gekkonid_tissues.txt
416	E5		etoh				392	15212	RMB	Cyrtodactylus	philippinicus	KU	330197	Philippines	Luzon	Luzon	Cagayan Province; Municipality of Gonzaga; Barangay Magrafil, Site 2, Mt. Cagua	18.236	122.104	AB-416-E5	0	40752	ku_freezer.txt/ku_gekkonid_tissues.txt
417	F6		etoh				393	13902	RMB	Cyrtodactylus	philippinicus	KU	329346	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333	121.2032	AB-417-F6	0	40702	ku_freezer.txt/ku_gekkonid_tissues.txt
418	C9		etoh				394	13961	RMB	Cyrtodactylus	philippinicus	KU	329348	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333	121.2032	AB-418-C9	0	40704	ku_freezer.txt/ku_gekkonid_tissues.txt
418	D1		etoh				395	13962	RMB	Cyrtodactylus	philippinicus	KU	329349	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333	121.2032	AB-418-D1	0	40704	ku_freezer.txt/ku_gekkonid_tissues.txt
418	D2		etoh				396	13963	RMB	Cyrtodactylus	philippinicus	KU	329350	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333	121.2032	AB-418-D2	0	40704	ku_freezer.txt/ku_gekkonid_tissues.txt
418	D3		etoh				397	13964	RMB	Cyrtodactylus	philippinicus	KU	329351	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333	121.2032	AB-418-D3	0	40704	ku_freezer.txt/ku_gekkonid_tissues.txt
418	D4		etoh				398	13965	RMB	Cyrtodactylus	philippinicus	KU	329352	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333	121.2032	AB-418-D4	0	40704	ku_freezer.txt/ku_gekkonid_tissues.txt
418	D5		etoh			Tube looks like 13965	399	13966	RMB	Cyrtodactylus	philippinicus	KU	329353	Philippines	Luzon	Luzon	Bulacan Province; Municipality of Dona Remedios Trinidad; Barangay Kabayunan, Sitio Langud, Langud River, Angat Watershed	15.0333	121.2032	AB-418-D5	0	40704	ku_freezer.txt/ku_gekkonid_tissues.txt
20/220	A5/F5/A6		etoh		box: 220; cell: F5		400	3118	RMB	Gekko	athymus	KU	309335	Philippines	Palawan	Palawan	Palawan Province; Municipality of Brooke's Point; Barangay Mainit, Mainit Falls	9.8367333	118.6416167	B/O-20/220-A5/F5/A6	0	39173	ku_freezer.txt/ku_gekkonid_tissues.txt
		0					401	4408	CDS	Cyrtodactylus	philippinicus	KU	324379	Philippines	Negros	Visayan	Negros Occidental Province; ; Barangay Patag; city of Silay; Mt. Bungol	10.67599	123.18777		0	40018	ku_gekkonid_tissues.txt
		0					402	10866	RMB	Cyrtodactylus	philippinicus	KU	331723	Philippines	Polillo	Luzon	Quezon Province; Municipality of Burdeos; Burdeos	14.888	121.938		0	40755	ku_gekkonid_tissues.txt
		0					403	10867	RMB	Cyrtodactylus	philippinicus	KU	331724	Philippines	Polillo	Luzon	Quezon Province; Municipality of Burdeos; Burdeos	14.888	121.938		0	40755	ku_gekkonid_tissues.txt
		0					404	37	KUHFS	Cyrtopodion	elongatus	KU	331333	Mongolia			Bayankhongor; ; Suuj Bulag, Tsagaan Bogd UUL, Shinejinst	42.8822222	98.8183333		0	40742	ku_gekkonid_tissues.txt
		0					405	95	MEW	Cyrtopodion	elongatus	KU	331230	Mongolia			Omnogovi; ; Gurvantes Soum	43.584	100.066		0	40368	ku_gekkonid_tissues.txt
		0					406	98	MEW	Cyrtopodion	elongatus	KU	331231	Mongolia			Omnogovi; ; Gurvantes Soum	43.584	100.066		0	40368	ku_gekkonid_tissues.txt
