box	cell	found	preservative	material	tube_data	notes	tube	field_number	field_series	genus	epithet	catalog_series	catalog_number	country	island	paic	locality	lat	long	tissue	extract	date	source
243	G9		etoh				206	8418	RMB	Cyrtodactylus	mamanwa	KU	310099	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-G9	0	39295	ku_freezer.txt/ku_gekkonid_tissues.txt
243	H9		etoh				207	8427	RMB	Cyrtodactylus	mamanwa	KU	310100	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-H9	0	39295	ku_freezer.txt/ku_gekkonid_tissues.txt
243	I9		etoh				208	8436	RMB	Cyrtodactylus	mamanwa	KU	310101	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-243-I9	0	39297	ku_freezer.txt/ku_gekkonid_tissues.txt
244	A8		etoh				209	8444	RMB	Cyrtodactylus	mamanwa	KU	310102	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-244-A8	0	39298	ku_freezer.txt/ku_gekkonid_tissues.txt
244	A9		etoh				210	8445	RMB	Cyrtodactylus	mamanwa	KU	310103	Philippines	Dinagat	Mindanao	Dinagat Islands Province; Municipality of Loreto; Barangay Santiago, sitio Cambinlia (Sudlon)	10.3436833	125.6181167	Q-244-A9	0	39298	ku_freezer.txt/ku_gekkonid_tissues.txt
249	C4		etoh				211	2703	CDS	Cyrtodactylus	sumuroi	KU	310797	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8312	125.27905	Q-249-C4	0	39372	ku_freezer.txt/ku_gekkonid_tissues.txt
251	A1		etoh				212	2844	CDS	Cyrtodactylus	sumuroi	KU	310798	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.80255	125.29276	Q-251-A1	1	39372	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
252	E7		etoh				213	2967	CDS	Cyrtodactylus	sumuroi	KU	310799	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.80255	125.29276	Q-252-E7	1	39377	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
252	G6		etoh				214	2984	CDS	Cyrtodactylus	sumuroi	KU	310800	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.80255	125.29276	Q-252-G6	0	39377	ku_freezer.txt/ku_gekkonid_tissues.txt
253	C7		etoh				215	3030	CDS	Cyrtodactylus	sumuroi	KU	310801	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.80255	125.29276	Q-253-C7	0	39377	ku_freezer.txt/ku_gekkonid_tissues.txt
253	E6		etoh				216	3047	CDS	Cyrtodactylus	sumuroi	KU	310802	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.80255	125.29276	Q-253-E6	0	39378	ku_freezer.txt/ku_gekkonid_tissues.txt
259	I3		etoh	tail	genus: Cyrtodactylus; epithet: baluensis; date: 2007-05-26; locality: Tenampok, Sabah		217		NOID	Cyrtodactylus	baluensis			Malaysia	Borneo		Sabah			R-259-I3	0		ku_freezer.txt
259	I4		etoh	tail	genus: Cyrtodactylus; epithet: baluensis; date: 2007-05-28; locality: Kiau, Sabah		218	1	NOID	Cyrtodactylus	baluensis			Malaysia	Borneo		Sabah			R-259-I4	0		ku_freezer.txt
259	I5		etoh	tail	genus: Cyrtodactylus; epithet: baluensis; date: 2007-05-21; locality: Lobang, Sabah		219	2	NOID	Cyrtodactylus	baluensis			Malaysia	Borneo		Sabah			R-259-I5	0		ku_freezer.txt
261	B2		etoh				220	8754	RMB	Gekko	romblon	KU	315346	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-B2	1	39453	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
261	B9		etoh				221	8761	RMB	Cyrtodactylus	philippinicus	KU	315340	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-B9	1	39454	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
261	C1		etoh				222	8762	RMB	Cyrtodactylus	philippinicus	KU	315341	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-C1	0	39454	ku_freezer.txt/ku_gekkonid_tissues.txt
261	C2		etoh				223	8763	RMB	Cyrtodactylus	philippinicus	KU	315342	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-C2	1	39454	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
261	C3		etoh				224	8764	RMB	Cyrtodactylus	philippinicus	KU	315343	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-C3	1	39454	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
261	C4		etoh				225	8765	RMB	Gekko	romblon	KU	315347	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-C4	0	39454	ku_freezer.txt/ku_gekkonid_tissues.txt
261	E9		etoh				226	8789	RMB	Gekko	romblon	KU	315348	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-E9	1	39455	ku_freezer.txt/ku_gekkonid_tissues.txt/gekkonid_lab_work.txt
261	F1		etoh				227	8790	RMB	Cyrtodactylus	philippinicus	KU	315345	Philippines	Tablas	Romblon	Romblon Province; Municipality of Calatrava; Barangay Balogo: Sitio Piqueno	12.60523	122.04552	R-261-F1	0	39455	ku_freezer.txt/ku_gekkonid_tissues.txt
263	A2		etoh				228	8870	RMB	Cyrtodactylus	philippinicus	KU	326518	Philippines	Polillo	Luzon	Quezon Province; Municipality of Polillo; Barangay Poblacion			R-263-A2	0	39544	ku_freezer.txt/ku_gekkonid_tissues.txt
263	H1		etoh				229	8931	RMB	Cyrtodactylus	gubaot	KU	326520	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H1	0	39554	ku_freezer.txt/ku_gekkonid_tissues.txt
263	H2		etoh				230	8932	RMB	Cyrtodactylus	gubaot	KU	326521	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H2	0	39554	ku_freezer.txt/ku_gekkonid_tissues.txt
263	H3		etoh				231	8933	RMB	Cyrtodactylus	gubaot	KU	326522	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H3	0	39554	ku_freezer.txt/ku_gekkonid_tissues.txt
263	H4		etoh				232	8934	RMB	Cyrtodactylus	gubaot	KU	326523	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H4	0	39554	ku_freezer.txt/ku_gekkonid_tissues.txt
263	H5		etoh				233	8935	RMB	Cyrtodactylus	gubaot	KU	326524	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H5	0	39554	ku_freezer.txt/ku_gekkonid_tissues.txt
263	H6		etoh				234	8936	RMB	Cyrtodactylus	gubaot	KU	326525	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H6	0	39554	ku_freezer.txt/ku_gekkonid_tissues.txt
263	H7		etoh				235	8937	RMB	Cyrtodactylus	gubaot	KU	326526	Philippines	Leyte	Mindanao	Leyte Province; Municipality of Baybay; Visayas State University Campus	10.7451667	124.8042833	R-263-H7	0	39554	ku_freezer.txt/ku_gekkonid_tissues.txt
270	A8		etoh		field_series: CDS; field_number: 3506		236	6891	SP	Cyrtodactylus	baluensis			Malaysia	Kinabalu		Mt. Kinabalu Park; Kinabalu headquarters; ; CDS3506			R-270-A8	0		ku_freezer.txt
270	A9		etoh		field_series: CDS; field_number: 3507		237	6892	SP	Cyrtodactylus	baluensis			Malaysia	Kinabalu		Mt. Kinabalu Park; Kinabalu headquarters; ; CDS3507			R-270-A9	1		ku_freezer.txt/gekkonid_lab_work.txt
270	B1		etoh		field_series: CDS; field_number: 3539		238	6906	SP	Cyrtodactylus	baluensis			Malaysia	Kinabalu		Mt. Kinabalu Park; Kinabalu headquarters; ; CDS3539			R-270-B1	1		ku_freezer.txt/gekkonid_lab_work.txt
272	G1		etoh				239	9693	RMB	Cyrtodactylus	philippinicus	KU	313815	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.02381	122.47294	S-272-G1	0	39622	ku_freezer.txt/ku_gekkonid_tissues.txt
272	H4	0				All tubes in vicinity are Platymantis	240	9705	RMB	Cyrtodactylus	philippinicus	KU	313816	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.02381	122.47294	S-272-H4	0	39623	ku_freezer.txt/ku_gekkonid_tissues.txt
273	C2		etoh				241	9739	RMB	Cyrtodactylus	philippinicus	KU	313817	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.02381	122.47294	S-273-C2	0	39623	ku_freezer.txt/ku_gekkonid_tissues.txt
273	C3		etoh				242	9740	RMB	Cyrtodactylus	philippinicus	KU	313818	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.02381	122.47294	S-273-C3	0	39623	ku_freezer.txt/ku_gekkonid_tissues.txt
273	C8		etoh				243	9745	RMB	Cyrtodactylus	philippinicus	KU	313819	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.02381	122.47294	S-273-C8	0	39624	ku_freezer.txt/ku_gekkonid_tissues.txt
273	D2		etoh				244	9748	RMB	Cyrtodactylus	philippinicus	KU	313820	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.02381	122.47294	S-273-D2	0	39623	ku_freezer.txt/ku_gekkonid_tissues.txt
273	D3		etoh				245	9749	RMB	Cyrtodactylus	philippinicus	KU	313821	Philippines	Luzon	Luzon	Camarines Norte Province; Municipality of Labo; Barangay Tulay Na Lupa, Mt. Labo camp 1	14.02381	122.47294	S-273-D3	0	39623	ku_freezer.txt/ku_gekkonid_tissues.txt
284	H8		etoh				246	9207	RMB	Cyrtodactylus	jambangan	KU	314807	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River"	6.9922333	122.0604333	S-284-H8	0	39638	ku_freezer.txt/ku_gekkonid_tissues.txt
285	A3		etoh				247	9223	RMB	Cyrtodactylus	jambangan	KU	314836	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River"	6.9922333	122.0604333	S-285-A3	0	39640	ku_freezer.txt/ku_gekkonid_tissues.txt
287	C1		etoh				248	9527	RMB	Lepidodactylus	balioburius	KU	314002	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C1	0	39598	ku_gekkonid_tissues.txt
287	C2		etoh				249	9528	RMB	Lepidodactylus	balioburius	KU	314003	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C2	0	39599	ku_gekkonid_tissues.txt
287	C3		etoh				250	9529	RMB	Lepidodactylus	balioburius	KU	314004	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C3	0	39599	ku_gekkonid_tissues.txt
287	C4		etoh				251	9530	RMB	Lepidodactylus	balioburius	KU	314005	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C4	0	39599	ku_gekkonid_tissues.txt
287	C5		etoh				252	9531	RMB	Lepidodactylus	balioburius	KU	314006	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C5	0	39599	ku_gekkonid_tissues.txt
287	C6		etoh				253	9532	RMB	Lepidodactylus	balioburius	KU	314007	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C6	0	39599	ku_gekkonid_tissues.txt
287	C7		etoh				254	9533	RMB	Lepidodactylus	balioburius	KU	314008	Philippines	Batan	Batanes	Batanes Province; Municipality of Basco; Barangay San Antonio, Sitio Chadpidan	20.47	-121.991	T-287-C7	0	39599	ku_gekkonid_tissues.txt
287	E8		etoh				255	9552	RMB	Gekko	porosus	KU	313977	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-E8	0	39604	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F1		etoh				256	9554	RMB	Gekko	porosus	KU	313978	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F1	0	39604	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F2		etoh				257	9555	RMB	Gekko	porosus	KU	313979	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F2	0	39604	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F5		etoh				258	9558	RMB	Gekko	porosus	KU	313980	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F5	0	39605	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F7		etoh			tube reads “4560” but is in sequence and reads “Gekko”	259	9560	RMB	Gekko	porosus	KU	313981	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F7	0	39605	ku_freezer.txt/ku_gekkonid_tissues.txt
287	F8		etoh				260	9561	RMB	Gekko	porosus	KU	313982	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-F8	0	39605	ku_freezer.txt/ku_gekkonid_tissues.txt
287	G5		etoh				261	9567	RMB	Lepidodactylus	balioburius	KU	314012	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G5	0	39606	ku_gekkonid_tissues.txt
287	G6		etoh				262	9568	RMB	Lepidodactylus	balioburius	KU	314013	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G6	0	39606	ku_gekkonid_tissues.txt
287	G7		etoh				263	9569	RMB	Lepidodactylus	balioburius	KU	314014	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G7	0	39606	ku_gekkonid_tissues.txt
287	G8		etoh				264	9570	RMB	Lepidodactylus	balioburius	KU	314015	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G8	0	39606	ku_gekkonid_tissues.txt
287	G9		etoh				265	9571	RMB	Lepidodactylus	balioburius	KU	314016	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-G9	0	39606	ku_gekkonid_tissues.txt
287	H1		etoh				266	9572	RMB	Lepidodactylus	balioburius	KU	314017	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-H1	0	39606	ku_gekkonid_tissues.txt
287	H3		etoh				267	9574	RMB	Lepidodactylus	balioburius	KU	314018	Philippines	Sabtang	Batanes	Batanes Province; Municipality of Sabtang; Barangay Chavayan			T-287-H3	0	39606	ku_gekkonid_tissues.txt
287	H4		etoh				268	9575	RMB	Gekko	porosus	KU	313983	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-H4	0	39607	ku_freezer.txt/ku_gekkonid_tissues.txt
287	H5		etoh				269	9576	RMB	Gekko	porosus	KU	313984	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-H5	0	39607	ku_freezer.txt/ku_gekkonid_tissues.txt
287	H7		etoh				270	9578	RMB	Gekko	porosus	KU	313985	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-H7	0	39608	ku_freezer.txt/ku_gekkonid_tissues.txt
287	I2		etoh				271	9582	RMB	Gekko	porosus	KU	313986	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I2	0	39608	ku_freezer.txt/ku_gekkonid_tissues.txt
287	I4		etoh				272	9584	RMB	Gekko	porosus	KU	313987	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I4	0	39608	ku_freezer.txt/ku_gekkonid_tissues.txt
287	I5		etoh				273	9585	RMB	Gekko	porosus	KU	313988	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I5	0	39609	ku_freezer.txt/ku_gekkonid_tissues.txt
287	I6		etoh				274	9586	RMB	Gekko	porosus	KU	313989	Philippines	Batan	Batanes	Batanes Province; Municipality of Ivana; Barangay Salagao, Sitio Imnadyed			T-287-I6	0	39609	ku_freezer.txt/ku_gekkonid_tissues.txt
288	E3	0				tubes in vicinity were re-numbered and taxonomy ambiguous	275	2645	CDS	Cyrtodactylus	sumuroi	KU	310796	Philippines	Samar	Mindanao	Eastern Samar Province; Municipality of Taft; Barangay San Rafael	11.8312	125.27905	T-288-E3	0	39368	ku_freezer.txt/ku_gekkonid_tissues.txt
307	F2		rnalater				276	12532	RMB	Gehyra	mutilata	KU	322258	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.742	121.576	U-307-F2	0	39969	ku_gekkonid_tissues.txt
307	F6		rnalater				277	12536	RMB	Gehyra	mutilata	KU	322259	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.742	121.576	U-307-F6	0	39969	ku_gekkonid_tissues.txt
308	B3		etoh				278	12578	RMB	Gehyra	mutilata	KU	322254	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.742	121.576	U-308-B3	0	39971	ku_gekkonid_tissues.txt
308	B7		etoh				279	12582	RMB	Gehyra	mutilata	KU	322260	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.742	121.576	U-308-B7	0	39971	ku_gekkonid_tissues.txt
308	B9		etoh				280	12584	RMB	Gehyra	mutilata	KU	322261	Philippines	Luzon	Luzon	Aurora Province; Municipality of Baler; Barangay Zabali, Aurora State College of Technology (ASCOT)	15.742	121.576	U-308-B9	0	39971	ku_gekkonid_tissues.txt
310	G6		etoh				281	12790	RMB	Cyrtodactylus	philippinicus	KU	323188	Philippines	Luzon	Luzon	Aurora Province; Municipality of San Luis; Barangay Real, Sitio Minoli, limestone forest	15.68	121.529	U-310-G6	0	39976	ku_freezer.txt/ku_gekkonid_tissues.txt
311	C1		etoh				282	3751	CDS	Cyrtodactylus	philippinicus	KU	320346	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-311-C1	0		ku_freezer.txt/ku_gekkonid_tissues.txt
311	C2		etoh				283	3752	CDS	Cyrtodactylus	philippinicus	KU	320347	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-311-C2	0		ku_freezer.txt/ku_gekkonid_tissues.txt
311	F1		etoh			insect in tube with liver	284	3781	CDS	Cyrtodactylus	philippinicus	KU	320348	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-311-F1	0		ku_freezer.txt/ku_gekkonid_tissues.txt
311	G4		etoh				285	3793	CDS	Cyrtodactylus	philippinicus	KU	320349	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-311-G4	0		ku_freezer.txt/ku_gekkonid_tissues.txt
312	F6		etoh				286	3866	CDS	Gekko	mindorensis	KU	320390	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-F6	0		ku_freezer.txt/ku_gekkonid_tissues.txt
312	F7		etoh				287	3867	CDS	Gekko	mindorensis	KU	320391	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-F7	0		ku_freezer.txt/ku_gekkonid_tissues.txt
312	F8		etoh				288	3868	CDS	Gekko	mindorensis	KU	320392	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-F8	0		ku_freezer.txt/ku_gekkonid_tissues.txt
312	F9		etoh				289	3869	CDS	Cyrtodactylus	philippinicus	KU	320350	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-F9	0		ku_freezer.txt/ku_gekkonid_tissues.txt
312	I6		etoh				290	3894	CDS	Gekko	mindorensis	KU	320393	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-I6	0		ku_freezer.txt/ku_gekkonid_tissues.txt
312	I7		etoh				291	3895	CDS	Gekko	mindorensis	KU	320394	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-312-I7	0		ku_freezer.txt/ku_gekkonid_tissues.txt
313	D8		etoh				292	3932	CDS	Cyrtodactylus	philippinicus	KU	320351	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-313-D8	0		ku_freezer.txt/ku_gekkonid_tissues.txt
313	D9	0				tube empty	293	3933	CDS	Cyrtodactylus	philippinicus	KU	320352	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-313-D9	0		ku_freezer.txt/ku_gekkonid_tissues.txt
313	E2		etoh				294	3935	CDS	Gekko	mindorensis	KU	320395	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-313-E2	0		ku_freezer.txt/ku_gekkonid_tissues.txt
313	E3		etoh				295	3936	CDS	Gekko	mindorensis	KU	320396	Philippines	Lubang	Lubang	Occidental Mindoro Province; Municipality of Lubang; Barangay Vigo, Sitio Dangay	13.79995	120.16393	U-313-E3	0		ku_freezer.txt/ku_gekkonid_tissues.txt
317	G9		rnalater				296	11229	RMB	Cyrtodactylus	annulatus	KU	319651	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Barangay La Paz, Sitio Nancy"	7.085	122.027	V-317-G9	0	39906	ku_freezer.txt/ku_gekkonid_tissues.txt
318	G1		rnalater				297	11302	RMB	Cyrtodactylus	annulatus	KU	319653	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Barangay La Paz, Sitio Nancy"	7.085	122.027	V-318-G1	0	39908	ku_freezer.txt/ku_gekkonid_tissues.txt
318	G8		rnalater				298	11309	RMB	Cyrtodactylus	annulatus	KU	319659	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Barangay La Paz, Sitio Nancy"	7.085	122.027	V-318-G8	0	39908	ku_gekkonid_tissues.txt
322	C5		rnalater				299	11591	RMB	Cyrtodactylus	jambangan	KU	319657	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Barangay Tulosa, Sitio Santa Clara, Cabo Negro Outpost"	7.108	122.119	V-322-C5	0	39911	ku_freezer.txt/ku_gekkonid_tissues.txt
323	C3		rnalater				300	11670	RMB	Cyrtodactylus	jambangan	KU	319844	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Barangay Tulosa, Sitio Santa Clara, Cabo Negro Outpost"	7.108	122.119	V-323-C3	0	39912	ku_freezer.txt/ku_gekkonid_tissues.txt
323	G9		rnalater				301	11712	RMB	Cyrtodactylus	jambangan	KU	319658	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River"	6.9922333	122.0604333	V-323-G9	0	39914	ku_freezer.txt/ku_gekkonid_tissues.txt
323	H2		rnalater				302	11714	RMB	Cyrtodactylus	annulatus	KU	319845	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River"	6.9922333	122.0604333	V-323-H2	0	39914	ku_freezer.txt/ku_gekkonid_tissues.txt
324	B5		rnalater				303	11745	RMB	Cyrtodactylus	jambangan	KU	319660	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River"	6.9922333	122.0604333	V-324-B5	0	39913	ku_freezer.txt/ku_gekkonid_tissues.txt
324	B6		rnalater				304	11746	RMB	Cyrtodactylus	jambangan	KU	319661	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River"	6.9922333	122.0604333	V-324-B6	0	39913	ku_freezer.txt/ku_gekkonid_tissues.txt
324	B7		rnalater				305	11747	RMB	Cyrtodactylus	jambangan	KU	319662	Philippines	Mindanao	Mindanao	"Zamboanga City ""Province""; Municipality of Pasonanca; Pasonanca Natural Park, Tumaga River"	6.9922333	122.0604333	V-324-B7	0	39913	ku_freezer.txt/ku_gekkonid_tissues.txt
338	G7		etoh				306	4485	CDS	Cyrtodactylus	annulatus	KU	324366	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.70551	124.12344	W-338-G7	0	40026	ku_freezer.txt/ku_gekkonid_tissues.txt
339	I6		rnalater				307	4583	CDS	Cyrtodactylus	annulatus	KU	324367	Philippines	Bohol	Mindanao	Bohol Province; Municipality of Bilar; Barangay Riverside; Magsaysay Park; Raja Sikatuna Natural Park	9.70551	124.12344	W-339-I6	0	40026	ku_freezer.txt/ku_gekkonid_tissues.txt
