Catalog#	Class/FullTaxonName	Order/FullTaxonName	Family/FullTaxonName	Species/FullTaxonName	TypeStatus	Determination	LoanReturnPhysicalObject	Preparation	Field#	Status	Country	IslandGroup	Island	State	County	LocalityName	Elevation	ElevUnit	LatLongType	Latitude1	Longitude1	LatLongUnits	Collectors	Date Collected	Habitat/Natural History/Remarks	Sex	SVL (mm)	Mass (g)	photo? 
303864	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 336	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	14/Feb/2006					No
303865	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 337	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	14/Feb/2006					No
303866	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 339	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	14/Feb/2006					No
303867	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 379	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303868	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 380	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303869	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 381	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303870	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 382	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303871	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 383	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303872	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 384	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303873	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 385	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303874	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 386	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303875	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 387	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303876	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	ELR 389	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303877	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	ELR 395	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	15/Feb/2006					No
303878	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 434	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	16/Feb/2006					No
303879	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 444	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	16/Feb/2006					No
303880	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 524	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	17/Feb/2005					No
303881	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 525	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	17/Feb/2005					No
303882	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 526	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	17/Feb/2005					No
303883	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 527	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	17/Feb/2005					No
303884	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 528	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	17/Feb/2005					No
303885	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 536	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	18/Feb/2006					No
303886	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 537	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	18/Feb/2006					No
303887	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 554	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	19/Feb/2006					No
303888	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 555	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	19/Feb/2006					No
303889	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 556	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	19/Feb/2006					No
303890	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 625	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	20/Feb/2006					No
303891	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 626	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	20/Feb/2006					No
303892	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 627	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	20/Feb/2006					No
303893	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 628	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	20/Feb/2006					No
303894	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 629	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	20/Feb/2006					No
303895	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 630	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	20/Feb/2006					No
303896	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 631	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	20/Feb/2006					No
303897	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 632	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	20/Feb/2006					No
303898	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	ELR 633	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	20/Feb/2006					No
303899	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 5654	tissue	Philippines	Luzon PAIC	Polillo Island	Quezon Province		N/A							"1, Brown, Rafe"	20/Dec/2005					No
303900	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata		ETOH: 1; tissue: 100	RMB 5230	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	"Barangay Paraiso, Mayor's House"							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303900	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata	10003901 ...	ETOH: 1; tissue: 100	RMB 5230	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	"Barangay Paraiso, Mayor's House"							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303901	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata		ETOH: 1; tissue: 100	RMB 5244	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303901	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata	10003901 ...	ETOH: 1; tissue: 100	RMB 5244	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303902	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata		ETOH: 1; tissue: 100	RMB 5247	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303902	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata	10003901 ...	ETOH: 1; tissue: 100	RMB 5247	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303904	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata		ETOH: 1; tissue: 100	ELR 535	tissue	Philippines	Mindoro PAIC	Mindoro Island	Occidental Mindoro Province	Municipality of Sablayan	"Barangay Batong Buhay, Batulai, Mt. Siburan"			Point	13.7955000__	120.1596500__		"1, Rico, Edmund"	18/Feb/2006					No
303905	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata		ETOH: 1; tissue: 100	RMB 5589	tissue	Philippines	Luzon PAIC	Polillo Island	Quezon Province		N/A							"1, Brown, Rafe"	19/Dec/2005					No
303906	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata		ETOH: 1; tissue: 100	RMB 5590	tissue	Philippines	Luzon PAIC	Polillo Island	Quezon Province		N/A							"1, Brown, Rafe"	19/Dec/2005					No
303907	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata		ETOH: 1; tissue: 100	RMB 5591	tissue	Philippines	Luzon PAIC	Polillo Island	Quezon Province		N/A							"1, Brown, Rafe"	19/Dec/2005					No
303908	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata		ETOH: 1; tissue: 100	RMB 5592	tissue	Philippines	Luzon PAIC	Polillo Island	Quezon Province		N/A							"1, Brown, Rafe"	19/Dec/2005					No
303909	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 4981	tissue	Philippines	Mindoro PAIC	Mindoro Island	Oriental Mindoro Province	Municipality of Bongabong	"Barangay Formon, Sitio Balogbog, Cueba Simbahan"	320	M	Point	12.7210500__	121.3824167__		"1, Brown, Rafe; 2, Siler, Cameron; 3, Diesmos, Arvin"	12/Mar/2005					No
303910	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 4982	tissue	Philippines	Mindoro PAIC	Mindoro Island	Oriental Mindoro Province	Municipality of Bongabong	"Barangay Formon, Sitio Balogbog, Cueba Simbahan"	320	M	Point	12.7210500__	121.3824167__		"1, Brown, Rafe; 2, Siler, Cameron; 3, Diesmos, Arvin"	12/Mar/2005					No
303911	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5005	tissue	Philippines	Mindoro PAIC	Mindoro Island	Oriental Mindoro Province	Municipality of Bongabong	"Barangay Formon, Sitio Balogbog, Cueba Simbahan"	320	M	Point	12.7210500__	121.3824167__		"1, Brown, Rafe; 2, Siler, Cameron; 3, Diesmos, Arvin"	12/Mar/2005					Yes
303912	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5006	tissue	Philippines	Mindoro PAIC	Mindoro Island	Oriental Mindoro Province	Municipality of Bongabong	"Barangay Formon, Sitio Balogbog, Cueba Simbahan"	320	M	Point	12.7210500__	121.3824167__		"1, Brown, Rafe; 2, Siler, Cameron; 3, Diesmos, Arvin"	12/Mar/2005					No
303913	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5220	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Esselstyn, Jacob; 2, Antoque, Nonito"	06/Dec/2005					No
303914	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5286	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Esselstyn, Jacob; 2, Antoque, Nonito; 3, Linkem, Charles ..."	06/Dec/2005					No
303914	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5286	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Esselstyn, Jacob; 2, Antoque, Nonito; 3, Linkem, Charles ..."	06/Dec/2005					No
303915	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5291	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303915	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5291	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303916	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5292	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303916	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5292	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province		"Municipality of Lubang, Barangay Parasio: NA"			Point	13.8486500__	120.1226500__	DecimalDegrees	"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	06/Dec/2005					No
303917	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5342	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303917	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5342	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303918	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5343	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303918	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5343	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303919	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5344	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303919	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5344	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303920	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5345	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303920	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5345	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303921	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5346	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303921	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5346	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303922	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5347	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303922	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5347	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303923	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5352	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303923	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5352	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	07/Dec/2005					No
303924	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis		ETOH: 1; tissue: 100	RMB 5367	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	08/Dec/2005					No
303924	Reptilia	Sauria	Gekkonidae	Gekko mindorensis		Gekko mindorensis	10003901 ...	ETOH: 1; tissue: 100	RMB 5367	tissue	Philippines	Lubang PAIC	Lubang Island	Occidental Mindoro Province	Municipality of Lubang	Barangay Vigo							"1, Brown, Rafe; 2, Siler, Cameron; 3, Linkem, Charles ..."	08/Dec/2005					No
