Catalog#	Class/FullTaxonName	Order/FullTaxonName	Family/FullTaxonName	Species/FullTaxonName	TypeStatus	Determination	LoanReturnPhysicalObject	Preparation	Field#	Status	Country	IslandGroup	Island	State	County	LocalityName	Elevation	ElevUnit	LatLongType	Latitude1	Longitude1	LatLongUnits	Collectors	Date Collected	Habitat/Natural History/Remarks	Sex	SVL (mm)	Mass (g)	photo? 
311210	Reptilia	Sauria	Gekkonidae	Cyrtodactylus gubaot	Topotype	Cyrtodactylus gubaot		tissue: 100; ETOH: 1	CDS 3393	tissue	Philippines	Mindanao PAIC	Leyte Island	Leyte Province	Municipality of Baybay	"Pilim, San Vicente"	82	M	Point	10.7309400__	124.8257100__	DecimalDegrees	"1, Siler, Cameron"	05/Nov/2007	"Collected in secondary forest between 18:00 and 22:00, on bank/mid stream on bar 0-2m from stream bed on rock/log stream W 2-5m"	?	42.00	1.30	Yes
311211	Reptilia	Sauria	Gekkonidae	Cyrtodactylus gubaot	Topotype	Cyrtodactylus gubaot		tissue: 100; ETOH: 1	CDS 3425	tissue	Philippines	Mindanao PAIC	Leyte Island	Leyte Province	Municipality of Baybay	"Pilim, San Vicente"	50	M	Point	10.7293400__	124.8216200__	DecimalDegrees	"1, Siler, Cameron"	08/Nov/2007	"Collected in secondary forest between 18:00 and 22:00, on bank/mid stream on bar 0-2m from stream bed on rock/log stream W 2-5m"	?	82.00	6.80	Yes
311212	Reptilia	Sauria	Gekkonidae	Cyrtodactylus gubaot	Topotype	Cyrtodactylus gubaot		ETOH: 1; tissue: 100	CDS 3462	tissue	Philippines	Mindanao PAIC	Leyte Island	Leyte Province	Municipality of Baybay	"Pilim, San Vicente"	53	M	Point	10.7259200__	124.8177000__	DecimalDegrees	"1, Siler, Cameron"	09/Nov/2007	"Collected in secondary forest between 18:00 and 22:00, on bank/mid stream on bar 0-2m from stream bed on rock/log stream W 2-5m"	?	70.00	7.20	Yes
311213	Reptilia	Sauria	Gekkonidae	Cyrtodactylus gubaot	Topotype	Cyrtodactylus gubaot		tissue: 100; ETOH: 1	CDS 3463	tissue	Philippines	Mindanao PAIC	Leyte Island	Leyte Province	Municipality of Baybay	"Pilim, San Vicente"	53	M	Point	10.7259200__	124.8177000__	DecimalDegrees	"1, Siler, Cameron"	09/Nov/2007	"Collected in secondary forest between 18:00 and 22:00, on bank/mid stream on bar 0-2m from stream bed on rock/log stream W 2-5m"	?	96.00	19.60	Yes
311303	Reptilia	Sauria	Gekkonidae	Cyrtodactylus gubaot	Topotype	Cyrtodactylus gubaot		tissue: 100; ETOH: 1	CDS 3197	tissue	Philippines	Mindanao PAIC	Leyte Island	Leyte Province	Municipality of Baybay	"Pilim, San Vicente"	53	M	Point	10.7259200__	124.8177000__	DecimalDegrees	"1, Siler, Cameron"	02/Nov/2007	"Collected in secondary forest between 18:00 and 22:00, on bank/mid stream on bar 0-2m from stream bed on rock/log stream W 2-5m"	?	100.00	18.40	Yes
311305	Reptilia	Sauria	Gekkonidae	Cyrtodactylus sp	Paratype	Cyrtodactylus sp		tissue: 100; ETOH: 1	RMB 7723	tissue	Philippines	Palawan PAIC	Palawan Island	Palawan Province	Municipality of Brooke's Point	"Barangay Mainit, Mainit Falls"	106	M	Point	9.8367333__	118.6416167__		"1, Brown, Rafe; 2, Fernandez, Jason"	23/Mar/2007	"Collected between 1830 and 2030 in gallery forest, 2-4 meters from the bank on seedlings or herbaceous plant, on twig/branch of woody plant."	M	4.40		No
311401	Reptilia	Sauria	Gekkonidae	Gekko athymus		Gekko athymus		ETOH: 1; tissue: 100	ELR 1500	tissue	Philippines	Palawan PAIC	Palawan Island	Palawan Province	Municipality of Rizal	Mt Mantalingahan peak 2	2068	M	Point	8.8125000__	117.6608333__	DegreesMinutesSeconds	"1, Rico, Edmund"	23/Jun/2007	Collected at 22:00	?	66.50	4.60	No
311402	Reptilia	Sauria	Gekkonidae	Gekko athymus		Gekko athymus		ETOH: 1; tissue: 100	ELR 1536	tissue	Philippines	Palawan PAIC	Palawan Island	Palawan Province	Municipality of Rizal	Mt Mantalingahan peak 2	2068	M	Point	8.8125000__	117.6608333__	DegreesMinutesSeconds	"1, Rico, Edmund"	26/Jun/2007	Collected at 18:30	?	119.00	29.00	No
311403	Reptilia	Sauria	Gekkonidae	Hemidactylus frenatus		Hemidactylus frenatus		ETOH: 1; tissue: 100	ELR 1509	tissue	Philippines	Palawan PAIC	Palawan Island	Palawan Province	Municipality of Rizal	Mt Mantalingahan peak 2	2068	M	Point	8.8125000__	117.6608333__	DegreesMinutesSeconds	"1, Rico, Edmund"	25/Jun/2007	Collected at 11:00	?	57.60	4.40	No
311404	Reptilia	Sauria	Gekkonidae	Hemiphyllodactylus typus?		Hemiphyllodactylus typus?		ETOH: 1; tissue: 100	ELR 1508	tissue	Philippines	Palawan PAIC	Palawan Island	Palawan Province	Municipality of Rizal	Mt Mantalingahan peak 2	2068	M	Point	8.8125000__	117.6608333__	DegreesMinutesSeconds	"1, Rico, Edmund"	25/Jun/2007	Collected at 09:00	?	34.90	0.50	No
311493	Reptilia	Sauria	Gekkonidae	Gekko chinensis		Gekko chinensis		ETOH: 1; tissue: 100	KU-FS 013	tissue	China			Guangxi		"Nanning City, People's Park"							"1, Hayden, Chris"	11/Apr/2005	18-22:00; 1-2m up on trunks of trees (60-100cm diameter) in garden/park area	F	70.00	7.00	<No data>
311494	Reptilia	Sauria	Gekkonidae	Gekko chinensis		Gekko chinensis		ETOH: 1; tissue: 100	KU-FS 014	tissue	China			Guangxi		"Nanning City, People's Park"							"1, Hayden, Chris"	11/Apr/2005	18-22:00; 1-2m up on trunks of trees (60-100cm diameter) in garden/park area	?	65.00	5.20	<No data>
311495	Reptilia	Sauria	Gekkonidae	Gekko chinensis		Gekko chinensis		ETOH: 1; tissue: 100	KU-FS 015	tissue	China			Guangxi		"Nanning City, People's Park"							"1, Hayden, Chris"	11/Apr/2005	18-22:00; 1-2m up on trunks of trees (60-100cm diameter) in garden/park area	F	72.00	5.40	<No data>
311496	Reptilia	Sauria	Gekkonidae	Gekko chinensis		Gekko chinensis		tissue: 100; ETOH: 1	KU-FS 016	tissue	China			Guangxi		"Nanning City, People's Park"							"1, Hayden, Chris"	11/Apr/2005	18-22:00; 1-2m up on trunks of trees (60-100cm diameter) in garden/park area	F	72.00	5.30	<No data>
311497	Reptilia	Sauria	Gekkonidae	Gekko chinensis		Gekko chinensis		ETOH: 1; tissue: 100	KU-FS 017	tissue	China			Guangxi		"Nanning City, People's Park"							"1, Hayden, Chris"	11/Apr/2005	18-22:00; 1-2m up on trunks of trees (60-100cm diameter) in garden/park area	F	73.00	7.40	<No data>
311498	Reptilia	Sauria	Gekkonidae	Gekko chinensis		Gekko chinensis		ETOH: 1; tissue: 100	KU-FS 018	tissue	China			Guangxi		"Nanning City, People's Park"							"1, Hayden, Chris"	11/Apr/2005	18-22:00; 1-2m up on trunks of trees (60-100cm diameter) in garden/park area	Juv	48.00	1.80	<No data>
311499	Reptilia	Sauria	Gekkonidae	Gekko chinensis		Gekko chinensis		tissue: 100; ETOH: 1	KU-FS 272	tissue	China			Guangxi		Shiwan Dashang Nature Reserve (Near town of Fulong)	531	M	Point	21.8462333__	107.8891333__		"1, Hayden, Chris"	11/Apr/2005	Heavy down poor/storm  from 3-7am; clear & dry the rest of the day and following night. 10:30; caught on sticky trap- 1.5 m up on 20cm  trunk (dead 1-2days)	?	46.00	1.40	<No data>
311500	Reptilia	Sauria	Gekkonidae	Gekko palmatus		Gekko palmatus		ETOH: 1; tissue: 100	KU-FS 337	tissue	China			Guangxi		Town of Wang Le	300	M	Point	21.8697500__	107.8381300__	DecimalDegrees	"1, Hayden, Chris"	03/May/2005	Clear & sunny. 16;00; .5m up on 35cm trunk of tree on side of road (35-40m from 10m stream)	M	72.00	7.50	<No data>
313343	Reptilia	Sauria	Gekkonidae	Gehyra mutilata		Gehyra mutilata		ETOH: 1; tissue: 100	CDS 3584	tissue	Philippines	Luzon PAIC	Marinduque	Marinduque Province	Municipality of Buenavista	Mt. Malindig	180	M	Point	13.2999100__	121.9557500__	DecimalDegrees	"1, VIAL, J"						<No data>
313811	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 9613	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0236200__	122.4719300__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	21/Jun/2008	"Collected in secondary growth, immature or regenerating forest, on bank <2m from stream, on logs on stream bank. 22:15h"	?	56.00	2.70	No
313811	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 9613	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0236200__	122.4719300__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	21/Jun/2008	"Collected in secondary growth, immature or regenerating forest, on bank <2m from stream, on logs on stream bank. 22:15h"	?	56.00	2.70	No
313812	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 9614	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0236200__	122.4719300__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	21/Jun/2008	"Collected in secondary growth, immature or regenerating forest, on bank <2m from stream, on logs on stream bank. 22:20h"	?	71.00	5.60	No
313812	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 9614	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0236200__	122.4719300__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	21/Jun/2008	"Collected in secondary growth, immature or regenerating forest, on bank <2m from stream, on logs on stream bank. 22:20h"	?	71.00	5.60	No
313813	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 9686	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	22/Jun/2008	"Collected in secondary growth, immature or regenerating forest, on bank <2m from stream, on trunk 1m diameter tree/large vine. 21:00h"				No
313813	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 9686	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	22/Jun/2008	"Collected in secondary growth, immature or regenerating forest, on bank <2m from stream, on trunk 1m diameter tree/large vine. 21:00h"				No
313814	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 9692	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	23/Jun/2008	"Collected in secondary growth, 500m away from stream, on trunk 2-4m tall tree/large vine. 19:00-21:30h"	F	67.00	5.70	No
313814	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 9692	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	23/Jun/2008	"Collected in secondary growth, 500m away from stream, on trunk 2-4m tall tree/large vine. 19:00-21:30h"	F	67.00	5.70	No
313815	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 9693	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	23/Jun/2008	"Collected in secondary growth, 500m away from stream, on trunk 2-4m tall tree/large vine. 19:00-21:30h"	F	67.00	4.80	No
313815	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 9693	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	23/Jun/2008	"Collected in secondary growth, 500m away from stream, on trunk 2-4m tall tree/large vine. 19:00-21:30h"	F	67.00	4.80	No
313816	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 9705	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, in camp, on tree. 21:30h"	M	72.00	7.00	No
313816	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 9705	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, in camp, on tree. 21:30h"	M	72.00	7.00	No
313817	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 9739	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, on bank 1-4m from stream bed, on shrub/young sapling, on leaf. 19:00-21:00h"	F	86.00	11.70	No
313817	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 9739	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, on bank 1-4m from stream bed, on shrub/young sapling, on leaf. 19:00-21:00h"	F	86.00	11.70	No
313818	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 9740	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, on bank 1-4m from stream bed, on shrub/young sapling, on leaf. 19:00-21:00h"	M	88.00	10.60	No
313818	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 9740	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, on bank 1-4m from stream bed, on shrub/young sapling, on leaf. 19:00-21:00h"	M	88.00	10.60	No
313819	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 9745	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	25/Jun/2008	"Collected in secondary growth, on bank <2m from stream bed, under 4-5m diameter boulder. 8:00-10:00h"	M	90.00	12.20	No
313819	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 9745	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	25/Jun/2008	"Collected in secondary growth, on bank <2m from stream bed, under 4-5m diameter boulder. 8:00-10:00h"	M	90.00	12.20	No
313820	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 9748	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, on bank 1-4m from stream bed, on shrub/young sapling, on leaf. 19:00-21:00h"	M	95.00	14.20	No
313820	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 9748	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, on bank 1-4m from stream bed, on shrub/young sapling, on leaf. 19:00-21:00h"	M	95.00	14.20	No
313821	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		tissue: 100; ETOH: 1	RMB 9749	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, on bank 1-4m from stream bed, on shrub/young sapling, on leaf. 19:00-21:00h"	M	91.00	12.40	No
313821	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	tissue: 100; ETOH: 1	RMB 9749	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	24/Jun/2008	"Collected in secondary growth, on bank 1-4m from stream bed, on shrub/young sapling, on leaf. 19:00-21:00h"	M	91.00	12.40	No
313822	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus		ETOH: 1; tissue: 100	RMB 9804	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	540	M	Point	14.0259200__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	27/Jun/2008	"Collected in secondary growth, on bank <1m from stream bed, on trunk of tree/large vine. 20:00h"	M	68.00	5.10	No
313822	Reptilia	Sauria	Gekkonidae	Cyrtodactylus philippinicus		Cyrtodactylus philippinicus	10004360 ...	ETOH: 1; tissue: 100	RMB 9804	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	540	M	Point	14.0259200__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	27/Jun/2008	"Collected in secondary growth, on bank <1m from stream bed, on trunk of tree/large vine. 20:00h"	M	68.00	5.10	No
313826	Reptilia	Sauria	Gekkonidae	Hemidactylus frenatus		Hemidactylus frenatus		ETOH: 1; tissue: 100	RMB 9898	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	Barangay Tulay Na Lupa	212	M	Point	14.0562300__	122.4713200__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	01/Jul/2008	"Collected in agricultural/disturbed/residential area, on house in barangay. 12:00-17:00h"	F	47.00	2.10	<No data>
313826	Reptilia	Sauria	Gekkonidae	Hemidactylus frenatus		Hemidactylus frenatus	10004360 ...	ETOH: 1; tissue: 100	RMB 9898	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	Barangay Tulay Na Lupa	212	M	Point	14.0562300__	122.4713200__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	01/Jul/2008	"Collected in agricultural/disturbed/residential area, on house in barangay. 12:00-17:00h"	F	47.00	2.10	<No data>
313827	Reptilia	Sauria	Gekkonidae	Hemidactylus frenatus		Hemidactylus frenatus		ETOH: 1; tissue: 100	RMB 9899	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	Barangay Tulay Na Lupa	212	M	Point	14.0562300__	122.4713200__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	01/Jul/2008	"Collected in agricultural/disturbed/residential area, on house in barangay. 12:00-17:00h"	F	52.00	2.90	<No data>
313827	Reptilia	Sauria	Gekkonidae	Hemidactylus frenatus		Hemidactylus frenatus	10004360 ...	ETOH: 1; tissue: 100	RMB 9899	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	Barangay Tulay Na Lupa	212	M	Point	14.0562300__	122.4713200__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	01/Jul/2008	"Collected in agricultural/disturbed/residential area, on house in barangay. 12:00-17:00h"	F	52.00	2.90	<No data>
313828	Reptilia	Sauria	Gekkonidae	Pseudogekko smaragdinus		Pseudogekko smaragdinus		tissue: 100; ETOH: 1	RMB 9747	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	23/Jun/2008	"Collected in secondary growth, immature or regenerating forest, inside wild banana sheath. 13:00-14:00h"	F	59.00	2.80	<No data>
313828	Reptilia	Sauria	Gekkonidae	Pseudogekko smaragdinus		Pseudogekko smaragdinus	10004360 ...	tissue: 100; ETOH: 1	RMB 9747	tissue	Philippines	Luzon PAIC	Luzon Island	Camarines Norte Province	Municipality of Labo	"Barangay Tulay Na Lupa, Mt. Labo camp 1"	660	M	Point	14.0238100__	122.4729400__	DecimalDegrees	"1, Brown, Rafe; 2, Welton, Luke; 3, Fernandez, Jason ..."	23/Jun/2008	"Collected in secondary growth, immature or regenerating forest, inside wild banana sheath. 13:00-14:00h"	F	59.00	2.80	<No data>
313970	Reptilia	Sauria	Gekkonidae	Gekko porosus		Gekko porosus		ETOH: 1; tissue: 100	RMB 9011	tissue	Philippines	Batanes PAIC	Batan Island	Batanes Province	Municipality of Ivana	"Barangay San Vicente, Sitio Chyaten"			Point	20.3946000__	-121.9254700__	DecimalDegrees	"1, Fernandez, Jason"	23/May/2008	19-21:00 in sec growth forest along clay stream	M	120.00	33.30	Yes
313971	Reptilia	Sauria	Gekkonidae	Gekko porosus		Gekko porosus		tissue: 100; ETOH: 1	RMB 9012	tissue	Philippines	Batanes PAIC	Batan Island	Batanes Province	Municipality of Ivana	"Barangay San Vicente, Sitio Chyaten"			Point	20.3946000__	-121.9254700__	DecimalDegrees	"1, Fernandez, Jason"	23/May/2008	19-21:00 in sec growth forest along clay stream	M	110.00	21.50	Yes
313972	Reptilia	Sauria	Gekkonidae	Gekko porosus		Gekko porosus		ETOH: 1; tissue: 100	RMB 9046	tissue	Philippines	Batanes PAIC	Batan Island	Batanes Province	Municipality of Basco	"Barangay San Antonio, Sitio Chadpidan"	196	M	Point	20.4700000__	-121.9910000__	DecimalDegrees	"1, Fernandez, Jason"	28/May/2008	19-20:00 in old house made of rocks near ag area	M	110.00	24.50	Yes
313973	Reptilia	Sauria	Gekkonidae	Gekko porosus		Gekko porosus		ETOH: 1; tissue: 100	RMB 9047	tissue	Philippines	Batanes PAIC	Batan Island	Batanes Province	Municipality of Basco	"Barangay San Antonio, Sitio Chadpidan"	196	M	Point	20.4700000__	-121.9910000__	DecimalDegrees	"1, Fernandez, Jason"	28/May/2008	19-20:00 in old house made of rocks near ag area	?	73.00	7.10	Yes
313974	Reptilia	Sauria	Gekkonidae	Gekko porosus		Gekko porosus		ETOH: 1; tissue: 100	RMB 9048	tissue	Philippines	Batanes PAIC	Batan Island	Batanes Province	Municipality of Basco	"Barangay San Antonio, Sitio Chadpidan"	196	M	Point	20.4700000__	-121.9910000__	DecimalDegrees	"1, Fernandez, Jason"	28/May/2008	19-20:00 in old house made of rocks near ag area	?	71.00	6.90	Yes
313975	Reptilia	Sauria	Gekkonidae	Gekko porosus		Gekko porosus		ETOH: 1; tissue: 100	RMB 9524	tissue	Philippines	Batanes PAIC	Batan Island	Batanes Province	Municipality of Basco	"Barangay San Antonio, Sitio Chadpidan"	196	M	Point	20.4700000__	-121.9910000__	DecimalDegrees	"1, Fernandez, Jason"	30/May/2008	19:00	M	105.00	25.60	Yes
