Tower	Box	Cell	Field Number	Genus	Species	Country	Island	Province	Municipality	Barangay	Local Area Name	Column1	Column2														
D	54	Loose	5539	Ptychozoon	lionotum	West Malaysi	Pulau Sibu	"West Malaysia, Johor, Pulau Sibu "																			
D	54	Loose	5610	Ptychozoon	lionotum	West Malaysi		"West Malaysia, Perak, Temengor, PITC Logging Camp "																			
D	54	Loose	5783	Ptychozoon	lionotum	West Malaysi	Pulau Sibu	"West Malaysia, Johor, Pulau Sibu "																			
D	58	Loose	LSUHC 6437	Ptychozoon	lionotum	West Malaysi	Pulau Tioman	"West Malaysia, Pahang, Pulau Tioman, Tekek-Juara Trail "																			
R	262	E8	CAS 221168	Ptychozoon	lionotum	Myanmar		"Bago Division; Kyauk Taga Township; Yemwe Reserve Forest, Chaung Gwa Village"																			
R	262	E9	CAS 238865	Ptychozoon	lionotum	Myanmar		"Bago Division; Kyauk Taga Township; Yemwe Reserve Forest, Chaung Gwa Village"																			
Z	376	D2	FMNH 261851	Ptychozoon	lionotum	Cambodia		Kampong Speu Prov	Phnom Sruoch Dist	"Kirirom National Park, 11deg19min34secN, 104deg, 03min, 56sec E, 700m elev"	HKV 64636																
Z	376	D3	FMNH 261852	Ptychozoon	lionotum	Cambodia		Kampong Speu Prov	Phnom Sruoch Dist	"Kirirom National Park, 11deg19min34secN, 104deg, 03min, 56sec E, 700m elev"	HKV 64637																
AC	430	F5	JAM 1426	Ptychozoon	lionotum	Malaysia		Ulu Gombak																			
AC	430	F7	JAM 1426	Ptychozoon	lionotum	Malaysia		Ulu Gombak																			
R	262	E7	JBS 21351	Ptychozoon	lionotum	Myanmar		Yangon																			
Z	376	C8	LSUHC 5597	Ptychozoon	lionotum	West Malaysia	Pulau Sibu																				
AB	416	E7	P0500	Ptychozoon	rhacophorus			Mt. Penrissen																			
C	39	A1	H 1907	Ptychozoon 	intermedium	Philippines	Mindanao	Malagos																			
J	143	I9	PNM/CMNH H1903	Ptychozoon 	intermedium	Philippines	Mindanao Island	Davao City Province	Municipality of Calinan	Barangay Malagos	Malagos Eagle Station																
B	24		LLG 4819	Ptychozoon 	kuhli																						
C	36	Loose	RMB 1139	Ptychozoon 	kuhli	Malaysia		Taman Negara	Malaysia																		
